powermode,predicted_time,predicted_power,observed_time,observed_power
4_1036800_726750000_3199000000,1502.923,31.780207,1321.7158203125,35.004
8_1036800_726750000_665600000,4005.4055,18.288195,3923.438354492188,20.477
8_1036800_726750000_2133000000,1731.1709,24.54523,1470.1262817382812,31.706
8_1036800_726750000_3199000000,1388.331,31.332865,1322.6500854492188,34.996
4_1036800_930750000_3199000000,1352.3252,35.94262,1082.512451171875,42.004
8_1036800_1134750000_3199000000,1291.4651,39.95764,1002.7484436035156,47.624
12_1036800_1134750000_3199000000,1352.2704,40.676704,984.783233642578,48.21
4_1344000_114750000_665600000,7907.9546,16.415993,7885.25830078125,15.664
12_1344000_114750000_665600000,7734.875,16.238361,7882.045654296875,16.065
12_1344000_318750000_2133000000,2925.7764,19.045897,2862.606201171875,22.388
12_1344000_318750000_3199000000,3077.7153,24.07491,2845.3087158203125,23.996
4_1344000_522750000_2133000000,2093.0515,20.937777,1792.4378051757812,27.302
8_1344000_522750000_2133000000,2027.1381,20.919914,1819.9705200195312,27.206
4_1344000_726750000_3199000000,1412.2859,31.374239,1304.5758056640625,35.204
8_1344000_726750000_3199000000,1295.0875,31.22757,1304.3876953125,35.405
12_1344000_726750000_3199000000,1320.3389,31.857958,1303.1639404296875,35.605
4_1344000_930750000_3199000000,1246.796,35.823734,1084.5501098632812,41.212
8_1344000_930750000_3199000000,1188.7261,35.47911,1077.808349609375,42.014
4_1344000_1134750000_3199000000,1207.9692,40.326828,991.7886352539062,47.91
4_1344000_1300500000_3199000000,1217.0621,44.037533,953.1663818359376,54.541
8_1344000_1300500000_3199000000,1248.6384,43.474743,942.871124267578,55.336
4_1651200_114750000_3199000000,8048.5293,19.433483,7850.118408203125,17.873
12_1651200_318750000_2133000000,2927.5828,20.091991,2862.35205078125,22.89
12_1651200_318750000_3199000000,3098.9587,24.839567,2844.6593017578125,24.397
8_1651200_522750000_665600000,4140.0737,16.836584,3956.7408447265625,19.682
8_1651200_522750000_2133000000,2002.2354,21.573004,1785.8363647460938,27.708
12_1651200_522750000_2133000000,2068.1702,22.758951,1783.9667358398438,28.109
8_1651200_726750000_2133000000,1694.1755,25.264566,1466.020751953125,31.821
8_1651200_726750000_3199000000,1284.2688,31.526073,1298.9701538085938,35.8595
12_1651200_726750000_2133000000,1843.7405,26.046192,1465.2824096679688,32.222
4_1651200_930750000_3199000000,1191.4268,36.175877,1055.4449462890625,43.215
4_1651200_1134750000_3199000000,1143.4889,40.653,975.7864074707032,48.9
8_1651200_1134750000_3199000000,1145.8154,40.183975,967.0049743652344,49.702
12_1651200_1134750000_3199000000,1253.9353,40.623405,962.9271850585938,49.902
8_1651200_1300500000_3199000000,1206.6924,43.770157,922.5975646972656,55.9295
4_1958400_114750000_2133000000,7449.0815,17.040255,7858.869873046875,17.07
12_1958400_318750000_2133000000,2977.36,21.64603,2860.47998046875,23.296
12_1958400_318750000_3199000000,3156.9744,26.170084,2843.552978515625,24.899
12_1958400_522750000_2133000000,2107.1243,24.207277,1783.6943359375,28.5065
12_1958400_726750000_3199000000,1379.1318,32.93681,1297.4757080078125,36.8
4_1958400_930750000_3199000000,1212.6924,36.894524,1069.2943725585938,42.221
8_1958400_930750000_3199000000,1200.469,36.37992,1059.2462768554688,42.716
12_1958400_930750000_3199000000,1274.8505,36.839172,1061.8881225585938,42.622
4_1958400_1134750000_3199000000,1134.4294,41.338215,973.1531982421876,48.951
8_1958400_1134750000_3199000000,1161.3445,40.751637,969.5255126953124,49.12
4_1958400_1300500000_3199000000,1151.0623,44.957653,940.1156311035156,55.559
4_2201600_114750000_665600000,8007.683,18.11823,7881.034912109375,16.469
4_2201600_114750000_2133000000,7501.784,18.303864,7854.7265625,17.471
