powermode,predicted_time,predicted_power,observed_time,observed_power
4_422400_114750000_665600000,7961.784,18.038477,7899.345703125,15.6125
4_422400_114750000_2133000000,7396.683,18.257969,7876.123046875,16.565
4_422400_318750000_2133000000,3396.4734,20.793625,2908.035888671875,21.992
8_422400_318750000_665600000,4667.1904,18.104723,4148.45654296875,18.679
4_422400_522750000_665600000,4288.2793,19.9609,3977.7486572265625,19.274
4_422400_522750000_2133000000,2400.3752,23.850576,1892.1984252929688,26.098
8_422400_522750000_2133000000,2283.1323,23.720547,1876.166259765625,26.8
4_422400_726750000_665600000,4085.77,21.873793,3948.333129882813,20.176
4_422400_726750000_2133000000,2014.7078,27.499468,1619.3401489257812,29.906
4_422400_726750000_3199000000,1797.4819,33.836143,1431.6017456054688,33.8
8_422400_726750000_2133000000,1973.4288,27.281239,1563.0271606445312,30.508
8_422400_726750000_3199000000,1693.6443,33.57746,1409.032470703125,34.293
12_422400_726750000_3199000000,1676.8721,34.666447,1419.546142578125,34.099
4_422400_930750000_3199000000,1628.2582,37.86537,1207.51416015625,39.214
8_422400_930750000_3199000000,1564.0247,37.48021,1179.7191772460938,40.597
12_422400_930750000_3199000000,1582.8849,38.61796,1178.0463256835938,41.008
12_729600_114750000_2133000000,7230.6436,17.967344,7859.49072265625,16.969
4_729600_318750000_665600000,4745.3716,17.779848,4153.0625,18.675
4_729600_318750000_2133000000,3291.8127,19.339628,2870.779663085937,22.084
8_729600_318750000_665600000,4572.94,16.721788,4140.625,18.776
4_729600_522750000_2133000000,2275.2805,22.512743,1822.931701660156,26.906
8_729600_522750000_665600000,4114.5444,17.703903,3961.261962890625,19.569
8_729600_522750000_2133000000,2168.4958,22.155191,1810.5078125,27.301
4_729600_726750000_2133000000,1871.0487,26.28923,1520.5863647460938,30.818
4_729600_726750000_3199000000,1634.8536,32.765453,1364.1172485351562,34.794
12_729600_726750000_2133000000,1894.7773,26.463509,1509.5452880859375,31.319
12_729600_930750000_3199000000,1441.1355,37.330814,1164.102783203125,41.018
8_729600_1134750000_3199000000,1405.0005,40.426003,1037.5986328125,46.815
4_1036800_114750000_2133000000,7356.3086,15.973658,7860.81201171875,16.568
4_1036800_114750000_3199000000,7964.3296,20.060755,7852.606689453125,17.472
12_1036800_114750000_665600000,7717.3125,16.220913,7884.0615234375,15.968
4_1036800_318750000_665600000,4668.474,17.281967,4144.67041015625,18.772
4_1036800_318750000_2133000000,3214.9792,18.233181,2864.617431640625,22.088
4_1036800_318750000_3199000000,3381.7207,23.849113,2847.347900390625,23.595
8_1036800_318750000_665600000,4491.389,15.625278,4131.017822265625,19.076
4_1036800_522750000_665600000,4205.224,18.417986,3967.6009521484375,19.278
4_1036800_522750000_2133000000,2173.5464,21.56225,1790.2153930664062,27.307
4_1036800_522750000_3199000000,2036.2229,27.786283,1757.1600341796875,29.21
8_1036800_522750000_2133000000,2082.8652,20.939175,1790.1930541992188,27.507
12_1036800_522750000_2133000000,2100.0906,21.882599,1789.5468139648438,27.607
4_1036800_726750000_665600000,4093.3765,19.837662,3935.024169921875,20.376
4_1036800_726750000_2133000000,1769.584,25.31123,1473.2852783203125,31.406
