powermode,bs,observed_time,predicted_time,observed_power,predicted_power
4_422400_114750000_665600000,1,590.7732238769531,786.0588,14.751,15.944288
4_422400_114750000_2133000000,1,588.5832214355469,503.5936,15.765,17.355146
4_422400_114750000_3199000000,1,578.6094970703125,539.8651,16.869,17.776026
8_422400_114750000_665600000,1,565.5917358398438,659.0999,14.849,16.010212
8_422400_114750000_2133000000,1,559.8482360839844,429.44324,15.765,17.42
8_422400_114750000_3199000000,1,558.9962768554688,563.31354,16.972,17.757605
12_422400_114750000_665600000,1,560.9476623535156,679.28094,15.152,16.055492
12_422400_114750000_2133000000,1,554.6587829589844,591.58124,16.163,17.301752
12_422400_114750000_3199000000,1,553.5986328125,744.89716,17.37,17.672533
4_422400_318750000_665600000,1,280.20025634765625,320.6364,17.768,19.06439
4_422400_318750000_2133000000,1,189.4239196777344,159.29448,26.8885,19.091417
4_422400_318750000_3199000000,1,211.8689956665039,176.91089,21.591,19.00603
8_422400_318750000_665600000,1,270.4360809326172,266.03098,18.374,19.261145
8_422400_318750000_2133000000,1,231.3048324584961,145.97658,19.98,20.0001
8_422400_318750000_3199000000,1,210.6197738647461,164.43022,21.739,20.3184
12_422400_318750000_665600000,1,272.45274353027344,252.92476,18.4735,19.107038
12_422400_318750000_2133000000,1,222.46195220947263,145.03172,20.4835,20.23432
12_422400_318750000_3199000000,1,209.9142303466797,188.15604,22.087,23.26497
4_422400_522750000_665600000,1,260.2808074951172,258.0436,18.775,19.41408
4_422400_522750000_2133000000,1,165.51380920410156,133.83823,28.485,27.322351
4_422400_522750000_3199000000,1,179.62478637695312,149.17693,22.885,25.439203
8_422400_522750000_665600000,1,259.00221252441406,222.31917,19.176,19.636288
8_422400_522750000_2133000000,1,159.09817504882812,122.119156,22.487,25.119802
8_422400_522750000_3199000000,1,164.07552337646484,139.11574,23.8455,25.832426
12_422400_522750000_665600000,1,256.4721374511719,217.81476,19.176,19.79111
12_422400_522750000_2133000000,1,157.3147201538086,131.089,22.688,24.79955
12_422400_522750000_3199000000,1,164.5454864501953,149.62956,23.994,26.60564
4_422400_726750000_665600000,1,237.8368911743164,245.15208,20.177,19.92227
4_422400_726750000_2133000000,1,184.5412826538086,132.13676,28.385,31.731792
4_422400_726750000_3199000000,1,173.1419677734375,144.28865,23.374,28.64166
8_422400_726750000_665600000,1,244.93526458740237,199.95747,20.177,20.05814
8_422400_726750000_2133000000,1,157.4422149658203,118.05791,23.589,25.398037
8_422400_726750000_3199000000,1,156.08985900878906,137.4594,25.58,27.759432
12_422400_726750000_665600000,1,238.84217834472656,218.75975,20.578,20.26205
12_422400_726750000_2133000000,1,160.47647094726562,124.85259,23.585,26.553099
12_422400_726750000_3199000000,1,156.40738677978516,143.79948,25.078,26.06778
4_422400_930750000_665600000,1,237.35919952392575,256.53226,21.882,21.510933
4_422400_930750000_2133000000,1,180.09569549560547,137.11421,26.641,32.123375
4_422400_930750000_3199000000,1,164.78841400146484,149.6039,24.5795,33.3667
8_422400_930750000_665600000,1,243.5387725830078,206.30109,21.586,21.880207
8_422400_930750000_2133000000,1,174.924560546875,126.15576,23.878,26.44275
8_422400_930750000_3199000000,1,155.72588348388672,143.93816,26.782,25.433231
12_422400_930750000_665600000,1,231.6578750610352,220.71574,22.283,21.743557
12_422400_930750000_2133000000,1,156.6753921508789,129.78828,25.679,27.850004
12_422400_930750000_3199000000,1,164.04390716552734,144.81203,25.684,24.511057
4_422400_1134750000_665600000,1,239.80841827392575,286.06964,23.385,23.921913
4_422400_1134750000_2133000000,1,194.4707717895508,143.02206,27.393,29.112223
4_422400_1134750000_3199000000,1,174.75031280517578,158.03127,26.782,29.334738
8_422400_1134750000_665600000,1,235.4513320922852,235.64621,24.0345,24.974989
8_422400_1134750000_2133000000,1,199.8641891479492,133.02078,24.779,26.538681
8_422400_1134750000_3199000000,1,161.78604888916016,153.44821,26.935,25.804968
12_422400_1134750000_665600000,1,234.51373291015625,245.28804,23.786,25.976156
12_422400_1134750000_2133000000,1,158.64596557617188,134.8384,27.488,30.329447
12_422400_1134750000_3199000000,1,177.12511444091797,152.52113,27.183,28.172575
4_422400_1300500000_665600000,1,240.9736175537109,316.8013,25.791,26.000196
4_422400_1300500000_2133000000,1,175.92838287353516,148.55296,26.389,27.160925
4_422400_1300500000_3199000000,1,176.30681610107422,164.64119,27.989,27.662151
8_422400_1300500000_665600000,1,239.5606689453125,271.53806,25.895,26.785982
8_422400_1300500000_2133000000,1,160.59359741210938,139.09451,29.8475,28.620676
8_422400_1300500000_3199000000,1,157.56334686279297,161.78218,30.993,28.534826
12_422400_1300500000_665600000,1,240.13009643554688,279.9977,26.6435,27.041609
12_422400_1300500000_2133000000,1,165.75101470947266,140.32584,29.643,34.013523
12_422400_1300500000_3199000000,1,163.3937225341797,158.49559,30.5415,33.093884
4_729600_114750000_665600000,1,557.1514282226562,687.4195,14.851,15.972834
4_729600_114750000_2133000000,1,563.3983764648438,423.07565,15.765,17.373388
4_729600_114750000_3199000000,1,568.6935119628906,484.5618,16.869,17.860794
8_729600_114750000_665600000,1,568.4049377441406,569.45,14.952,16.042526
8_729600_114750000_2133000000,1,555.2948913574219,354.27618,15.765,17.466162
8_729600_114750000_3199000000,1,554.9442749023438,506.7995,16.969,17.814295
12_729600_114750000_665600000,1,568.565673828125,625.95294,15.152,16.081318
12_729600_114750000_2133000000,1,555.9676208496094,528.54254,16.166,17.296988
12_729600_114750000_3199000000,1,550.6307678222656,677.35504,17.37,17.698652
4_729600_318750000_665600000,1,268.9707946777344,293.45264,18.374,19.121256
4_729600_318750000_2133000000,1,113.07263946533205,155.62448,32.399,19.561205
4_729600_318750000_3199000000,1,205.19662475585935,174.33315,21.787,19.59675
8_729600_318750000_665600000,1,265.6503143310547,236.40227,18.775,19.350573
8_729600_318750000_2133000000,1,207.5381622314453,134.87766,21.134,20.99928
8_729600_318750000_3199000000,1,212.87208557128903,157.86978,21.987,21.449957
12_729600_318750000_665600000,1,263.731201171875,221.85739,18.775,19.324926
12_729600_318750000_2133000000,1,222.5937957763672,126.168015,20.5325,21.253092
12_729600_318750000_3199000000,1,216.46868896484372,172.1862,22.087,23.591429
4_729600_522750000_665600000,1,246.58025360107425,227.67993,19.176,19.510223
4_729600_522750000_2133000000,1,103.74518585205078,134.27794,38.111,29.456198
4_729600_522750000_3199000000,1,131.7179718017578,147.91383,26.398,25.965971
8_729600_522750000_665600000,1,237.7511367797852,191.92137,19.878,19.743603
8_729600_522750000_2133000000,1,149.07259368896484,117.5028,23.7415,25.810154
8_729600_522750000_3199000000,1,129.2396469116211,136.08131,26.799,26.351349
12_729600_522750000_665600000,1,236.2174072265625,183.77492,19.878,19.966856
12_729600_522750000_2133000000,1,137.46846771240234,117.43986,25.097,24.651386
12_729600_522750000_3199000000,1,128.93621063232422,134.16844,26.197,27.088861
4_729600_726750000_665600000,1,232.8477096557617,213.04933,20.278,19.937962
4_729600_726750000_2133000000,1,101.64358520507812,132.43176,33.591,33.123543
4_729600_726750000_3199000000,1,102.8725929260254,144.05464,30.696,29.341787
8_729600_726750000_665600000,1,236.5908050537109,167.25992,20.679,20.148458
8_729600_726750000_2133000000,1,109.61191940307616,113.55999,28.201,27.169714
8_729600_726750000_3199000000,1,112.54659271240234,133.88615,29.793,28.563011
12_729600_726750000_665600000,1,244.12310791015625,182.96486,20.578,20.347025
12_729600_726750000_2133000000,1,114.05279922485352,111.2902,27.197,28.344393
12_729600_726750000_3199000000,1,97.3949737548828,127.371735,31.398,27.414055
4_729600_930750000_665600000,1,233.9841537475586,225.65463,21.882,21.748842
4_729600_930750000_2133000000,1,116.62705612182616,137.48079,34.9065,32.778233
4_729600_930750000_3199000000,1,107.98933029174805,151.34651,32.199,33.782513
8_729600_930750000_665600000,1,229.51367950439453,169.89137,22.5845,21.625376
8_729600_930750000_2133000000,1,111.62982559204102,119.2072,30.306,28.024755
8_729600_930750000_3199000000,1,97.37503814697266,138.96785,32.199,27.176702
12_729600_930750000_665600000,1,229.1531524658203,185.16591,22.384,21.50315
12_729600_930750000_2133000000,1,95.72024154663086,114.208305,30.104,30.379179
12_729600_930750000_3199000000,1,104.26548767089844,129.11688,33.403,26.80107
4_729600_1134750000_665600000,1,230.8854522705078,255.78249,23.887,24.25882
