cores,cpu,gpu,mem,bs,predicted_time
12,1036800,522750000,665600000,1,174.76526
12,1036800,522750000,2133000000,1,109.381584
12,1036800,522750000,3199000000,1,128.7764
4,1036800,726750000,665600000,1,191.4044
4,1036800,726750000,2133000000,1,132.11388
4,1036800,726750000,3199000000,1,144.13097
8,1036800,726750000,665600000,1,144.75998
8,1036800,726750000,2133000000,1,114.24173
8,1036800,726750000,3199000000,1,133.48616
12,1036800,726750000,665600000,1,167.23616
12,1036800,726750000,2133000000,1,103.894745
12,1036800,726750000,3199000000,1,120.79918
4,1036800,930750000,665600000,1,200.5746
4,1036800,930750000,2133000000,1,138.64734
4,1036800,930750000,3199000000,1,152.94627
8,1036800,930750000,665600000,1,148.10765
8,1036800,930750000,2133000000,1,119.64548
8,1036800,930750000,3199000000,1,140.5193
12,1036800,930750000,665600000,1,165.46138
12,1036800,930750000,2133000000,1,104.4763
12,1036800,930750000,3199000000,1,121.27815
4,1036800,1134750000,665600000,1,234.94179
4,1036800,1134750000,2133000000,1,144.81926
4,1036800,1134750000,3199000000,1,160.70964
8,1036800,1134750000,665600000,1,182.81816
8,1036800,1134750000,2133000000,1,125.508896
8,1036800,1134750000,3199000000,1,146.65056
12,1036800,1134750000,665600000,1,191.54163
12,1036800,1134750000,2133000000,1,107.82009
12,1036800,1134750000,3199000000,1,128.3349
4,1036800,1300500000,665600000,1,276.81946
4,1036800,1300500000,2133000000,1,150.36852
4,1036800,1300500000,3199000000,1,167.01736
8,1036800,1300500000,665600000,1,235.91377
8,1036800,1300500000,2133000000,1,130.68317
8,1036800,1300500000,3199000000,1,151.99864
12,1036800,1300500000,665600000,1,241.6856
12,1036800,1300500000,2133000000,1,114.536194
12,1036800,1300500000,3199000000,1,135.33229
4,1344000,114750000,665600000,1,584.8548
4,1344000,114750000,2133000000,1,368.60092
4,1344000,114750000,3199000000,1,441.5721
8,1344000,114750000,665600000,1,514.88336
8,1344000,114750000,2133000000,1,339.88083
8,1344000,114750000,3199000000,1,483.2335
12,1344000,114750000,665600000,1,632.6251
12,1344000,114750000,2133000000,1,551.3598
12,1344000,114750000,3199000000,1,685.73944
4,1344000,318750000,665600000,1,285.25644
4,1344000,318750000,2133000000,1,162.34831
4,1344000,318750000,3199000000,1,173.90147
8,1344000,318750000,665600000,1,227.37215
8,1344000,318750000,2133000000,1,126.438446
8,1344000,318750000,3199000000,1,155.00816
12,1344000,318750000,665600000,1,214.59073
12,1344000,318750000,2133000000,1,115.387314
12,1344000,318750000,3199000000,1,176.28868
4,1344000,522750000,665600000,1,204.66353
4,1344000,522750000,2133000000,1,131.33817
4,1344000,522750000,3199000000,1,146.43922
8,1344000,522750000,665600000,1,174.77235
8,1344000,522750000,2133000000,1,114.51588
8,1344000,522750000,3199000000,1,134.35081
12,1344000,522750000,665600000,1,177.45271
12,1344000,522750000,2133000000,1,107.5306
12,1344000,522750000,3199000000,1,127.431114
4,1344000,726750000,665600000,1,174.35158
4,1344000,726750000,2133000000,1,133.78569
4,1344000,726750000,3199000000,1,145.04076
8,1344000,726750000,665600000,1,139.23274
8,1344000,726750000,2133000000,1,114.9247
8,1344000,726750000,3199000000,1,133.70502
12,1344000,726750000,665600000,1,169.99297
12,1344000,726750000,2133000000,1,104.64953
12,1344000,726750000,3199000000,1,120.00857
4,1344000,930750000,665600000,1,185.58772
4,1344000,930750000,2133000000,1,139.8188
4,1344000,930750000,3199000000,1,154.28548
8,1344000,930750000,665600000,1,139.37999
8,1344000,930750000,2133000000,1,120.71995
8,1344000,930750000,3199000000,1,141.70793
12,1344000,930750000,665600000,1,176.044
12,1344000,930750000,2133000000,1,104.7158
12,1344000,930750000,3199000000,1,122.42319
4,1344000,1134750000,665600000,1,221.85532
4,1344000,1134750000,2133000000,1,146.02171
4,1344000,1134750000,3199000000,1,162.04881
8,1344000,1134750000,665600000,1,181.1795
8,1344000,1134750000,2133000000,1,126.54568
8,1344000,1134750000,3199000000,1,147.89188
12,1344000,1134750000,665600000,1,208.65977
12,1344000,1134750000,2133000000,1,108.667244
12,1344000,1134750000,3199000000,1,128.2392
4,1344000,1300500000,665600000,1,270.4007
4,1344000,1300500000,2133000000,1,151.29391
4,1344000,1300500000,3199000000,1,168.35657
8,1344000,1300500000,665600000,1,243.54668
8,1344000,1300500000,2133000000,1,131.52432
8,1344000,1300500000,3199000000,1,153.2981
12,1344000,1300500000,665600000,1,263.9733
12,1344000,1300500000,2133000000,1,113.30845
12,1344000,1300500000,3199000000,1,133.00212
4,1651200,114750000,665600000,1,590.89825
4,1651200,114750000,2133000000,1,385.31827
4,1651200,114750000,3199000000,1,458.26807
8,1651200,114750000,665600000,1,557.4809
8,1651200,114750000,2133000000,1,388.12076
8,1651200,114750000,3199000000,1,520.63855
12,1651200,114750000,665600000,1,699.69904
12,1651200,114750000,2133000000,1,634.27936
12,1651200,114750000,3199000000,1,762.00006
4,1651200,318750000,665600000,1,301.316
4,1651200,318750000,2133000000,1,171.56837
4,1651200,318750000,3199000000,1,178.48332
8,1651200,318750000,665600000,1,239.20668
8,1651200,318750000,2133000000,1,130.4796
8,1651200,318750000,3199000000,1,161.95674
12,1651200,318750000,665600000,1,233.79842
12,1651200,318750000,2133000000,1,122.809
12,1651200,318750000,3199000000,1,185.12514
4,1651200,522750000,665600000,1,212.32301
4,1651200,522750000,2133000000,1,132.0081
4,1651200,522750000,3199000000,1,147.35869
8,1651200,522750000,665600000,1,190.20232
8,1651200,522750000,2133000000,1,113.178635
8,1651200,522750000,3199000000,1,133.50374
12,1651200,522750000,665600000,1,196.42935
12,1651200,522750000,2133000000,1,107.14675
12,1651200,522750000,3199000000,1,126.145386
4,1651200,726750000,665600000,1,177.41508
4,1651200,726750000,2133000000,1,134.9522
4,1651200,726750000,3199000000,1,146.90019
8,1651200,726750000,665600000,1,152.1256
8,1651200,726750000,2133000000,1,116.17829
8,1651200,726750000,3199000000,1,134.69344
12,1651200,726750000,665600000,1,193.0703
12,1651200,726750000,2133000000,1,105.47401
12,1651200,726750000,3199000000,1,119.78977
4,1651200,930750000,665600000,1,181.48763
4,1651200,930750000,2133000000,1,141.00261
4,1651200,930750000,3199000000,1,155.62468
8,1651200,930750000,665600000,1,154.21988
8,1651200,930750000,2133000000,1,121.83876
8,1651200,930750000,3199000000,1,142.8745
12,1651200,930750000,665600000,1,200.76653
12,1651200,930750000,2133000000,1,105.464775
12,1651200,930750000,3199000000,1,123.532295
4,1651200,1134750000,665600000,1,221.4651
4,1651200,1134750000,2133000000,1,147.23552
4,1651200,1134750000,3199000000,1,163.38802
8,1651200,1134750000,665600000,1,199.98474
8,1651200,1134750000,2133000000,1,127.67546
8,1651200,1134750000,3199000000,1,149.14125
12,1651200,1134750000,665600000,1,241.29047
12,1651200,1134750000,2133000000,1,109.68917
12,1651200,1134750000,3199000000,1,129.35802
4,1651200,1300500000,665600000,1,280.665
4,1651200,1300500000,2133000000,1,152.51297
4,1651200,1300500000,3199000000,1,169.69572
8,1651200,1300500000,665600000,1,265.05038
8,1651200,1300500000,2133000000,1,132.51385
8,1651200,1300500000,3199000000,1,154.59758
12,1651200,1300500000,665600000,1,301.17773
12,1651200,1300500000,2133000000,1,114.0513
12,1651200,1300500000,3199000000,1,134.18597
4,1958400,114750000,665600000,1,646.25854
4,1958400,114750000,2133000000,1,433.85455
4,1958400,114750000,3199000000,1,508.3646
8,1958400,114750000,665600000,1,646.1422
8,1958400,114750000,2133000000,1,493.52103
8,1958400,114750000,3199000000,1,608.93616
12,1958400,114750000,665600000,1,811.3897
12,1958400,114750000,2133000000,1,757.6352
12,1958400,114750000,3199000000,1,872.46875
4,1958400,318750000,665600000,1,324.6656
4,1958400,318750000,2133000000,1,185.85735
4,1958400,318750000,3199000000,1,194.00856
8,1958400,318750000,665600000,1,268.23364
8,1958400,318750000,2133000000,1,148.8615
8,1958400,318750000,3199000000,1,177.72423
12,1958400,318750000,665600000,1,268.67242
12,1958400,318750000,2133000000,1,139.58128
12,1958400,318750000,3199000000,1,202.59543
4,1958400,522750000,665600000,1,234.8558
4,1958400,522750000,2133000000,1,141.85176
4,1958400,522750000,3199000000,1,152.36342
8,1958400,522750000,665600000,1,218.81932
8,1958400,522750000,2133000000,1,115.06358
8,1958400,522750000,3199000000,1,134.30544
12,1958400,522750000,665600000,1,232.41322
12,1958400,522750000,2133000000,1,113.21064
12,1958400,522750000,3199000000,1,125.79032
4,1958400,726750000,665600000,1,194.2518
4,1958400,726750000,2133000000,1,136.19565
4,1958400,726750000,3199000000,1,148.87662
8,1958400,726750000,665600000,1,177.50127
8,1958400,726750000,3199000000,1,136.5901
12,1958400,726750000,665600000,1,225.62653
12,1958400,726750000,2133000000,1,108.5976
12,1958400,726750000,3199000000,1,120.63448
4,1958400,930750000,665600000,1,195.59195
4,1958400,930750000,2133000000,1,142.18645
4,1958400,930750000,3199000000,1,156.96385
8,1958400,930750000,665600000,1,181.88933
8,1958400,930750000,2133000000,1,122.957535
8,1958400,930750000,3199000000,1,144.0447
12,1958400,930750000,665600000,1,234.22575
12,1958400,930750000,2133000000,1,106.54937
12,1958400,930750000,3199000000,1,124.651115
4,1958400,1134750000,665600000,1,233.4642
4,1958400,1134750000,2133000000,1,148.45393
4,1958400,1134750000,3199000000,1,164.7272
8,1958400,1134750000,665600000,1,232.21394
8,1958400,1134750000,2133000000,1,128.81067
8,1958400,1134750000,3199000000,1,150.40483
12,1958400,1134750000,665600000,1,280.41898
12,1958400,1134750000,2133000000,1,110.711105
12,1958400,1134750000,3199000000,1,130.47682
4,1958400,1300500000,665600000,1,313.62656
4,1958400,1300500000,2133000000,1,153.77095
4,1958400,1300500000,3199000000,1,171.03493
8,1958400,1300500000,665600000,1,319.258
8,1958400,1300500000,2133000000,1,133.64908
8,1958400,1300500000,3199000000,1,155.89702
12,1958400,1300500000,665600000,1,359.68503
12,1958400,1300500000,2133000000,1,114.633934
12,1958400,1300500000,3199000000,1,135.3698
4,2201600,114750000,665600000,1,718.38055
4,2201600,114750000,2133000000,1,510.03882
4,2201600,114750000,3199000000,1,573.7426
8,2201600,114750000,665600000,1,733.1649
8,2201600,114750000,2133000000,1,594.00916
8,2201600,114750000,3199000000,1,707.13055
12,2201600,114750000,665600000,1,917.8138
12,2201600,114750000,2133000000,1,871.24896
12,2201600,114750000,3199000000,1,986.5355
4,2201600,318750000,665600000,1,355.63324
4,2201600,318750000,2133000000,1,206.48897
4,2201600,318750000,3199000000,1,208.66058
8,2201600,318750000,665600000,1,305.11786
8,2201600,318750000,2133000000,1,168.35701
8,2201600,318750000,3199000000,1,194.77025
12,2201600,318750000,665600000,1,301.17838
12,2201600,318750000,2133000000,1,163.01828
12,2201600,318750000,3199000000,1,219.86865
4,2201600,522750000,665600000,1,266.60178
4,2201600,522750000,2133000000,1,154.40024
4,2201600,522750000,3199000000,1,159.9985
8,2201600,522750000,665600000,1,250.91913
8,2201600,522750000,2133000000,1,127.38943
8,2201600,522750000,3199000000,1,135.26204
12,2201600,522750000,665600000,1,269.74524
12,2201600,522750000,2133000000,1,125.138504
12,2201600,522750000,3199000000,1,126.58198
4,2201600,726750000,665600000,1,221.86623
4,2201600,726750000,2133000000,1,142.75429
4,2201600,726750000,3199000000,1,150.26842
8,2201600,726750000,665600000,1,213.56725
8,2201600,726750000,2133000000,1,121.24346
8,2201600,726750000,3199000000,1,138.0618
12,2201600,726750000,665600000,1,264.8262
12,2201600,726750000,2133000000,1,114.97701
12,2201600,726750000,3199000000,1,122.1179
4,2201600,930750000,665600000,1,219.5218
4,2201600,930750000,2133000000,1,143.64728
4,2201600,930750000,3199000000,1,158.02406
8,2201600,930750000,665600000,1,216.2572
8,2201600,930750000,2133000000,1,123.843254
8,2201600,930750000,3199000000,1,144.99803
12,2201600,930750000,665600000,1,273.76672
12,2201600,930750000,2133000000,1,111.14152
12,2201600,930750000,3199000000,1,125.53682
4,2201600,1134750000,665600000,1,264.27158
4,2201600,1134750000,2133000000,1,149.4185
4,2201600,1134750000,3199000000,1,165.7874
8,2201600,1134750000,665600000,1,269.1236
8,2201600,1134750000,2133000000,1,129.70937
8,2201600,1134750000,3199000000,1,151.43358
12,2201600,1134750000,665600000,1,322.10233
12,2201600,1134750000,2133000000,1,112.074455
12,2201600,1134750000,3199000000,1,131.36255
4,2201600,1300500000,665600000,1,352.4511
4,2201600,1300500000,2133000000,1,154.76683
4,2201600,1300500000,3199000000,1,172.09512
8,2201600,1300500000,665600000,1,365.51236
8,2201600,1300500000,2133000000,1,134.28911
8,2201600,1300500000,3199000000,1,156.92577
12,2201600,1300500000,665600000,1,411.93625
12,2201600,1300500000,2133000000,1,115.16176
12,2201600,1300500000,3199000000,1,136.30702
4,422400,114750000,665600000,4,2144.4348
4,422400,114750000,2133000000,4,1773.7052
4,422400,114750000,3199000000,4,1833.1917
8,422400,114750000,665600000,4,2089.705
8,422400,114750000,2133000000,4,1816.0934
8,422400,114750000,3199000000,4,1944.8691
12,422400,114750000,665600000,4,2214.0334
12,422400,114750000,2133000000,4,2036.2418
12,422400,114750000,3199000000,4,2181.4177
4,422400,318750000,665600000,4,1162.4601
4,422400,318750000,2133000000,4,738.5446
4,422400,318750000,3199000000,4,631.9716
8,422400,318750000,665600000,4,1090.8958
8,422400,318750000,2133000000,4,720.4712
8,422400,318750000,3199000000,4,646.3002
12,422400,318750000,665600000,4,1084.8207
12,422400,318750000,2133000000,4,702.4985
12,422400,318750000,3199000000,4,696.21484
4,422400,522750000,665600000,4,982.51605
4,422400,522750000,2133000000,4,501.8361
4,422400,522750000,3199000000,4,427.1704
8,422400,522750000,665600000,4,937.7362
8,422400,522750000,2133000000,4,523.0656
8,422400,522750000,3199000000,4,456.18054
12,422400,522750000,665600000,4,929.1097
12,422400,522750000,2133000000,4,549.1341
12,422400,522750000,3199000000,4,506.82254
4,422400,726750000,665600000,4,849.1591
4,422400,726750000,2133000000,4,379.4482
4,422400,726750000,3199000000,4,346.1355
8,422400,726750000,665600000,4,816.9132
8,422400,726750000,2133000000,4,405.73172
8,422400,726750000,3199000000,4,377.37274
12,422400,726750000,665600000,4,841.73724
12,422400,726750000,2133000000,4,448.91046
12,422400,726750000,3199000000,4,412.68625
4,422400,930750000,665600000,4,784.19965
4,422400,930750000,2133000000,4,341.40533
4,422400,930750000,3199000000,4,318.6994
8,422400,930750000,665600000,4,770.2115
8,422400,930750000,2133000000,4,368.69254
8,422400,930750000,3199000000,4,350.29245
12,422400,930750000,665600000,4,790.53326
12,422400,930750000,2133000000,4,407.10156
12,422400,930750000,3199000000,4,381.4745
4,422400,1134750000,665600000,4,776.5293
4,422400,1134750000,2133000000,4,318.3643
4,422400,1134750000,3199000000,4,300.4509
8,422400,1134750000,665600000,4,776.0218
8,422400,1134750000,2133000000,4,345.2007
8,422400,1134750000,3199000000,4,331.90677
12,422400,1134750000,665600000,4,804.7227
12,422400,1134750000,2133000000,4,381.3845
12,422400,1134750000,3199000000,4,366.55685
4,422400,1300500000,665600000,4,789.9116
4,422400,1300500000,2133000000,4,301.38776
4,422400,1300500000,3199000000,4,288.89935
8,422400,1300500000,665600000,4,796.4893
8,422400,1300500000,2133000000,4,329.36038
8,422400,1300500000,3199000000,4,319.09372
12,422400,1300500000,665600000,4,836.04816
12,422400,1300500000,2133000000,4,364.413
12,422400,1300500000,3199000000,4,353.9118
4,729600,114750000,665600000,4,2064.4417
4,729600,114750000,2133000000,4,1709.1406
4,729600,114750000,3199000000,4,1773.1041
8,729600,114750000,665600000,4,2014.7268
8,729600,114750000,2133000000,4,1763.7443
8,729600,114750000,3199000000,4,1889.2211
12,729600,114750000,665600000,4,2169.1921
12,729600,114750000,2133000000,4,1982.7626
12,729600,114750000,3199000000,4,2130.0
4,729600,318750000,665600000,4,1143.32
4,729600,318750000,2133000000,4,741.16034
4,729600,318750000,3199000000,4,642.9093
8,729600,318750000,665600000,4,1076.9325
8,729600,318750000,2133000000,4,719.87933
8,729600,318750000,3199000000,4,638.0446
12,729600,318750000,665600000,4,1079.3197
12,729600,318750000,2133000000,4,694.29486
12,729600,318750000,3199000000,4,684.57355
4,729600,522750000,665600000,4,956.3023
4,729600,522750000,2133000000,4,503.2606
4,729600,522750000,3199000000,4,427.1016
8,729600,522750000,665600000,4,925.6552
8,729600,522750000,2133000000,4,509.74017
8,729600,522750000,3199000000,4,441.63406
12,729600,522750000,665600000,4,925.35376
12,729600,522750000,2133000000,4,532.8468
12,729600,522750000,3199000000,4,485.44772
4,729600,726750000,665600000,4,827.01886
4,729600,726750000,2133000000,4,380.04044
4,729600,726750000,3199000000,4,345.129
8,729600,726750000,665600000,4,787.50696
8,729600,726750000,2133000000,4,392.543
8,729600,726750000,3199000000,4,361.04797
12,729600,726750000,665600000,4,825.86725
12,729600,726750000,2133000000,4,434.1483
12,729600,726750000,3199000000,4,393.1039
4,729600,930750000,665600000,4,765.38605
4,729600,930750000,2133000000,4,340.73
4,729600,930750000,3199000000,4,316.93924
8,729600,930750000,665600000,4,747.0668
8,729600,930750000,2133000000,4,350.0087
8,729600,930750000,3199000000,4,334.07135
12,729600,930750000,665600000,4,776.14984
12,729600,930750000,2133000000,4,389.10526
12,729600,930750000,3199000000,4,360.36575
4,729600,1134750000,665600000,4,766.10077
4,729600,1134750000,2133000000,4,314.70996
4,729600,1134750000,3199000000,4,295.92645
8,729600,1134750000,665600000,4,755.3383
8,729600,1134750000,2133000000,4,324.78543
8,729600,1134750000,3199000000,4,316.7232
12,729600,1134750000,665600000,4,788.9077
12,729600,1134750000,2133000000,4,360.03992
12,729600,1134750000,3199000000,4,344.58075
4,729600,1300500000,665600000,4,781.7082
4,729600,1300500000,2133000000,4,295.132
4,729600,1300500000,3199000000,4,282.6212
8,729600,1300500000,665600000,4,778.5009
8,729600,1300500000,2133000000,4,309.6398
8,729600,1300500000,3199000000,4,304.88675
12,729600,1300500000,665600000,4,821.3972
12,729600,1300500000,2133000000,4,342.00723
12,729600,1300500000,3199000000,4,331.9357
4,1036800,114750000,665600000,4,2017.1613
4,1036800,114750000,2133000000,4,1673.474
4,1036800,114750000,3199000000,4,1740.6248
8,1036800,114750000,665600000,4,1972.1812
8,1036800,114750000,2133000000,4,1735.7123
8,1036800,114750000,3199000000,4,1863.5897
12,1036800,114750000,665600000,4,2167.6394
12,1036800,114750000,2133000000,4,1981.6847
12,1036800,114750000,3199000000,4,2117.1392
4,1036800,318750000,665600000,4,1125.5492
4,1036800,318750000,2133000000,4,753.7833
4,1036800,318750000,3199000000,4,649.96844
8,1036800,318750000,665600000,4,1078.51
8,1036800,318750000,2133000000,4,728.44464
8,1036800,318750000,3199000000,4,648.22626
12,1036800,318750000,665600000,4,1079.0039
12,1036800,318750000,2133000000,4,700.90283
12,1036800,318750000,3199000000,4,675.86066
4,1036800,522750000,665600000,4,941.9778
4,1036800,522750000,2133000000,4,510.80118
4,1036800,522750000,3199000000,4,431.61484
8,1036800,522750000,665600000,4,921.5279
8,1036800,522750000,2133000000,4,514.8478
8,1036800,522750000,3199000000,4,443.543
12,1036800,522750000,665600000,4,934.1007
12,1036800,522750000,2133000000,4,519.8559
12,1036800,522750000,3199000000,4,471.09607
4,1036800,726750000,665600000,4,823.2304
4,1036800,726750000,2133000000,4,385.1449
4,1036800,726750000,3199000000,4,344.14365
8,1036800,726750000,665600000,4,788.6475
8,1036800,726750000,2133000000,4,393.48563
8,1036800,726750000,3199000000,4,361.42032
12,1036800,726750000,665600000,4,834.19934
12,1036800,726750000,2133000000,4,418.83517
12,1036800,726750000,3199000000,4,381.58942
4,1036800,930750000,665600000,4,768.2984
4,1036800,930750000,2133000000,4,338.7903
4,1036800,930750000,3199000000,4,314.0558
8,1036800,930750000,665600000,4,746.40155
8,1036800,930750000,2133000000,4,347.9066
8,1036800,930750000,3199000000,4,329.5022
12,1036800,930750000,665600000,4,780.3481
12,1036800,930750000,2133000000,4,369.66214
12,1036800,930750000,3199000000,4,345.0196
4,1036800,1134750000,665600000,4,765.87946
4,1036800,1134750000,2133000000,4,311.69482
4,1036800,1134750000,3199000000,4,294.1226
8,1036800,1134750000,665600000,4,752.5945
8,1036800,1134750000,2133000000,4,317.73798
8,1036800,1134750000,3199000000,4,309.12677
12,1036800,1134750000,665600000,4,784.94275
12,1036800,1134750000,2133000000,4,340.4991
12,1036800,1134750000,3199000000,4,328.7491
4,1036800,1300500000,665600000,4,787.231
4,1036800,1300500000,2133000000,4,292.11685
4,1036800,1300500000,3199000000,4,281.33237
8,1036800,1300500000,665600000,4,779.4234
8,1036800,1300500000,2133000000,4,299.8331
8,1036800,1300500000,3199000000,4,294.53568
12,1036800,1300500000,665600000,4,821.5091
12,1036800,1300500000,2133000000,4,322.6846
12,1036800,1300500000,3199000000,4,317.68466
4,1344000,114750000,665600000,4,1990.972
4,1344000,114750000,2133000000,4,1676.9545
4,1344000,114750000,3199000000,4,1743.7433
8,1344000,114750000,665600000,4,1978.7987
8,1344000,114750000,2133000000,4,1764.6969
8,1344000,114750000,3199000000,4,1880.1115
12,1344000,114750000,665600000,4,2196.8372
12,1344000,114750000,2133000000,4,2023.5428
12,1344000,114750000,3199000000,4,2135.6384
4,1344000,318750000,665600000,4,1108.281
4,1344000,318750000,2133000000,4,772.3687
4,1344000,318750000,3199000000,4,657.4969
8,1344000,318750000,665600000,4,1077.3263
8,1344000,318750000,2133000000,4,750.3128
8,1344000,318750000,3199000000,4,660.956
12,1344000,318750000,665600000,4,1088.4895
