cores,cpu,gpu,mem,bs,predicted_time
4,422400,114750000,665600000,1,231.851
4,422400,114750000,2133000000,1,136.78139
4,422400,114750000,3199000000,1,119.241806
8,422400,114750000,665600000,1,253.86005
8,422400,114750000,2133000000,1,170.5977
8,422400,114750000,3199000000,1,147.80931
12,422400,114750000,665600000,1,356.3017
12,422400,114750000,2133000000,1,291.83096
12,422400,114750000,3199000000,1,269.5575
4,422400,318750000,665600000,1,130.38824
4,422400,318750000,2133000000,1,53.644222
4,422400,318750000,3199000000,1,50.765667
8,422400,318750000,665600000,1,102.197266
8,422400,318750000,2133000000,1,21.87151
8,422400,318750000,3199000000,1,11.793953
12,422400,318750000,665600000,1,134.41487
12,422400,318750000,2133000000,1,56.405956
12,422400,318750000,3199000000,1,47.45582
4,422400,522750000,665600000,1,96.96349
4,422400,522750000,2133000000,1,63.086643
4,422400,522750000,3199000000,1,50.787807
8,422400,522750000,665600000,1,76.78265
8,422400,522750000,2133000000,1,37.724995
8,422400,522750000,3199000000,1,19.097519
12,422400,522750000,665600000,1,104.49786
12,422400,522750000,2133000000,1,58.537395
12,422400,522750000,3199000000,1,57.734707
4,422400,726750000,665600000,1,104.50376
4,422400,726750000,2133000000,1,82.8512
4,422400,726750000,3199000000,1,54.005062
8,422400,726750000,665600000,1,83.607315
8,422400,726750000,2133000000,1,41.50498
8,422400,726750000,3199000000,1,37.8046
12,422400,726750000,665600000,1,110.398926
12,422400,726750000,2133000000,1,66.59777
12,422400,726750000,3199000000,1,57.67419
4,422400,930750000,665600000,1,117.876854
4,422400,930750000,2133000000,1,91.5335
4,422400,930750000,3199000000,1,61.282726
8,422400,930750000,665600000,1,96.79953
8,422400,930750000,2133000000,1,50.491627
8,422400,930750000,3199000000,1,45.544216
12,422400,930750000,665600000,1,122.35687
12,422400,930750000,2133000000,1,75.29966
12,422400,930750000,3199000000,1,65.02522
4,422400,1134750000,665600000,1,137.94858
4,422400,1134750000,2133000000,1,98.54343
4,422400,1134750000,3199000000,1,75.82778
8,422400,1134750000,665600000,1,112.42975
8,422400,1134750000,2133000000,1,64.35624
8,422400,1134750000,3199000000,1,52.99758
12,422400,1134750000,665600000,1,131.80078
12,422400,1134750000,2133000000,1,83.81275
12,422400,1134750000,3199000000,1,73.132965
4,422400,1300500000,665600000,1,156.60971
4,422400,1300500000,2133000000,1,110.83733
4,422400,1300500000,3199000000,1,80.29281
8,422400,1300500000,665600000,1,127.51737
8,422400,1300500000,2133000000,1,77.60404
8,422400,1300500000,3199000000,1,62.57613
12,422400,1300500000,665600000,1,140.38568
12,422400,1300500000,2133000000,1,93.577385
12,422400,1300500000,3199000000,1,80.99317
4,729600,114750000,665600000,1,205.52829
4,729600,114750000,2133000000,1,118.62956
4,729600,114750000,3199000000,1,112.63416
8,729600,114750000,665600000,1,200.38644
8,729600,114750000,2133000000,1,119.48343
8,729600,114750000,3199000000,1,105.72959
12,729600,114750000,665600000,1,304.33743
12,729600,114750000,2133000000,1,241.91628
12,729600,114750000,3199000000,1,221.87704
4,729600,318750000,665600000,1,118.55179
4,729600,318750000,2133000000,1,51.691532
4,729600,318750000,3199000000,1,43.361843
8,729600,318750000,665600000,1,76.13244
8,729600,318750000,2133000000,1,7.3853106
8,729600,318750000,3199000000,1,5.1783586
12,729600,318750000,665600000,1,117.427734
