cores,cpu,gpu,mem,bs,predicted_time
4,422400,114750000,665600000,1,126.27708
4,422400,114750000,2133000000,1,68.80002
4,422400,114750000,3199000000,1,80.063705
8,422400,114750000,665600000,1,140.80385
8,422400,114750000,2133000000,1,113.92588
8,422400,114750000,3199000000,1,121.726685
12,422400,114750000,665600000,1,224.62363
12,422400,114750000,2133000000,1,216.29047
12,422400,114750000,3199000000,1,213.29622
4,422400,318750000,665600000,1,101.96506
4,422400,318750000,2133000000,1,61.869015
4,422400,318750000,3199000000,1,58.194748
8,422400,318750000,665600000,1,88.17566
8,422400,318750000,2133000000,1,53.02345
8,422400,318750000,3199000000,1,48.13638
12,422400,318750000,665600000,1,119.5152
12,422400,318750000,2133000000,1,90.14653
12,422400,318750000,3199000000,1,83.31892
4,422400,522750000,665600000,1,105.64341
4,422400,522750000,2133000000,1,77.33635
4,422400,522750000,3199000000,1,62.62079
8,422400,522750000,665600000,1,84.22392
8,422400,522750000,2133000000,1,48.50058
8,422400,522750000,3199000000,1,41.682434
12,422400,522750000,665600000,1,93.00728
12,422400,522750000,2133000000,1,70.77271
12,422400,522750000,3199000000,1,59.72576
4,422400,726750000,665600000,1,124.83287
4,422400,726750000,2133000000,1,91.801216
4,422400,726750000,3199000000,1,68.43051
8,422400,726750000,665600000,1,94.007965
8,422400,726750000,2133000000,1,59.072083
8,422400,726750000,3199000000,1,43.61242
12,422400,726750000,665600000,1,98.31747
12,422400,726750000,2133000000,1,64.444824
12,422400,726750000,3199000000,1,51.09684
4,422400,930750000,665600000,1,145.97023
4,422400,930750000,2133000000,1,110.099686
4,422400,930750000,3199000000,1,78.39157
8,422400,930750000,665600000,1,113.78578
8,422400,930750000,2133000000,1,75.65717
8,422400,930750000,3199000000,1,50.926414
12,422400,930750000,665600000,1,105.472626
12,422400,930750000,2133000000,1,71.119606
12,422400,930750000,3199000000,1,53.44886
4,422400,1134750000,665600000,1,168.34593
4,422400,1134750000,2133000000,1,130.30656
4,422400,1134750000,3199000000,1,94.93109
8,422400,1134750000,665600000,1,136.88727
8,422400,1134750000,2133000000,1,94.55119
8,422400,1134750000,3199000000,1,63.112663
12,422400,1134750000,665600000,1,119.97331
12,422400,1134750000,2133000000,1,85.14468
12,422400,1134750000,3199000000,1,62.10351
4,422400,1300500000,665600000,1,187.16264
4,422400,1300500000,2133000000,1,146.94539
4,422400,1300500000,3199000000,1,109.5168
8,422400,1300500000,665600000,1,156.01085
8,422400,1300500000,2133000000,1,109.82669
8,422400,1300500000,3199000000,1,74.27693
12,422400,1300500000,665600000,1,135.52449
12,422400,1300500000,2133000000,1,97.17962
12,422400,1300500000,3199000000,1,71.08196
4,729600,114750000,665600000,1,102.98882
4,729600,114750000,2133000000,1,50.065212
4,729600,114750000,3199000000,1,63.909256
8,729600,114750000,665600000,1,107.31091
8,729600,114750000,2133000000,1,79.36783
8,729600,114750000,3199000000,1,74.55611
12,729600,114750000,665600000,1,196.14256
12,729600,114750000,2133000000,1,185.97673
12,729600,114750000,3199000000,1,174.36354
4,729600,318750000,665600000,1,77.872284
4,729600,318750000,2133000000,1,46.17104
4,729600,318750000,3199000000,1,43.727127
8,729600,318750000,665600000,1,63.012737
8,729600,318750000,2133000000,1,29.388851
8,729600,318750000,3199000000,1,26.173622
12,729600,318750000,665600000,1,98.10122
12,729600,318750000,2133000000,1,68.41927
12,729600,318750000,3199000000,1,57.891792
4,729600,522750000,665600000,1,85.58809
4,729600,522750000,2133000000,1,59.084743
4,729600,522750000,3199000000,1,48.04655
8,729600,522750000,665600000,1,60.43222
8,729600,522750000,2133000000,1,31.323313
8,729600,522750000,3199000000,1,21.79832
12,729600,522750000,665600000,1,79.533356
12,729600,522750000,2133000000,1,50.96556
12,729600,522750000,3199000000,1,36.048836
4,729600,726750000,665600000,1,105.467094
4,729600,726750000,2133000000,1,75.61174
4,729600,726750000,3199000000,1,54.3993
8,729600,726750000,665600000,1,75.86143
8,729600,726750000,2133000000,1,42.48845
8,729600,726750000,3199000000,1,24.288994
12,729600,726750000,665600000,1,83.31482
12,729600,726750000,2133000000,1,47.16973
12,729600,726750000,3199000000,1,32.45976
4,729600,930750000,665600000,1,127.61337
4,729600,930750000,2133000000,1,94.41772
4,729600,930750000,3199000000,1,64.635826
8,729600,930750000,665600000,1,98.04324
8,729600,930750000,2133000000,1,58.16275
8,729600,930750000,3199000000,1,32.691563
12,729600,930750000,665600000,1,90.41233
12,729600,930750000,2133000000,1,57.32463
12,729600,930750000,3199000000,1,35.76915
4,729600,1134750000,665600000,1,150.70735
4,729600,1134750000,2133000000,1,114.59984
4,729600,1134750000,3199000000,1,79.79249
8,729600,1134750000,665600000,1,121.90462
8,729600,1134750000,2133000000,1,77.283714
8,729600,1134750000,3199000000,1,44.115887
12,729600,1134750000,665600000,1,106.85573
12,729600,1134750000,2133000000,1,69.9799
12,729600,1134750000,3199000000,1,44.84088
4,729600,1300500000,665600000,1,169.84981
4,729600,1300500000,2133000000,1,131.46933
4,729600,1300500000,3199000000,1,94.32227
8,729600,1300500000,665600000,1,140.97467
8,729600,1300500000,2133000000,1,93.37019
8,729600,1300500000,3199000000,1,55.319534
12,729600,1300500000,665600000,1,123.15709
12,729600,1300500000,2133000000,1,81.190445
12,729600,1300500000,3199000000,1,53.480713
4,1036800,114750000,665600000,1,90.613495
4,1036800,114750000,2133000000,1,47.40957
4,1036800,114750000,3199000000,1,58.505737
8,1036800,114750000,665600000,1,78.61262
8,1036800,114750000,2133000000,1,51.067192
8,1036800,114750000,3199000000,1,41.54544
12,1036800,114750000,665600000,1,171.00325
12,1036800,114750000,2133000000,1,156.17453
12,1036800,114750000,3199000000,1,134.08704
4,1036800,318750000,665600000,1,69.439896
4,1036800,318750000,2133000000,1,37.290913
4,1036800,318750000,3199000000,1,33.279446
8,1036800,318750000,665600000,1,40.81472
8,1036800,318750000,2133000000,1,12.674939
8,1036800,318750000,3199000000,1,11.856482
12,1036800,318750000,665600000,1,76.84274
12,1036800,318750000,2133000000,1,46.822807
12,1036800,318750000,3199000000,1,34.676327
4,1036800,522750000,665600000,1,76.26756
4,1036800,522750000,2133000000,1,49.473442
4,1036800,522750000,3199000000,1,38.422676
8,1036800,522750000,665600000,1,40.533882
8,1036800,522750000,2133000000,1,17.188
8,1036800,522750000,3199000000,1,9.159021
12,1036800,522750000,665600000,1,62.517166
12,1036800,522750000,2133000000,1,32.400692
12,1036800,522750000,3199000000,1,19.836864
4,1036800,726750000,665600000,1,96.13286
4,1036800,726750000,2133000000,1,64.16258
4,1036800,726750000,3199000000,1,45.06504
8,1036800,726750000,665600000,1,60.160645
8,1036800,726750000,2133000000,1,27.396091
8,1036800,726750000,3199000000,1,13.007448
12,1036800,726750000,665600000,1,65.32278
12,1036800,726750000,2133000000,1,32.795197
12,1036800,726750000,3199000000,1,18.949959
4,1036800,930750000,665600000,1,118.68089
4,1036800,930750000,2133000000,1,83.18628
4,1036800,930750000,3199000000,1,55.58701
8,1036800,930750000,665600000,1,83.57381
8,1036800,930750000,2133000000,1,42.76161
8,1036800,930750000,3199000000,1,21.155914
12,1036800,930750000,665600000,1,75.71817
12,1036800,930750000,2133000000,1,43.29335
12,1036800,930750000,3199000000,1,23.17112
4,1036800,1134750000,665600000,1,141.72136
4,1036800,1134750000,2133000000,1,102.59729
4,1036800,1134750000,3199000000,1,70.069305
8,1036800,1134750000,665600000,1,107.00555
8,1036800,1134750000,2133000000,1,62.184284
8,1036800,1134750000,3199000000,1,31.666655
12,1036800,1134750000,665600000,1,93.60133
12,1036800,1134750000,2133000000,1,55.698982
12,1036800,1134750000,3199000000,1,30.637749
4,1036800,1300500000,665600000,1,160.39934
4,1036800,1300500000,2133000000,1,118.29186
4,1036800,1300500000,3199000000,1,83.226906
8,1036800,1300500000,665600000,1,125.995346
8,1036800,1300500000,2133000000,1,77.8777
8,1036800,1300500000,3199000000,1,42.30251
12,1036800,1300500000,665600000,1,109.53746
12,1036800,1300500000,2133000000,1,66.38439
12,1036800,1300500000,3199000000,1,38.52206
4,1344000,114750000,665600000,1,88.57704
4,1344000,114750000,2133000000,1,51.117672
4,1344000,114750000,3199000000,1,61.22039
8,1344000,114750000,665600000,1,59.67453
8,1344000,114750000,2133000000,1,34.234123
8,1344000,114750000,3199000000,1,36.836952
12,1344000,114750000,665600000,1,149.65192
12,1344000,114750000,2133000000,1,126.60331
12,1344000,114750000,3199000000,1,95.56285
4,1344000,318750000,665600000,1,69.02854
4,1344000,318750000,2133000000,1,30.122921
4,1344000,318750000,3199000000,1,29.569862
8,1344000,318750000,665600000,1,24.67868
8,1344000,318750000,2133000000,1,6.141844
8,1344000,318750000,3199000000,1,9.440905
12,1344000,318750000,665600000,1,58.153572
12,1344000,318750000,2133000000,1,28.284492
12,1344000,318750000,3199000000,1,19.172821
4,1344000,522750000,665600000,1,73.5405
4,1344000,522750000,2133000000,1,40.873684
4,1344000,522750000,3199000000,1,35.681038
8,1344000,522750000,665600000,1,28.7037
8,1344000,522750000,2133000000,1,8.884026
8,1344000,522750000,3199000000,1,6.271125
12,1344000,522750000,665600000,1,45.812187
12,1344000,522750000,2133000000,1,17.400967
12,1344000,522750000,3199000000,1,10.953487
