observed_time,observed_power,powermode,predicted_time,predicted_power
383.2518768310547,20.964,4_422400_1300500000_2133000000,323.47772,23.294973
401.06971740722656,21.571,4_422400_1300500000_3199000000,366.28033,24.484867
440.7212371826172,20.671,4_422400_1300500000_665600000,321.41208,22.157621
414.636947631836,19.26,4_422400_1134750000_2133000000,325.20993,22.05515
395.4983520507813,20.313,4_422400_1134750000_3199000000,344.27307,23.241444
439.1644287109375,19.066,4_422400_1134750000_665600000,318.63885,20.997688
445.9693603515625,18.06,4_422400_930750000_2133000000,314.12323,20.626472
395.324447631836,19.662,4_422400_930750000_3199000000,308.48676,21.864834
448.5573120117188,17.86,4_422400_930750000_665600000,321.29514,19.718449
413.2600860595703,17.155,4_422400_726750000_2133000000,298.70468,19.287405
403.51719665527344,18.661,4_422400_726750000_3199000000,286.324,20.518368
448.3243408203125,17.058,4_422400_726750000_665600000,329.94897,18.580208
382.4408416748047,17.106,4_422400_522750000_2133000000,286.39877,18.109829
398.5398712158203,18.059,4_422400_522750000_3199000000,292.3035,19.136917
461.04286193847656,16.256,4_422400_522750000_665600000,353.23578,17.665186
419.4983215332031,17.26,4_422400_318750000_2133000000,356.13824,17.06571
403.4889831542969,18.177,4_422400_318750000_3199000000,378.77658,17.828444
465.1280364990234,15.956,4_422400_318750000_665600000,411.51193,16.927685
804.1912536621094,14.952,4_422400_114750000_2133000000,752.2068,16.140577
840.2643432617188,16.055,4_422400_114750000_3199000000,801.5214,16.51146
806.7547912597656,14.149,4_422400_114750000_665600000,756.265,16.169247
241.4903717041016,24.7255,4_729600_1300500000_2133000000,256.77768,24.10319
229.4740447998047,25.6815,4_729600_1300500000_3199000000,299.6312,27.211855
298.7296600341797,23.374,4_729600_1300500000_665600000,288.62982,22.535648
233.2863998413086,23.166,4_729600_1134750000_2133000000,256.90616,22.504992
229.023551940918,24.476,4_729600_1134750000_3199000000,277.72174,24.366688
308.7119903564453,21.6805,4_729600_1134750000_665600000,289.3525,21.252676
241.3692092895508,21.163,4_729600_930750000_2133000000,249.62917,20.942669
227.321403503418,22.872,4_729600_930750000_3199000000,241.01491,22.328232
307.2562255859375,20.273,4_729600_930750000_665600000,295.9009,19.796253
242.41954040527344,20.462,4_729600_726750000_2133000000,231.43799,19.509695
229.49832153320312,21.368,4_729600_726750000_3199000000,222.67853,20.804281
320.6743469238281,18.472,4_729600_726750000_665600000,305.7297,18.501486
246.2251510620117,19.864,4_729600_522750000_2133000000,237.69847,18.15352
241.20597076416016,21.173,4_729600_522750000_3199000000,240.18832,19.403954
331.62843322753906,17.66,4_729600_522750000_665600000,325.7709,17.33411
305.9073486328125,18.675,4_729600_318750000_2133000000,325.16104,16.799717
303.7877655029297,19.68,4_729600_318750000_3199000000,342.54834,17.944746
386.4416046142578,16.557,4_729600_318750000_665600000,382.9104,16.311333
783.8600769042969,15.353,4_729600_114750000_2133000000,733.22705,15.619896
785.8446655273438,16.156,4_729600_114750000_3199000000,775.1406,16.50601
795.2664794921875,14.45,4_729600_114750000_665600000,740.6635,15.588663
185.00296020507807,27.885,4_1036800_1300500000_2133000000,201.25723,26.714405
167.1887664794922,29.188,4_1036800_1300500000_3199000000,237.2828,30.020752
278.27626037597656,24.388,4_1036800_1300500000_665600000,269.3855,23.217398
182.67874145507807,25.88,4_1036800_1134750000_2133000000,196.81694,23.907835
168.80774688720703,26.782,4_1036800_1134750000_3199000000,216.66306,27.141737
285.0455322265625,21.982,4_1036800_1134750000_665600000,275.94742,21.71723
184.9753875732422,24.481,4_1036800_930750000_2133000000,192.20003,21.48473
168.1890411376953,26.181,4_1036800_930750000_3199000000,188.40233,23.625978
291.0675048828125,20.378,4_1036800_930750000_665600000,281.74008,20.103643
187.1620330810547,22.872,4_1036800_726750000_2133000000,185.30328,19.84473
168.75414276123047,24.978,4_1036800_726750000_3199000000,178.34119,21.54304
