powermode,predicted_time,predicted_power,observed_time,observed_power
4_422400_318750000_665600000,886.785,11.129453,893.4187889099121,12.3805
4_1344000_726750000_2133000000,316.9969,14.650285,317.889928817749,15.913
4_1344000_522750000_2133000000,334.40057,14.136805,331.16376399993896,15.511
4_1651200_726750000_2133000000,278.28882,15.387174,270.25139331817627,16.7705
4_1958400_930750000_3199000000,222.99956,17.565697,205.2686214447021,19.736
4_1958400_726750000_3199000000,234.94777,16.895433,225.29780864715576,18.479
4_2201600_1300500000_3199000000,199.41801,20.768175,180.2200078964233,23.562
4_2201600_1134750000_2133000000,216.49144,18.901516,202.9516696929932,20.74
4_2201600_930750000_3199000000,210.15479,18.582335,191.9349431991577,20.743
4_2201600_726750000_3199000000,223.8221,17.789474,211.64727210998527,19.435
8_729600_522750000_2133000000,480.2486,13.050586,464.2233848571777,14.202
8_729600_522750000_665600000,556.1083,12.306533,543.0526733398438,13.289
8_1036800_522750000_2133000000,377.63586,13.588792,369.10879611968994,14.806
8_1036800_522750000_665600000,484.1438,12.754256,480.57496547698975,13.8485
8_1344000_726750000_2133000000,319.55917,14.693457,302.507758140564,15.916
8_1344000_522750000_2133000000,328.0846,14.171289,327.60119438171387,15.612
8_1344000_522750000_665600000,447.94446,13.284895,452.4499177932739,14.504
8_1651200_930750000_2133000000,263.1696,16.089907,251.47318840026853,17.525
8_1651200_726750000_2133000000,289.54315,15.441393,264.4364833831787,17.123
8_1958400_930750000_3199000000,222.00032,17.647844,205.17802238464355,20.336
8_1958400_726750000_2133000000,256.9024,16.22605,240.0393486022949,17.723
8_1958400_726750000_3199000000,232.81487,17.024197,223.0827808380127,19.0825
8_2201600_1134750000_3199000000,204.51889,19.77037,186.3731145858765,22.243
8_2201600_930750000_3199000000,212.08281,18.787308,189.3515586853028,21.25
12_422400_318750000_665600000,797.94824,11.243279,776.8474817276001,12.583
12_729600_522750000_665600000,553.70764,12.34352,542.453408241272,13.7905
12_729600_318750000_665600000,594.2928,11.930515,596.7756509780884,13.186
12_1036800_522750000_2133000000,367.71707,13.66108,355.4750680923462,15.41
12_1344000_726750000_2133000000,317.28006,14.783219,293.140172958374,16.214
12_1651200_726750000_2133000000,295.17963,15.509693,259.9821090698242,17.321
12_1958400_726750000_2133000000,255.65695,16.295212,236.2844944000244,17.724
12_1958400_726750000_3199000000,230.64876,17.080338,222.3172187805176,19.4325
12_2201600_1134750000_3199000000,205.95755,19.933558,183.76147747039795,22.948
