powermode,bs,observed_time,predicted_time,observed_power,predicted_power
4_1651200_114750000_665600000,1,567.9882507324219,2690.6433,15.152,17.83262
4_1651200_114750000_2133000000,1,560.1000061035156,1936.151,16.667,19.6208
4_1651200_114750000_3199000000,1,563.0707702636719,2281.2754,17.3215,21.681261
8_1651200_114750000_665600000,1,556.5776062011719,1714.4817,15.252,16.113894
8_1651200_114750000_2133000000,1,552.695068359375,766.3986,16.166,17.349596
8_1651200_114750000_3199000000,1,552.3992309570312,1443.0077,17.373,19.327198
12_1651200_114750000_665600000,1,554.6401062011719,2237.1104,15.555,17.78251
12_1651200_114750000_2133000000,1,553.2130126953125,1240.3053,16.567,16.890455
12_1651200_114750000_3199000000,1,546.6948852539062,1780.7672,17.771,19.28445
4_1651200_318750000_665600000,1,261.2362823486328,1454.0809,18.775,17.383104
4_1651200_318750000_2133000000,1,89.62184143066406,588.084,42.938,19.38938
4_1651200_318750000_3199000000,1,211.4797592163086,749.28357,22.3935,22.072348
8_1651200_318750000_665600000,1,262.0985565185547,948.3091,18.7765,16.592133
8_1651200_318750000_2133000000,1,204.2384490966797,20.49331,21.285,16.516066
8_1651200_318750000_3199000000,1,214.8607177734375,137.16118,22.589,20.187088
12_1651200_318750000_665600000,1,260.3733215332031,1208.0485,19.176,19.289104
12_1651200_318750000_2133000000,1,202.4569091796875,-10.8210535,21.489,18.34577
12_1651200_318750000_3199000000,1,207.38609313964844,169.69876,23.191,21.42674
4_1651200_522750000_665600000,1,235.8092498779297,1043.7311,19.878,19.655273
4_1651200_522750000_2133000000,1,88.73976135253906,400.57532,43.754,20.88891
4_1651200_522750000_3199000000,1,143.37897491455078,421.05847,26.906,24.615534
8_1651200_522750000_665600000,1,239.60238647460935,662.64777,19.878,20.158747
8_1651200_522750000_2133000000,1,134.848876953125,153.7838,25.097,19.867474
8_1651200_522750000_3199000000,1,131.18425750732422,118.30424,26.9,23.993307
12_1651200_522750000_665600000,1,235.07244873046875,996.73785,20.279,23.039852
12_1651200_522750000_2133000000,1,137.55155181884766,223.77533,25.498,23.755705
