observed_time,observed_power,powermode,predicted_time,predicted_power
82.12113571166992,14.509,4_422400_114750000_665600000,79.05052,14.509227
80.18055725097656,15.416,4_422400_114750000_2133000000,78.01713,16.29477
80.50540542602539,16.726,4_422400_114750000_3199000000,78.72832,16.578276
81.09934616088867,14.509,8_422400_114750000_665600000,78.34237,14.745754
79.58476638793945,15.52,8_422400_114750000_2133000000,76.1766,16.539406
79.98222732543945,16.726,8_422400_114750000_3199000000,72.57344,16.684135
80.71963119506836,14.911,12_422400_114750000_665600000,78.29731,15.031738
79.79431915283203,15.819,12_422400_114750000_2133000000,70.65206,16.781712
79.70414352416992,17.132,12_422400_114750000_3199000000,64.70249,16.781385
50.69670295715332,15.92,4_422400_318750000_665600000,49.253067,16.117962
36.95153617858887,17.633,4_422400_318750000_2133000000,40.26379,17.95678
37.06902313232422,19.242,4_422400_318750000_3199000000,41.373848,18.776428
49.971391677856445,16.724,8_422400_318750000_665600000,48.602985,16.239594
36.19022560119629,18.74,8_422400_318750000_2133000000,35.16017,18.033194
36.36276817321777,19.648,8_422400_318750000_3199000000,35.670193,18.643229
49.07171058654785,16.724,12_422400_318750000_665600000,48.592453,16.285566
36.18655967712402,18.841,12_422400_318750000_2133000000,35.045494,18.077173
33.634334564208984,20.051,12_422400_318750000_3199000000,34.16627,18.872993
48.62289619445801,16.325,4_422400_522750000_665600000,45.92975,16.78692
35.85782432556152,17.934,4_422400_522750000_2133000000,32.078114,19.289751
33.55617713928223,19.247,4_422400_522750000_3199000000,32.043068,20.504436
47.51835060119629,16.724,8_422400_522750000_665600000,45.04531,16.87413
31.453744888305664,19.042,8_422400_522750000_2133000000,31.342533,18.862534
31.26432037353516,20.348,8_422400_522750000_3199000000,31.915129,20.04505
46.99107360839844,17.329,12_422400_522750000_665600000,43.70342,16.973564
30.42463970184326,18.442,12_422400_522750000_2133000000,32.220016,18.840467
30.77752017974853,20.448,12_422400_522750000_3199000000,31.560957,20.335823
49.27571296691895,17.126,4_422400_726750000_665600000,44.027897,17.338512
33.375328063964844,18.131,4_422400_726750000_2133000000,32.539154,20.179398
35.93380928039551,19.238,4_422400_726750000_3199000000,31.884226,21.543806
46.68403244018555,17.735,8_422400_726750000_665600000,43.250233,17.383974
31.804991722106934,19.746,8_422400_726750000_2133000000,31.83729,19.449986
29.974143981933597,20.657,8_422400_726750000_3199000000,32.274673,21.075417
46.397409439086914,17.735,12_422400_726750000_665600000,42.96102,17.49333
