cores,cpu,gpu,mem,bs,predicted_power
12,1036800,522750000,665600000,1,18.622921
12,1036800,522750000,2133000000,1,17.17173
12,1036800,522750000,3199000000,1,17.575375
4,1036800,726750000,665600000,1,17.070002
4,1036800,726750000,2133000000,1,14.690239
4,1036800,726750000,3199000000,1,15.39253
8,1036800,726750000,665600000,1,18.381737
8,1036800,726750000,2133000000,1,16.45985
8,1036800,726750000,3199000000,1,16.980824
12,1036800,726750000,665600000,1,22.009539
12,1036800,726750000,2133000000,1,21.170227
12,1036800,726750000,3199000000,1,21.199774
4,1036800,930750000,665600000,1,20.164782
4,1036800,930750000,2133000000,1,18.149426
4,1036800,930750000,3199000000,1,18.656609
8,1036800,930750000,665600000,1,22.093298
8,1036800,930750000,2133000000,1,20.73077
8,1036800,930750000,3199000000,1,20.879599
12,1036800,930750000,665600000,1,25.99163
12,1036800,930750000,2133000000,1,25.238567
12,1036800,930750000,3199000000,1,25.137514
4,1036800,1134750000,665600000,1,23.86342
4,1036800,1134750000,2133000000,1,22.28043
4,1036800,1134750000,3199000000,1,22.547039
8,1036800,1134750000,665600000,1,26.245491
8,1036800,1134750000,2133000000,1,25.140306
8,1036800,1134750000,3199000000,1,25.057898
12,1036800,1134750000,665600000,1,30.159096
12,1036800,1134750000,2133000000,1,29.357922
12,1036800,1134750000,3199000000,1,29.175797
4,1036800,1300500000,665600000,1,27.119995
4,1036800,1300500000,2133000000,1,25.8088
4,1036800,1300500000,3199000000,1,25.934755
8,1036800,1300500000,665600000,1,29.791536
8,1036800,1300500000,2133000000,1,28.78233
8,1036800,1300500000,3199000000,1,28.561974
12,1036800,1300500000,665600000,1,33.642597
12,1036800,1300500000,2133000000,1,32.82068
12,1036800,1300500000,3199000000,1,32.581135
4,1344000,114750000,665600000,1,16.009165
4,1344000,114750000,2133000000,1,16.739944
4,1344000,114750000,3199000000,1,18.196327
8,1344000,114750000,665600000,1,13.968656
8,1344000,114750000,2133000000,1,14.204387
8,1344000,114750000,3199000000,1,15.808236
12,1344000,114750000,665600000,1,14.5428095
12,1344000,114750000,2133000000,1,13.446901
12,1344000,114750000,3199000000,1,15.453286
4,1344000,318750000,665600000,1,15.043124
4,1344000,318750000,2133000000,1,15.048715
4,1344000,318750000,3199000000,1,16.56924
8,1344000,318750000,665600000,1,13.940127
8,1344000,318750000,2133000000,1,12.17269
8,1344000,318750000,3199000000,1,14.389552
12,1344000,318750000,665600000,1,16.235598
12,1344000,318750000,2133000000,1,14.381518
12,1344000,318750000,3199000000,1,15.790505
4,1344000,522750000,665600000,1,15.943463
4,1344000,522750000,2133000000,1,14.530868
4,1344000,522750000,3199000000,1,16.125795
8,1344000,522750000,665600000,1,16.195566
8,1344000,522750000,2133000000,1,13.61351
8,1344000,522750000,3199000000,1,15.025615
12,1344000,522750000,665600000,1,19.026981
12,1344000,522750000,2133000000,1,17.781555
12,1344000,522750000,3199000000,1,18.259804
4,1344000,726750000,665600000,1,18.369514
4,1344000,726750000,2133000000,1,16.393444
4,1344000,726750000,3199000000,1,17.376171
8,1344000,726750000,665600000,1,19.373955
8,1344000,726750000,2133000000,1,17.579731
8,1344000,726750000,3199000000,1,18.11877
12,1344000,726750000,665600000,1,22.652721
12,1344000,726750000,2133000000,1,21.812717
12,1344000,726750000,3199000000,1,21.883823
4,1344000,930750000,665600000,1,21.53147
4,1344000,930750000,2133000000,1,19.744713
4,1344000,930750000,3199000000,1,20.273676
8,1344000,930750000,665600000,1,23.208057
8,1344000,930750000,2133000000,1,21.892508
8,1344000,930750000,3199000000,1,22.136541
12,1344000,930750000,665600000,1,26.667364
12,1344000,930750000,2133000000,1,25.922518
12,1344000,930750000,3199000000,1,25.796492
4,1344000,1134750000,665600000,1,25.215279
4,1344000,1134750000,2133000000,1,23.770378
4,1344000,1134750000,3199000000,1,23.998827
8,1344000,1134750000,665600000,1,27.420872
8,1344000,1134750000,2133000000,1,26.291553
8,1344000,1134750000,3199000000,1,26.333755
12,1344000,1134750000,665600000,1,30.941587
12,1344000,1134750000,2133000000,1,30.11683
12,1344000,1134750000,3199000000,1,29.917463
4,1344000,1300500000,665600000,1,28.385214
4,1344000,1300500000,2133000000,1,27.249115
4,1344000,1300500000,3199000000,1,27.352741
8,1344000,1300500000,665600000,1,30.944458
8,1344000,1300500000,2133000000,1,29.921885
8,1344000,1300500000,3199000000,1,29.82999
12,1344000,1300500000,665600000,1,34.534046
12,1344000,1300500000,2133000000,1,33.695316
12,1344000,1300500000,3199000000,1,33.437603
4,1651200,114750000,665600000,1,17.412342
4,1651200,114750000,2133000000,1,18.291359
4,1651200,114750000,3199000000,1,19.787617
8,1651200,114750000,665600000,1,14.664366
8,1651200,114750000,2133000000,1,15.194023
8,1651200,114750000,3199000000,1,16.95942
12,1651200,114750000,665600000,1,14.737169
12,1651200,114750000,2133000000,1,13.794124
12,1651200,114750000,3199000000,1,16.050854
4,1651200,318750000,665600000,1,16.61706
4,1651200,318750000,2133000000,1,16.848679
4,1651200,318750000,3199000000,1,18.445578
8,1651200,318750000,665600000,1,14.830718
8,1651200,318750000,2133000000,1,13.481711
8,1651200,318750000,3199000000,1,15.793323
12,1651200,318750000,665600000,1,16.567972
12,1651200,318750000,2133000000,1,14.930423
12,1651200,318750000,3199000000,1,16.594967
4,1651200,522750000,665600000,1,17.508774
4,1651200,522750000,2133000000,1,16.629648
4,1651200,522750000,3199000000,1,18.40084
8,1651200,522750000,665600000,1,17.399424
8,1651200,522750000,2133000000,1,15.218343
8,1651200,522750000,3199000000,1,16.728584
12,1651200,522750000,665600000,1,19.580954
12,1651200,522750000,2133000000,1,18.50856
12,1651200,522750000,3199000000,1,19.091896
4,1651200,726750000,665600000,1,19.859167
4,1651200,726750000,2133000000,1,18.391771
4,1651200,726750000,3199000000,1,19.568335
8,1651200,726750000,665600000,1,20.684788
8,1651200,726750000,2133000000,1,19.025372
8,1651200,726750000,3199000000,1,19.612175
12,1651200,726750000,665600000,1,23.37297
12,1651200,726750000,2133000000,1,22.52839
12,1651200,726750000,3199000000,1,22.689993
4,1651200,930750000,665600000,1,23.04519
4,1651200,930750000,2133000000,1,21.607971
4,1651200,930750000,3199000000,1,22.115353
8,1651200,930750000,665600000,1,24.490688
8,1651200,930750000,2133000000,1,23.23073
8,1651200,930750000,3199000000,1,23.51351
12,1651200,930750000,665600000,1,27.579468
12,1651200,930750000,2133000000,1,26.756771
12,1651200,930750000,3199000000,1,26.636154
4,1651200,1134750000,665600000,1,26.68116
4,1651200,1134750000,2133000000,1,25.471325
4,1651200,1134750000,3199000000,1,25.66448
8,1651200,1134750000,665600000,1,28.714624
8,1651200,1134750000,2133000000,1,27.577768
8,1651200,1134750000,3199000000,1,27.649101
12,1651200,1134750000,665600000,1,31.93418
12,1651200,1134750000,2133000000,1,31.103535
12,1651200,1134750000,3199000000,1,30.863468
4,1651200,1300500000,665600000,1,29.847683
4,1651200,1300500000,2133000000,1,28.830551
4,1651200,1300500000,3199000000,1,28.954935
8,1651200,1300500000,665600000,1,32.215275
8,1651200,1300500000,2133000000,1,31.171494
8,1651200,1300500000,3199000000,1,31.10626
12,1651200,1300500000,665600000,1,35.533737
12,1651200,1300500000,2133000000,1,34.70644
12,1651200,1300500000,3199000000,1,34.39101
4,1958400,114750000,665600000,1,18.906315
4,1958400,114750000,2133000000,1,19.979141
4,1958400,114750000,3199000000,1,21.496315
8,1958400,114750000,665600000,1,15.775115
8,1958400,114750000,2133000000,1,16.416916
8,1958400,114750000,3199000000,1,18.32197
12,1958400,114750000,665600000,1,15.27012
12,1958400,114750000,2133000000,1,14.758142
12,1958400,114750000,3199000000,1,17.058254
4,1958400,318750000,665600000,1,18.29357
4,1958400,318750000,2133000000,1,18.798664
4,1958400,318750000,3199000000,1,20.47707
8,1958400,318750000,665600000,1,16.329859
8,1958400,318750000,2133000000,1,15.587539
8,1958400,318750000,3199000000,1,17.787975
12,1958400,318750000,665600000,1,17.319729
12,1958400,318750000,2133000000,1,15.874794
12,1958400,318750000,3199000000,1,17.669079
4,1958400,522750000,665600000,1,19.278603
4,1958400,522750000,2133000000,1,18.976368
4,1958400,522750000,3199000000,1,20.775871
8,1958400,522750000,665600000,1,18.806963
8,1958400,522750000,2133000000,1,17.183178
8,1958400,522750000,3199000000,1,18.845768
12,1958400,522750000,665600000,1,20.513062
12,1958400,522750000,2133000000,1,19.410452
12,1958400,522750000,3199000000,1,20.165018
4,1958400,726750000,665600000,1,21.533773
4,1958400,726750000,2133000000,1,20.57555
4,1958400,726750000,3199000000,1,21.98889
8,1958400,726750000,665600000,1,22.114286
8,1958400,726750000,2133000000,1,20.709936
8,1958400,726750000,3199000000,1,21.378841
12,1958400,726750000,665600000,1,24.484259
12,1958400,726750000,2133000000,1,23.483152
12,1958400,726750000,3199000000,1,23.722275
4,1958400,930750000,665600000,1,24.717194
4,1958400,930750000,2133000000,1,23.57341
4,1958400,930750000,3199000000,1,24.179089
8,1958400,930750000,665600000,1,25.899382
8,1958400,930750000,2133000000,1,24.78201
8,1958400,930750000,3199000000,1,24.993462
12,1958400,930750000,665600000,1,28.690006
12,1958400,930750000,2133000000,1,27.761688
12,1958400,930750000,3199000000,1,27.81021
4,1958400,1134750000,665600000,1,28.296616
4,1958400,1134750000,2133000000,1,27.310112
4,1958400,1134750000,3199000000,1,27.42862
8,1958400,1134750000,665600000,1,30.084301
8,1958400,1134750000,2133000000,1,29.001469
8,1958400,1134750000,3199000000,1,29.052898
12,1958400,1134750000,665600000,1,33.03662
12,1958400,1134750000,2133000000,1,32.104618
12,1958400,1134750000,3199000000,1,32.014584
4,1958400,1300500000,665600000,1,31.442661
4,1958400,1300500000,2133000000,1,30.547924
4,1958400,1300500000,3199000000,1,30.583092
8,1958400,1300500000,665600000,1,33.561077
8,1958400,1300500000,2133000000,1,32.533054
8,1958400,1300500000,3199000000,1,32.437237
12,1958400,1300500000,665600000,1,36.62856
12,1958400,1300500000,2133000000,1,35.71326
12,1958400,1300500000,3199000000,1,35.51795
4,2201600,114750000,665600000,1,20.237808
4,2201600,114750000,2133000000,1,21.366001
4,2201600,114750000,3199000000,1,22.823856
8,2201600,114750000,665600000,1,16.984142
8,2201600,114750000,2133000000,1,17.604383
8,2201600,114750000,3199000000,1,19.638266
12,2201600,114750000,665600000,1,15.882146
12,2201600,114750000,2133000000,1,15.846491
12,2201600,114750000,3199000000,1,18.14338
4,2201600,318750000,665600000,1,19.832108
4,2201600,318750000,2133000000,1,20.425224
4,2201600,318750000,3199000000,1,22.141783
8,2201600,318750000,665600000,1,17.664263
8,2201600,318750000,2133000000,1,17.381233
8,2201600,318750000,3199000000,1,19.57809
12,2201600,318750000,665600000,1,18.103748
12,2201600,318750000,2133000000,1,16.98101
12,2201600,318750000,3199000000,1,18.869131
4,2201600,522750000,665600000,1,20.786232
4,2201600,522750000,2133000000,1,20.857677
4,2201600,522750000,3199000000,1,22.66639
8,2201600,522750000,665600000,1,20.079235
8,2201600,522750000,2133000000,1,18.91187
8,2201600,522750000,3199000000,1,20.683468
12,2201600,522750000,665600000,1,21.476044
12,2201600,522750000,2133000000,1,20.356142
12,2201600,522750000,3199000000,1,21.297272
4,2201600,726750000,665600000,1,23.048374
4,2201600,726750000,2133000000,1,22.3645
4,2201600,726750000,3199000000,1,23.923534
8,2201600,726750000,665600000,1,23.368431
8,2201600,726750000,2133000000,1,22.117573
8,2201600,726750000,3199000000,1,22.958172
12,2201600,726750000,665600000,1,25.477964
12,2201600,726750000,2133000000,1,24.43998
12,2201600,726750000,3199000000,1,24.814201
4,2201600,930750000,665600000,1,26.120983
4,2201600,930750000,2133000000,1,25.146008
4,2201600,930750000,3199000000,1,25.887402
8,2201600,930750000,665600000,1,27.085617
8,2201600,930750000,2133000000,1,26.0668
8,2201600,930750000,3199000000,1,26.340595
12,2201600,930750000,665600000,1,29.6353
12,2201600,930750000,2133000000,1,28.663857
12,2201600,930750000,3199000000,1,28.837769
4,2201600,1134750000,665600000,1,29.657602
4,2201600,1134750000,2133000000,1,28.752474
4,2201600,1134750000,3199000000,1,28.94355
8,2201600,1134750000,665600000,1,31.20235
8,2201600,1134750000,2133000000,1,30.220068
8,2201600,1134750000,3199000000,1,30.288794
12,2201600,1134750000,665600000,1,33.947033
12,2201600,1134750000,2133000000,1,32.97217
12,2201600,1134750000,3199000000,1,33.01743
4,2201600,1300500000,665600000,1,32.789284
4,2201600,1300500000,2133000000,1,31.924038
4,2201600,1300500000,3199000000,1,31.965988
8,2201600,1300500000,665600000,1,34.652546
8,2201600,1300500000,2133000000,1,33.693523
8,2201600,1300500000,3199000000,1,33.62428
12,2201600,1300500000,665600000,1,37.517727
12,2201600,1300500000,2133000000,1,36.571968
12,2201600,1300500000,3199000000,1,36.4892
4,422400,114750000,665600000,4,13.785251
4,422400,114750000,2133000000,4,13.934547
4,422400,114750000,3199000000,4,15.464307
8,422400,114750000,665600000,4,13.712693
8,422400,114750000,2133000000,4,13.033561
8,422400,114750000,3199000000,4,14.453148
12,422400,114750000,665600000,4,15.840335
12,422400,114750000,2133000000,4,14.635585
12,422400,114750000,3199000000,4,15.586007
4,422400,318750000,665600000,4,13.363286
4,422400,318750000,2133000000,4,12.250632
4,422400,318750000,3199000000,4,13.678846
8,422400,318750000,665600000,4,14.0822935
8,422400,318750000,2133000000,4,12.308267
8,422400,318750000,3199000000,4,13.208186
12,422400,318750000,665600000,4,17.041616
12,422400,318750000,2133000000,4,15.046401
12,422400,318750000,3199000000,4,15.737504
4,422400,522750000,665600000,4,13.77992
4,422400,522750000,2133000000,4,11.574317
4,422400,522750000,3199000000,4,12.46445
8,422400,522750000,665600000,4,15.53769
8,422400,522750000,2133000000,4,12.8102255
8,422400,522750000,3199000000,4,13.391631
12,422400,522750000,665600000,4,18.998901
12,422400,522750000,2133000000,4,16.914345
12,422400,522750000,3199000000,4,17.253212
4,422400,726750000,665600000,4,15.667234
4,422400,726750000,2133000000,4,12.990489
4,422400,726750000,3199000000,4,13.394277
8,422400,726750000,665600000,4,18.157402
8,422400,726750000,2133000000,4,15.787271
8,422400,726750000,3199000000,4,15.974183
12,422400,726750000,665600000,4,21.837753
12,422400,726750000,2133000000,4,20.576805
12,422400,726750000,3199000000,4,20.61356
4,422400,930750000,665600000,4,18.612892
4,422400,930750000,2133000000,4,16.380903
4,422400,930750000,3199000000,4,16.732521
8,422400,930750000,665600000,4,21.381777
8,422400,930750000,2133000000,4,19.800499
8,422400,930750000,3199000000,4,19.780954
12,422400,930750000,665600000,4,25.442451
12,422400,930750000,2133000000,4,24.593082
12,422400,930750000,3199000000,4,24.497608
4,422400,1134750000,665600000,4,22.17413
4,422400,1134750000,2133000000,4,20.490616
4,422400,1134750000,3199000000,4,20.568878
8,422400,1134750000,665600000,4,25.191187
8,422400,1134750000,2133000000,4,23.972776
8,422400,1134750000,3199000000,4,23.777676
12,422400,1134750000,665600000,4,29.49479
12,422400,1134750000,2133000000,4,28.663727
12,422400,1134750000,3199000000,4,28.54255
4,422400,1300500000,665600000,4,25.458284
4,422400,1300500000,2133000000,4,23.999672
4,422400,1300500000,3199000000,4,23.959362
8,422400,1300500000,665600000,4,28.571074
8,422400,1300500000,2133000000,4,27.483736
8,422400,1300500000,3199000000,4,27.173674
12,422400,1300500000,665600000,4,32.869053
12,422400,1300500000,2133000000,4,32.034428
12,422400,1300500000,3199000000,4,31.878014
4,729600,114750000,665600000,4,14.255562
4,729600,114750000,2133000000,4,14.820433
4,729600,114750000,3199000000,4,16.420061
8,729600,114750000,665600000,4,13.648468
8,729600,114750000,2133000000,4,13.274243
8,729600,114750000,3199000000,4,14.931392
12,729600,114750000,665600000,4,15.435227
12,729600,114750000,2133000000,4,14.260718
12,729600,114750000,3199000000,4,15.573138
4,729600,318750000,665600000,4,13.635657
4,729600,318750000,2133000000,4,12.932353
4,729600,318750000,3199000000,4,14.472402
8,729600,318750000,665600000,4,13.921343
8,729600,318750000,2133000000,4,11.93024
8,729600,318750000,3199000000,4,13.359225
12,729600,318750000,665600000,4,16.801214
12,729600,318750000,2133000000,4,14.68776
12,729600,318750000,3199000000,4,15.697787
4,729600,522750000,665600000,4,14.310567
4,729600,522750000,2133000000,4,12.165195
4,729600,522750000,3199000000,4,13.2899685
8,729600,522750000,665600000,4,15.58382
8,729600,522750000,2133000000,4,12.681693
8,729600,522750000,3199000000,4,13.669578
12,729600,522750000,665600000,4,19.008411
12,729600,522750000,2133000000,4,17.24202
12,729600,522750000,3199000000,4,17.578815
4,729600,726750000,665600000,4,16.478226
4,729600,726750000,2133000000,4,13.897116
4,729600,726750000,3199000000,4,14.392735
8,729600,726750000,665600000,4,18.44327
8,729600,726750000,2133000000,4,16.282598
8,729600,726750000,3199000000,4,16.65178
12,729600,726750000,665600000,4,22.173626
12,729600,726750000,2133000000,4,21.155624
12,729600,726750000,3199000000,4,21.135746
4,729600,930750000,665600000,4,19.58691
4,729600,930750000,2133000000,4,17.381554
4,729600,930750000,3199000000,4,17.839811
8,729600,930750000,665600000,4,21.869305
8,729600,930750000,2133000000,4,20.432934
8,729600,930750000,3199000000,4,20.455853
12,729600,930750000,665600000,4,25.92957
12,729600,930750000,2133000000,4,25.212223
12,729600,930750000,3199000000,4,25.088724
4,729600,1134750000,665600000,4,23.261415
4,729600,1134750000,2133000000,4,21.542515
4,729600,1134750000,3199000000,4,21.76644
8,729600,1134750000,665600000,4,25.835724
8,729600,1134750000,2133000000,4,24.714153
8,729600,1134750000,3199000000,4,24.566307
12,729600,1134750000,665600000,4,30.06875
12,729600,1134750000,2133000000,4,29.28339
12,729600,1134750000,3199000000,4,29.147045
4,729600,1300500000,665600000,4,26.546951
4,729600,1300500000,2133000000,4,25.059105
4,729600,1300500000,3199000000,4,25.162964
8,729600,1300500000,665600000,4,29.377207
8,729600,1300500000,2133000000,4,28.299007
8,729600,1300500000,3199000000,4,28.013924
12,729600,1300500000,665600000,4,33.495094
12,729600,1300500000,2133000000,4,32.659615
12,729600,1300500000,3199000000,4,32.47897
4,1036800,114750000,665600000,4,15.083447
4,1036800,114750000,2133000000,4,15.917111
4,1036800,114750000,3199000000,4,17.468735
8,1036800,114750000,665600000,4,13.851349
8,1036800,114750000,2133000000,4,13.923436
8,1036800,114750000,3199000000,4,15.558649
12,1036800,114750000,665600000,4,15.154613
12,1036800,114750000,2133000000,4,14.039395
12,1036800,114750000,3199000000,4,15.682269
4,1036800,318750000,665600000,4,14.328467
4,1036800,318750000,2133000000,4,14.097463
4,1036800,318750000,3199000000,4,15.648577
8,1036800,318750000,665600000,4,14.10692
8,1036800,318750000,2133000000,4,12.027331
8,1036800,318750000,3199000000,4,13.922992
12,1036800,318750000,665600000,4,16.712399
12,1036800,318750000,2133000000,4,14.6219635
12,1036800,318750000,3199000000,4,15.827966
4,1036800,522750000,665600000,4,15.183232
4,1036800,522750000,2133000000,4,13.390338
4,1036800,522750000,3199000000,4,14.773257
8,1036800,522750000,665600000,4,16.036541
8,1036800,522750000,2133000000,4,13.179527
8,1036800,522750000,3199000000,4,14.401905
12,1036800,522750000,665600000,4,19.214836
12,1036800,522750000,2133000000,4,17.761797
12,1036800,522750000,3199000000,4,18.098577
4,1036800,726750000,665600000,4,17.60263
4,1036800,726750000,2133000000,4,15.255576
4,1036800,726750000,3199000000,4,15.965976
8,1036800,726750000,665600000,4,18.987534
8,1036800,726750000,2133000000,4,17.05051
8,1036800,726750000,3199000000,4,17.510914
12,1036800,726750000,665600000,4,22.609293
12,1036800,726750000,2133000000,4,21.772217
12,1036800,726750000,3199000000,4,21.755287
4,1036800,930750000,665600000,4,20.739021
4,1036800,930750000,2133000000,4,18.711813
4,1036800,930750000,3199000000,4,19.203304
8,1036800,930750000,665600000,4,22.688269
8,1036800,930750000,2133000000,4,21.337559
8,1036800,930750000,3199000000,4,21.437763
12,1036800,930750000,665600000,4,26.570292
12,1036800,930750000,2133000000,4,25.84284
12,1036800,930750000,3199000000,4,25.70853
4,1036800,1134750000,665600000,4,24.44571
4,1036800,1134750000,2133000000,4,22.859962
4,1036800,1134750000,3199000000,4,23.096739
8,1036800,1134750000,665600000,4,26.823048
8,1036800,1134750000,2133000000,4,25.746735
8,1036800,1134750000,3199000000,4,25.631207
12,1036800,1134750000,665600000,4,30.733082
12,1036800,1134750000,2133000000,4,29.944462
12,1036800,1134750000,3199000000,4,29.753843
4,1036800,1300500000,665600000,4,27.701498
4,1036800,1300500000,2133000000,4,26.375883
4,1036800,1300500000,3199000000,4,26.48788
8,1036800,1300500000,665600000,4,30.365639
8,1036800,1300500000,2133000000,4,29.368282
8,1036800,1300500000,3199000000,4,29.138012
12,1036800,1300500000,665600000,4,34.224728
12,1036800,1300500000,2133000000,4,33.408566
12,1036800,1300500000,3199000000,4,33.15021
4,1344000,114750000,665600000,4,16.257986
4,1344000,114750000,2133000000,4,17.195206
4,1344000,114750000,3199000000,4,18.779411
8,1344000,114750000,665600000,4,14.350534
8,1344000,114750000,2133000000,4,14.862382
8,1344000,114750000,3199000000,4,16.471409
12,1344000,114750000,665600000,4,15.008077
12,1344000,114750000,2133000000,4,14.024966
12,1344000,114750000,3199000000,4,16.001022
4,1344000,318750000,665600000,4,15.485951
4,1344000,318750000,2133000000,4,15.649131
4,1344000,318750000,3199000000,4,17.27008
8,1344000,318750000,665600000,4,14.539302
8,1344000,318750000,2133000000,4,12.785073
8,1344000,318750000,3199000000,4,14.97545
