powermode,bs,observed_time,predicted_time,observed_power,predicted_power
4_422400_114750000_665600000,1,86.80057525634766,358.4974,12.944,13.629926
4_422400_114750000_2133000000,1,88.05835247039795,173.66885,13.848,13.722656
4_422400_114750000_3199000000,1,91.27497673034668,186.16978,14.7555,15.161021
8_422400_114750000_665600000,1,78.12082767486572,501.28983,12.944,13.517673
8_422400_114750000_2133000000,1,75.31344890594482,349.15906,13.948,12.733063
8_422400_114750000_3199000000,1,74.62024688720703,318.42368,14.953,13.961833
12_422400_114750000_665600000,1,77.43120193481445,891.81165,12.944,15.473134
12_422400_114750000_2133000000,1,76.55930519104004,774.41394,13.7985,14.219707
12_422400_114750000_3199000000,1,74.3173360824585,724.6947,14.951,15.126237
4_422400_318750000_665600000,1,78.08279991149902,248.9185,13.144,13.154176
4_422400_318750000_2133000000,1,75.11508464813232,103.21767,14.148,11.947958
4_422400_318750000_3199000000,1,80.45125007629395,81.6867,14.851,13.286475
8_422400_318750000_665600000,1,75.78146457672119,247.51888,13.245,13.776633
8_422400_318750000_2133000000,1,71.67434692382812,80.009285,14.148,11.808166
8_422400_318750000_3199000000,1,70.54245471954346,46.980164,14.851,12.712962
12_422400_318750000_665600000,1,75.08504390716553,348.40494,13.245,16.585213
12_422400_318750000_2133000000,1,70.5561637878418,174.38249,14.148,14.510619
12_422400_318750000_3199000000,1,69.03386116027832,145.49525,14.75,15.250883
4_422400_522750000_665600000,1,77.87096500396729,216.87108,12.743,13.404712
4_422400_522750000_2133000000,1,74.53405857086182,98.03333,14.148,11.251843
4_422400_522750000_3199000000,1,73.83692264556885,64.1243,14.75,12.04029
8_422400_522750000_665600000,1,73.0600357055664,192.8025,13.144,15.023116
8_422400_522750000_2133000000,1,72.54374027252197,72.91642,14.148,12.330516
8_422400_522750000_3199000000,1,70.74868679046631,31.876709,14.9505,12.917125
12_422400_522750000_665600000,1,73.3722448348999,251.06317,13.245,18.427876
12_422400_522750000_2133000000,1,70.8775520324707,97.99493,14.148,16.345716
12_422400_522750000_3199000000,1,70.19424438476562,65.237434,15.2015,16.74016
4_422400_726750000_665600000,1,77.89468765258789,239.4159,13.3445,15.246405
4_422400_726750000_2133000000,1,77.79145240783691,117.18205,14.146,12.5874815
4_422400_726750000_3199000000,1,72.22568988800049,65.327774,15.151,12.944402
8_422400_726750000_665600000,1,74.04422760009766,188.88101,13.646,17.576155
8_422400_726750000_2133000000,1,71.075439453125,86.79925,14.549,15.252899
8_422400_726750000_3199000000,1,70.98686695098877,33.851982,15.3515,15.475599
12_422400_726750000_665600000,1,75.68228244781494,228.14844,13.5955,21.262772
12_422400_726750000_2133000000,1,69.28706169128418,111.02624,14.549,19.997974
12_422400_726750000_3199000000,1,66.52450561523438,61.331978,15.552,20.075352
4_422400_930750000_665600000,1,90.773344039917,261.0762,14.1465,18.167896
4_422400_930750000_2133000000,1,96.85957431793211,160.92336,14.7475,15.888627
4_422400_930750000_3199000000,1,80.55734634399414,83.49515,15.953,16.268698
8_422400_930750000_665600000,1,76.99429988861084,218.08575,14.344,20.81556
8_422400_930750000_2133000000,1,71.97916507720947,119.70702,15.1505,19.258331
8_422400_930750000_3199000000,1,71.20037078857422,57.669205,15.953,19.249374
12_422400_930750000_665600000,1,72.98994064331055,241.79138,14.347,24.877913
12_422400_930750000_2133000000,1,71.16448879241943,129.71422,15.351,24.008278
12_422400_930750000_3199000000,1,68.91083717346191,76.674126,15.95,23.947483
4_422400_1134750000_665600000,1,81.81405067443848,288.32608,14.9485,21.684975
4_422400_1134750000_2133000000,1,73.79615306854248,209.87563,15.753,19.978764
4_422400_1134750000_3199000000,1,70.68085670471191,122.172844,16.354,20.077038
8_422400_1134750000_665600000,1,74.57339763641357,255.59604,15.35,24.631187
8_422400_1134750000_2133000000,1,70.30105590820312,153.02039,16.153,23.418304
8_422400_1134750000_3199000000,1,69.14710998535156,91.43203,16.755,23.223682
12_422400_1134750000_665600000,1,74.74470138549805,266.1235,15.25,28.93335
12_422400_1134750000_2133000000,1,68.88234615325928,156.52061,16.153,28.101372
12_422400_1134750000_3199000000,1,67.29388236999512,95.87403,16.755,27.978931
4_422400_1300500000_665600000,1,86.6326093673706,317.85214,15.951,24.924458
4_422400_1300500000_2133000000,1,83.61613750457764,242.79202,16.554,23.493238
4_422400_1300500000_3199000000,1,81.51519298553467,153.10341,17.3565,23.455042
8_422400_1300500000_665600000,1,73.99594783782959,286.7607,16.449,28.013489
8_422400_1300500000_2133000000,1,71.1665153503418,181.53209,16.955,26.94267
8_422400_1300500000_3199000000,1,70.61076164245605,117.44707,17.958,26.609352
12_422400_1300500000_665600000,1,74.6546983718872,289.3597,16.451,32.313
12_422400_1300500000_2133000000,1,70.85394859313965,179.86797,16.955,31.48071
12_422400_1300500000_3199000000,1,69.79286670684814,116.48147,17.954,31.330154
4_729600_114750000_665600000,1,71.7536211013794,294.6336,13.443,14.084771
4_729600_114750000_2133000000,1,69.85235214233398,133.76201,14.449,14.520022
4_729600_114750000_3199000000,1,69.28765773773193,162.13326,15.056,16.039217
8_729600_114750000_665600000,1,70.90187072753906,368.38516,13.443,13.431796
8_729600_114750000_2133000000,1,69.41580772399902,215.22728,14.447,12.836497
8_729600_114750000_3199000000,1,68.91119480133057,174.77965,15.051,14.342729
12_729600_114750000_665600000,1,70.67370414733887,752.04333,13.4415,15.03953
12_729600_114750000_2133000000,1,69.72980499267578,647.2108,14.447,13.792971
12_729600_114750000_3199000000,1,68.78781318664551,586.152,15.048,15.060275
4_729600_318750000_665600000,1,52.35135555267334,195.29707,13.8945,13.368825
4_729600_318750000_2133000000,1,46.96166515350342,57.07542,14.849,12.554495
