cores,cpu,gpu,mem,predicted_power
4.0,422400.0,114750000.0,665600000.0,14.851027
4.0,422400.0,114750000.0,2133000000.0,15.812472
4.0,422400.0,114750000.0,3199000000.0,16.003494
4.0,422400.0,318750000.0,665600000.0,16.320402
4.0,422400.0,318750000.0,2133000000.0,17.151575
4.0,422400.0,318750000.0,3199000000.0,17.721624
4.0,422400.0,522750000.0,665600000.0,17.120672
4.0,422400.0,522750000.0,2133000000.0,17.866028
4.0,422400.0,522750000.0,3199000000.0,18.64227
4.0,422400.0,726750000.0,665600000.0,17.864063
4.0,422400.0,726750000.0,2133000000.0,18.389063
4.0,422400.0,726750000.0,3199000000.0,19.463093
4.0,422400.0,930750000.0,665600000.0,18.596296
4.0,422400.0,930750000.0,2133000000.0,19.254211
4.0,422400.0,930750000.0,3199000000.0,20.450186
4.0,422400.0,1134750000.0,665600000.0,19.368917
4.0,422400.0,1134750000.0,2133000000.0,20.379047
4.0,422400.0,1134750000.0,3199000000.0,21.786812
4.0,422400.0,1300500000.0,665600000.0,20.243526
4.0,422400.0,1300500000.0,2133000000.0,21.529297
4.0,422400.0,1300500000.0,3199000000.0,23.60756
4.0,729600.0,114750000.0,665600000.0,14.976674
4.0,729600.0,114750000.0,2133000000.0,15.976406
4.0,729600.0,114750000.0,3199000000.0,16.375084
4.0,729600.0,318750000.0,665600000.0,16.498241
4.0,729600.0,318750000.0,2133000000.0,17.686028
4.0,729600.0,318750000.0,3199000000.0,19.103037
4.0,729600.0,522750000.0,665600000.0,17.355774
4.0,729600.0,522750000.0,2133000000.0,18.91877
4.0,729600.0,522750000.0,3199000000.0,20.654903
4.0,729600.0,726750000.0,665600000.0,18.30918
4.0,729600.0,726750000.0,2133000000.0,20.220562
4.0,729600.0,726750000.0,3199000000.0,21.684954
4.0,729600.0,930750000.0,665600000.0,19.572157
4.0,729600.0,930750000.0,2133000000.0,21.609953
4.0,729600.0,930750000.0,3199000000.0,22.926516
4.0,729600.0,1134750000.0,665600000.0,21.041634
4.0,729600.0,1134750000.0,2133000000.0,22.960934
4.0,729600.0,1134750000.0,3199000000.0,24.76067
4.0,729600.0,1300500000.0,665600000.0,22.185057
4.0,729600.0,1300500000.0,2133000000.0,24.362743
4.0,729600.0,1300500000.0,3199000000.0,26.916801
4.0,1036800.0,114750000.0,665600000.0,15.006314
4.0,1036800.0,114750000.0,2133000000.0,16.043776
4.0,1036800.0,114750000.0,3199000000.0,16.49495
4.0,1036800.0,318750000.0,665600000.0,16.528404
4.0,1036800.0,318750000.0,2133000000.0,18.257038
4.0,1036800.0,318750000.0,3199000000.0,19.668587
4.0,1036800.0,522750000.0,665600000.0,17.533724
4.0,1036800.0,522750000.0,2133000000.0,19.786282
4.0,1036800.0,522750000.0,3199000000.0,21.939487
4.0,1036800.0,726750000.0,665600000.0,18.78198
4.0,1036800.0,726750000.0,2133000000.0,21.513678
4.0,1036800.0,726750000.0,3199000000.0,23.63843
4.0,1036800.0,930750000.0,665600000.0,20.273205
4.0,1036800.0,930750000.0,2133000000.0,23.398163
4.0,1036800.0,930750000.0,3199000000.0,25.54982
4.0,1036800.0,1134750000.0,665600000.0,21.917515
4.0,1036800.0,1134750000.0,2133000000.0,25.3319
4.0,1036800.0,1134750000.0,3199000000.0,28.03771
4.0,1036800.0,1300500000.0,665600000.0,23.213278
4.0,1036800.0,1300500000.0,2133000000.0,27.46095
4.0,1036800.0,1300500000.0,3199000000.0,30.27259
4.0,1344000.0,114750000.0,665600000.0,15.065439
4.0,1344000.0,114750000.0,2133000000.0,15.98474
4.0,1344000.0,114750000.0,3199000000.0,16.714642
4.0,1344000.0,318750000.0,665600000.0,16.618101
4.0,1344000.0,318750000.0,2133000000.0,18.724728
4.0,1344000.0,318750000.0,3199000000.0,20.278015
4.0,1344000.0,522750000.0,665600000.0,17.866129
4.0,1344000.0,522750000.0,2133000000.0,20.857761
4.0,1344000.0,522750000.0,3199000000.0,23.03286
4.0,1344000.0,726750000.0,665600000.0,19.26332
4.0,1344000.0,726750000.0,2133000000.0,22.796408
4.0,1344000.0,726750000.0,3199000000.0,25.163406
4.0,1344000.0,930750000.0,665600000.0,20.767754
4.0,1344000.0,930750000.0,2133000000.0,24.854969
4.0,1344000.0,930750000.0,3199000000.0,27.688164
4.0,1344000.0,1134750000.0,665600000.0,22.347908
4.0,1344000.0,1134750000.0,2133000000.0,27.323105
4.0,1344000.0,1134750000.0,3199000000.0,30.873573
4.0,1344000.0,1300500000.0,665600000.0,23.872551
4.0,1344000.0,1300500000.0,2133000000.0,29.958523
4.0,1344000.0,1300500000.0,3199000000.0,33.559654
4.0,1651200.0,114750000.0,665600000.0,15.188357
4.0,1651200.0,114750000.0,2133000000.0,16.000973
4.0,1651200.0,114750000.0,3199000000.0,16.931562
4.0,1651200.0,318750000.0,665600000.0,16.927921
