cores,cpu,gpu,mem,bs,predicted_time
4,422400,114750000,665600000,1,10.318207
4,422400,114750000,2133000000,1,10.054823
4,422400,114750000,3199000000,1,9.939429
8,422400,114750000,665600000,1,10.547916
8,422400,114750000,2133000000,1,10.183405
8,422400,114750000,3199000000,1,10.051738
12,422400,114750000,665600000,1,11.188372
12,422400,114750000,2133000000,1,10.70683
12,422400,114750000,3199000000,1,10.510025
4,422400,318750000,665600000,1,8.207973
4,422400,318750000,2133000000,1,8.088198
4,422400,318750000,3199000000,1,8.157838
8,422400,318750000,665600000,1,8.183541
8,422400,318750000,2133000000,1,7.921134
8,422400,318750000,3199000000,1,7.92937
12,422400,318750000,665600000,1,8.833839
12,422400,318750000,2133000000,1,8.5226145
12,422400,318750000,3199000000,1,8.419995
4,422400,522750000,665600000,1,7.2569675
4,422400,522750000,2133000000,1,7.3741016
4,422400,522750000,3199000000,1,7.565186
8,422400,522750000,665600000,1,6.4059916
8,422400,522750000,2133000000,1,6.5147514
8,422400,522750000,3199000000,1,6.6360455
12,422400,522750000,665600000,1,6.964215
12,422400,522750000,2133000000,1,6.99962
12,422400,522750000,3199000000,1,6.775193
4,422400,726750000,665600000,1,6.8930655
4,422400,726750000,2133000000,1,7.1475677
4,422400,726750000,3199000000,1,7.297608
8,422400,726750000,665600000,1,5.7926188
8,422400,726750000,2133000000,1,6.0610056
8,422400,726750000,3199000000,1,6.0938077
12,422400,726750000,665600000,1,5.6143045
12,422400,726750000,2133000000,1,5.518728
12,422400,726750000,3199000000,1,5.415962
4,422400,930750000,665600000,1,6.727809
4,422400,930750000,2133000000,1,7.002303
4,422400,930750000,3199000000,1,7.1934423
8,422400,930750000,665600000,1,5.657354
8,422400,930750000,2133000000,1,5.7927494
8,422400,930750000,3199000000,1,5.816824
12,422400,930750000,665600000,1,4.8945456
12,422400,930750000,2133000000,1,4.6444273
12,422400,930750000,3199000000,1,4.7303243
4,422400,1134750000,665600000,1,6.712015
4,422400,1134750000,2133000000,1,6.959857
4,422400,1134750000,3199000000,1,7.1241713
8,422400,1134750000,665600000,1,5.6354423
8,422400,1134750000,2133000000,1,5.5934224
8,422400,1134750000,3199000000,1,5.7451777
12,422400,1134750000,665600000,1,4.644744
12,422400,1134750000,2133000000,1,4.3993216
12,422400,1134750000,3199000000,1,4.588089
4,422400,1300500000,665600000,1,6.752574
4,422400,1300500000,2133000000,1,6.9857388
4,422400,1300500000,3199000000,1,7.0837035
8,422400,1300500000,665600000,1,5.5901117
8,422400,1300500000,2133000000,1,5.5833063
8,422400,1300500000,3199000000,1,5.7475414
12,422400,1300500000,665600000,1,4.53306
12,422400,1300500000,2133000000,1,4.4316387
12,422400,1300500000,3199000000,1,4.628849
4,729600,114750000,665600000,1,9.55695
4,729600,114750000,2133000000,1,9.277166
4,729600,114750000,3199000000,1,9.039696
8,729600,114750000,665600000,1,9.847214
8,729600,114750000,2133000000,1,9.432135
8,729600,114750000,3199000000,1,9.22699
12,729600,114750000,665600000,1,10.540211
12,729600,114750000,2133000000,1,10.044436
12,729600,114750000,3199000000,1,9.787046
4,729600,318750000,665600000,1,7.523689
4,729600,318750000,2133000000,1,7.3406515
4,729600,318750000,3199000000,1,7.258181
8,729600,318750000,665600000,1,7.429651
8,729600,318750000,2133000000,1,7.0770035
8,729600,318750000,3199000000,1,7.018977
12,729600,318750000,665600000,1,8.161705
12,729600,318750000,2133000000,1,7.8042
12,729600,318750000,3199000000,1,7.5245457
4,729600,522750000,665600000,1,6.6128063
4,729600,522750000,2133000000,1,6.6520276
4,729600,522750000,3199000000,1,6.726241
8,729600,522750000,665600000,1,5.723979
8,729600,522750000,2133000000,1,5.788786
8,729600,522750000,3199000000,1,5.711421
12,729600,522750000,665600000,1,6.302353
12,729600,522750000,2133000000,1,6.173667
12,729600,522750000,3199000000,1,5.770218
4,729600,726750000,665600000,1,6.2510314
4,729600,726750000,2133000000,1,6.437918
4,729600,726750000,3199000000,1,6.4711943
8,729600,726750000,665600000,1,5.2556734
8,729600,726750000,2133000000,1,5.368846
8,729600,726750000,3199000000,1,5.284683
12,729600,726750000,665600000,1,5.004764
12,729600,726750000,2133000000,1,4.5282693
12,729600,726750000,3199000000,1,4.4389496
4,729600,930750000,665600000,1,6.1363306
4,729600,930750000,2133000000,1,6.3274693
4,729600,930750000,3199000000,1,6.380736
8,729600,930750000,665600000,1,5.182045
8,729600,930750000,2133000000,1,5.0436788
8,729600,930750000,3199000000,1,5.045097
12,729600,930750000,665600000,1,4.3976593
12,729600,930750000,2133000000,1,3.9589927
12,729600,930750000,3199000000,1,4.0194435
4,729600,1134750000,665600000,1,6.1370096
4,729600,1134750000,2133000000,1,6.2916255
4,729600,1134750000,3199000000,1,6.313298
8,729600,1134750000,665600000,1,5.0588226
8,729600,1134750000,2133000000,1,4.922904
8,729600,1134750000,3199000000,1,5.0577173
12,729600,1134750000,665600000,1,4.1627827
12,729600,1134750000,2133000000,1,3.8722825
12,729600,1134750000,3199000000,1,4.03303
4,729600,1300500000,665600000,1,6.168563
4,729600,1300500000,2133000000,1,6.314081
4,729600,1300500000,3199000000,1,6.2974443
8,729600,1300500000,665600000,1,5.017453
8,729600,1300500000,2133000000,1,4.973645
8,729600,1300500000,3199000000,1,5.1238623
12,729600,1300500000,665600000,1,4.081119
12,729600,1300500000,2133000000,1,3.954287
12,729600,1300500000,3199000000,1,4.140436
4,1036800,114750000,665600000,1,8.828682
4,1036800,114750000,2133000000,1,8.480764
4,1036800,114750000,3199000000,1,8.046738
8,1036800,114750000,665600000,1,9.202333
8,1036800,114750000,2133000000,1,8.793772
8,1036800,114750000,3199000000,1,8.527751
12,1036800,114750000,665600000,1,10.032104
12,1036800,114750000,2133000000,1,9.481903
12,1036800,114750000,3199000000,1,9.12178
4,1036800,318750000,665600000,1,6.9267817
4,1036800,318750000,2133000000,1,6.63665
4,1036800,318750000,3199000000,1,6.3514433
8,1036800,318750000,665600000,1,6.7579074
8,1036800,318750000,2133000000,1,6.3576274
8,1036800,318750000,3199000000,1,6.1111627
12,1036800,318750000,665600000,1,7.644225
12,1036800,318750000,2133000000,1,7.2138834
12,1036800,318750000,3199000000,1,6.712035
4,1036800,522750000,665600000,1,6.040793
4,1036800,522750000,2133000000,1,5.9158955
4,1036800,522750000,3199000000,1,5.8527217
8,1036800,522750000,665600000,1,5.2114935
8,1036800,522750000,2133000000,1,5.197115
8,1036800,522750000,3199000000,1,4.878747
12,1036800,522750000,665600000,1,5.777355
12,1036800,522750000,2133000000,1,5.42315
12,1036800,522750000,3199000000,1,4.8870964
4,1036800,726750000,665600000,1,5.6983314
4,1036800,726750000,2133000000,1,5.7167425
4,1036800,726750000,3199000000,1,5.6546483
8,1036800,726750000,665600000,1,4.8444633
8,1036800,726750000,2133000000,1,4.6827354
8,1036800,726750000,3199000000,1,4.4891424
12,1036800,726750000,665600000,1,4.522808
12,1036800,726750000,2133000000,1,3.8258443
12,1036800,726750000,3199000000,1,3.7222261
4,1036800,930750000,665600000,1,5.606706
4,1036800,930750000,2133000000,1,5.618334
4,1036800,930750000,3199000000,1,5.6039295
8,1036800,930750000,665600000,1,4.7194276
8,1036800,930750000,2133000000,1,4.3758373
8,1036800,930750000,3199000000,1,4.365979
12,1036800,930750000,665600000,1,3.9876175
12,1036800,930750000,2133000000,1,3.4508505
12,1036800,930750000,3199000000,1,3.523561
4,1036800,1134750000,665600000,1,5.6162367
4,1036800,1134750000,2133000000,1,5.605937
4,1036800,1134750000,3199000000,1,5.563427
8,1036800,1134750000,665600000,1,4.5755367
8,1036800,1134750000,2133000000,1,4.3526187
8,1036800,1134750000,3199000000,1,4.455457
12,1036800,1134750000,665600000,1,3.7723293
12,1036800,1134750000,2133000000,1,3.4584439
12,1036800,1134750000,3199000000,1,3.5774164
4,1036800,1300500000,665600000,1,5.6578946
4,1036800,1300500000,2133000000,1,5.6369524
4,1036800,1300500000,3199000000,1,5.6033382
8,1036800,1300500000,665600000,1,4.541685
8,1036800,1300500000,2133000000,1,4.4441204
8,1036800,1300500000,3199000000,1,4.560977
12,1036800,1300500000,665600000,1,3.731348
12,1036800,1300500000,2133000000,1,3.5653412
12,1036800,1300500000,3199000000,1,3.6965222
4,1344000,114750000,665600000,1,8.178886
4,1344000,114750000,2133000000,1,7.66471
4,1344000,114750000,3199000000,1,7.0917187
