cores,cpu,gpu,mem,predicted_power
4.0,422400.0,114750000.0,665600000.0,16.366982
4.0,422400.0,114750000.0,2133000000.0,16.374372
4.0,422400.0,114750000.0,3199000000.0,17.235134
4.0,422400.0,318750000.0,665600000.0,18.09934
4.0,422400.0,318750000.0,2133000000.0,18.457848
4.0,422400.0,318750000.0,3199000000.0,19.604841
4.0,422400.0,522750000.0,665600000.0,18.981163
4.0,422400.0,522750000.0,2133000000.0,19.599827
4.0,422400.0,522750000.0,3199000000.0,21.015717
4.0,422400.0,726750000.0,665600000.0,20.001627
4.0,422400.0,726750000.0,2133000000.0,20.824703
4.0,422400.0,726750000.0,3199000000.0,22.373959
4.0,422400.0,930750000.0,665600000.0,21.21085
4.0,422400.0,930750000.0,2133000000.0,22.154182
4.0,422400.0,930750000.0,3199000000.0,23.740316
4.0,422400.0,1134750000.0,665600000.0,22.604576
4.0,422400.0,1134750000.0,2133000000.0,23.594275
4.0,422400.0,1134750000.0,3199000000.0,25.15028
4.0,422400.0,1300500000.0,665600000.0,23.808023
4.0,422400.0,1300500000.0,2133000000.0,24.943232
4.0,422400.0,1300500000.0,3199000000.0,26.52169
4.0,729600.0,114750000.0,665600000.0,15.887519
4.0,729600.0,114750000.0,2133000000.0,15.860445
4.0,729600.0,114750000.0,3199000000.0,16.996136
4.0,729600.0,318750000.0,665600000.0,17.381365
4.0,729600.0,318750000.0,2133000000.0,17.832396
4.0,729600.0,318750000.0,3199000000.0,19.421385
4.0,729600.0,522750000.0,665600000.0,18.284761
4.0,729600.0,522750000.0,2133000000.0,19.20448
4.0,729600.0,522750000.0,3199000000.0,20.880491
4.0,729600.0,726750000.0,665600000.0,19.410944
4.0,729600.0,726750000.0,2133000000.0,20.6779
4.0,729600.0,726750000.0,3199000000.0,22.430157
4.0,729600.0,930750000.0,665600000.0,20.846294
4.0,729600.0,930750000.0,2133000000.0,22.257542
4.0,729600.0,930750000.0,3199000000.0,24.165854
4.0,729600.0,1134750000.0,665600000.0,22.457584
4.0,729600.0,1134750000.0,2133000000.0,24.024174
4.0,729600.0,1134750000.0,3199000000.0,26.651453
4.0,729600.0,1300500000.0,665600000.0,23.896666
4.0,729600.0,1300500000.0,2133000000.0,25.75824
4.0,729600.0,1300500000.0,3199000000.0,29.649061
4.0,1036800.0,114750000.0,665600000.0,15.504994
4.0,1036800.0,114750000.0,2133000000.0,15.680747
4.0,1036800.0,114750000.0,3199000000.0,16.992268
4.0,1036800.0,318750000.0,665600000.0,16.96652
4.0,1036800.0,318750000.0,2133000000.0,18.008146
4.0,1036800.0,318750000.0,3199000000.0,19.651638
4.0,1036800.0,522750000.0,665600000.0,18.068108
4.0,1036800.0,522750000.0,2133000000.0,19.555475
4.0,1036800.0,522750000.0,3199000000.0,21.475517
4.0,1036800.0,726750000.0,665600000.0,19.41315
4.0,1036800.0,726750000.0,2133000000.0,21.15985
4.0,1036800.0,726750000.0,3199000000.0,23.654772
4.0,1036800.0,930750000.0,665600000.0,21.063755
4.0,1036800.0,930750000.0,2133000000.0,22.915346
4.0,1036800.0,930750000.0,3199000000.0,26.141619
4.0,1036800.0,1134750000.0,665600000.0,22.866726
4.0,1036800.0,1134750000.0,2133000000.0,25.642702
4.0,1036800.0,1134750000.0,3199000000.0,29.728357
4.0,1036800.0,1300500000.0,665600000.0,24.515982
4.0,1036800.0,1300500000.0,2133000000.0,28.799654
4.0,1036800.0,1300500000.0,3199000000.0,32.863876
4.0,1344000.0,114750000.0,665600000.0,15.460245
4.0,1344000.0,114750000.0,2133000000.0,15.87168
4.0,1344000.0,114750000.0,3199000000.0,17.301443
4.0,1344000.0,318750000.0,665600000.0,17.04798
