powermode,predicted_time,predicted_power,observed_time,observed_power
4_422400_726750000_665600000,307.39056,19.083576,297.3668975830078,17.655
4_422400_318750000_665600000,317.1353,16.405,316.5086364746094,16.356
4_422400_114750000_665600000,459.29977,15.015188,492.6370391845703,14.751
4_729600_726750000_665600000,211.11472,19.392075,212.9913101196289,19.0205
4_729600_522750000_665600000,216.96072,17.998922,220.56670379638672,18.77
4_729600_318750000_2133000000,185.6189,18.152637,189.643669128418,19.378
4_729600_318750000_665600000,237.28726,16.659065,248.16146087646484,17.763
4_1036800_930750000_3199000000,119.58359,28.508005,108.60142517089844,26.181
4_1036800_522750000_665600000,210.17416,18.32034,215.26022338867188,18.875
4_1036800_318750000_2133000000,177.60966,18.695702,180.6045455932617,20.282
4_1036800_318750000_665600000,228.94466,16.941698,242.17537689208984,17.771
4_1344000_726750000_2133000000,109.23027,22.93171,100.97295761108398,26.377
4_1344000_522750000_2133000000,122.12828,21.117752,117.13849258422852,24.185
4_1344000_522750000_665600000,208.2352,18.69316,214.160270690918,18.975
4_1344000_318750000_665600000,226.55417,17.26432,240.8826599121093,17.7725
4_1651200_930750000_3199000000,84.9299,32.955124,73.19278717041016,33.703
4_1651200_522750000_2133000000,119.02855,21.947027,114.08283233642578,24.692
4_1651200_318750000_665600000,225.88512,17.641684,237.4278030395508,18.263
4_1651200_114750000_2133000000,446.06882,16.984474,466.3780822753906,16.156
4_1651200_114750000_665600000,435.08423,15.603238,470.8514099121094,15.152
4_1958400_1300500000_3199000000,80.596436,44.74927,60.46654319763184,45.6715
4_1958400_930750000_3199000000,83.528244,35.739727,71.23846435546875,35.602
4_1958400_114750000_665600000,437.31192,15.845922,470.464599609375,15.6535
8_422400_726750000_3199000000,174.24548,23.4995,117.75910186767578,22.376
8_422400_522750000_2133000000,172.25699,19.621685,133.59689331054688,20.867
8_422400_522750000_665600000,217.3599,18.033716,225.90522003173828,18.273
8_729600_1134750000_3199000000,104.31679,31.937782,76.56193542480469,30.878
8_729600_930750000_3199000000,103.37059,27.86094,83.33758163452148,29.491
8_729600_726750000_3199000000,108.08,24.780142,89.561279296875,27.932
8_729600_318750000_665600000,230.13113,16.789154,244.19193267822263,17.768
8_1036800_726750000_2133000000,106.07124,22.47792,99.62395095825195,27.486
8_1036800_522750000_665600000,208.17076,18.377485,212.6914596557617,19.176
8_1036800_114750000_2133000000,443.55548,16.182169,468.3822784423828,16.153
8_1344000_1300500000_3199000000,81.178375,40.868954,61.22177696228027,36.3445
8_1344000_726750000_3199000000,90.47287,28.36527,85.29339218139648,29.436
8_1344000_522750000_2133000000,116.105225,21.311079,115.51087951660156,24.59
8_1651200_1300500000_3199000000,80.22502,43.58461,59.22990417480469,46.474
8_1651200_930750000_3199000000,83.38536,34.55726,70.60168075561523,36.101
8_1651200_522750000_665600000,205.37386,18.913807,208.4086227416992,19.372
8_1651200_318750000_665600000,226.51868,17.374834,236.95193481445312,18.266
8_1958400_1300500000_3199000000,79.236084,46.33202,58.78708839416504,49.687
12_422400_930750000_3199000000,157.50276,27.695404,111.53673553466795,24.771
12_422400_726750000_3199000000,162.9575,24.826857,121.963134765625,20.968
12_422400_522750000_2133000000,168.01895,20.408022,136.51497650146484,20.666
12_422400_318750000_665600000,233.40851,17.390959,252.59534454345703,17.67
12_729600_930750000_3199000000,92.57904,29.730112,80.42830276489258,30.4905
12_729600_726750000_3199000000,99.89586,26.220074,87.85110473632812,28.383
12_1036800_318750000_665600000,229.65244,17.587128,239.7968978881836,18.172
12_1344000_1300500000_3199000000,79.84767,43.16406,61.04492950439453,43.924
12_1651200_1300500000_3199000000,78.78912,45.737434,58.80966567993164,46.5765
12_1651200_114750000_665600000,439.52963,15.677845,470.1104431152344,15.754
12_1958400_114750000_665600000,441.23956,15.850257,469.9612731933594,15.954
