cores,cpu,gpu,mem,bs,predicted_power
4,422400,114750000,665600000,1,15.944288
4,422400,114750000,2133000000,1,17.355146
4,422400,114750000,3199000000,1,17.776026
8,422400,114750000,665600000,1,16.010212
8,422400,114750000,2133000000,1,17.42
8,422400,114750000,3199000000,1,17.757605
12,422400,114750000,665600000,1,16.055492
12,422400,114750000,2133000000,1,17.301752
12,422400,114750000,3199000000,1,17.672533
4,422400,318750000,665600000,1,19.06439
4,422400,318750000,2133000000,1,19.091417
4,422400,318750000,3199000000,1,19.00603
8,422400,318750000,665600000,1,19.261145
8,422400,318750000,2133000000,1,20.0001
8,422400,318750000,3199000000,1,20.3184
12,422400,318750000,665600000,1,19.107038
12,422400,318750000,2133000000,1,20.23432
12,422400,318750000,3199000000,1,23.26497
4,422400,522750000,665600000,1,19.41408
4,422400,522750000,2133000000,1,27.322351
4,422400,522750000,3199000000,1,25.439203
8,422400,522750000,665600000,1,19.636288
8,422400,522750000,2133000000,1,25.119802
8,422400,522750000,3199000000,1,25.832426
12,422400,522750000,665600000,1,19.79111
12,422400,522750000,2133000000,1,24.79955
12,422400,522750000,3199000000,1,26.60564
4,422400,726750000,665600000,1,19.92227
4,422400,726750000,2133000000,1,31.731792
4,422400,726750000,3199000000,1,28.64166
8,422400,726750000,665600000,1,20.05814
8,422400,726750000,2133000000,1,25.398037
8,422400,726750000,3199000000,1,27.759432
12,422400,726750000,665600000,1,20.26205
12,422400,726750000,2133000000,1,26.553099
12,422400,726750000,3199000000,1,26.06778
4,422400,930750000,665600000,1,21.510933
4,422400,930750000,2133000000,1,32.123375
4,422400,930750000,3199000000,1,33.3667
8,422400,930750000,665600000,1,21.880207
8,422400,930750000,2133000000,1,26.44275
8,422400,930750000,3199000000,1,25.433231
12,422400,930750000,665600000,1,21.743557
12,422400,930750000,2133000000,1,27.850004
12,422400,930750000,3199000000,1,24.511057
4,422400,1134750000,665600000,1,23.921913
4,422400,1134750000,2133000000,1,29.112223
4,422400,1134750000,3199000000,1,29.334738
8,422400,1134750000,665600000,1,24.974989
8,422400,1134750000,2133000000,1,26.538681
8,422400,1134750000,3199000000,1,25.804968
12,422400,1134750000,665600000,1,25.976156
12,422400,1134750000,2133000000,1,30.329447
12,422400,1134750000,3199000000,1,28.172575
4,422400,1300500000,665600000,1,26.000196
4,422400,1300500000,2133000000,1,27.160925
4,422400,1300500000,3199000000,1,27.662151
8,422400,1300500000,665600000,1,26.785982
8,422400,1300500000,2133000000,1,28.620676
8,422400,1300500000,3199000000,1,28.534826
12,422400,1300500000,665600000,1,27.041609
12,422400,1300500000,2133000000,1,34.013523
12,422400,1300500000,3199000000,1,33.093884
4,729600,114750000,665600000,1,15.972834
4,729600,114750000,2133000000,1,17.373388
4,729600,114750000,3199000000,1,17.860794
8,729600,114750000,665600000,1,16.042526
8,729600,114750000,2133000000,1,17.466162
8,729600,114750000,3199000000,1,17.814295
12,729600,114750000,665600000,1,16.081318
12,729600,114750000,2133000000,1,17.296988
12,729600,114750000,3199000000,1,17.698652
4,729600,318750000,665600000,1,19.121256
4,729600,318750000,2133000000,1,19.561205
4,729600,318750000,3199000000,1,19.59675
8,729600,318750000,665600000,1,19.350573
8,729600,318750000,2133000000,1,20.99928
8,729600,318750000,3199000000,1,21.449957
12,729600,318750000,665600000,1,19.324926
12,729600,318750000,2133000000,1,21.253092
12,729600,318750000,3199000000,1,23.591429
4,729600,522750000,665600000,1,19.510223
4,729600,522750000,2133000000,1,29.456198
4,729600,522750000,3199000000,1,25.965971
8,729600,522750000,665600000,1,19.743603
8,729600,522750000,2133000000,1,25.810154
8,729600,522750000,3199000000,1,26.351349
12,729600,522750000,665600000,1,19.966856
12,729600,522750000,2133000000,1,24.651386
12,729600,522750000,3199000000,1,27.088861
4,729600,726750000,665600000,1,19.937962
4,729600,726750000,2133000000,1,33.123543
