powermode,bs,observed_time,predicted_time,observed_power,predicted_power
4_422400_114750000_665600000,1,12.71724796295166,9.636883,13.19,14.277422
4_422400_114750000_2133000000,1,15.813504219055176,10.168931,14.105,14.646561
4_422400_114750000_3199000000,1,12.006415843963625,10.642159,14.81,14.811188
8_422400_114750000_665600000,1,11.575360298156738,10.180437,13.598,14.225914
8_422400_114750000_2133000000,1,11.393919944763184,10.112903,14.606,14.62751
8_422400_114750000_3199000000,1,11.3645920753479,10.1661,14.911,14.860094
12_422400_114750000_665600000,1,11.383920192718506,10.603813,13.59,14.18964
12_422400_114750000_2133000000,1,11.35430383682251,9.983606,14.608,14.606548
12_422400_114750000_3199000000,1,11.280352115631104,9.653351,15.311,15.080805
4_422400_318750000_665600000,1,8.70795202255249,7.0144672,13.592,14.417585
4_422400_318750000_2133000000,1,7.8600640296936035,6.908139,17.613,14.77545
4_422400_318750000_3199000000,1,8.174015998840332,7.453525,15.312,14.889334
8_422400_318750000_665600000,1,8.47716760635376,7.722248,13.994,14.3983345
8_422400_318750000_2133000000,1,7.562623977661133,7.0420694,18.616,14.808619
8_422400_318750000_3199000000,1,7.8886559009552,6.9151077,15.713,15.098234
12_422400_318750000_665600000,1,9.440256118774414,8.575372,14.103,14.424078
12_422400_318750000_2133000000,1,6.598527908325195,7.817847,18.62,14.906147
12_422400_318750000_3199000000,1,7.891936063766479,7.352899,16.118,15.752708
4_422400_522750000_665600000,1,8.494527816772461,6.1635647,13.693,14.808077
4_422400_522750000_2133000000,1,6.6285600662231445,5.553858,17.613,15.3499565
4_422400_522750000_3199000000,1,7.17960000038147,5.5958767,15.719,15.628675
8_422400_522750000_665600000,1,8.33729600906372,7.078519,13.893,14.748926
8_422400_522750000_2133000000,1,7.519935846328735,6.659032,18.013,15.864136
8_422400_522750000_3199000000,1,7.024991989135742,6.318385,16.115,16.757338
12_422400_522750000_665600000,1,8.15771198272705,7.3179693,13.994,15.024172
12_422400_522750000_2133000000,1,6.5885279178619385,7.7128477,18.62,16.585232
12_422400_522750000_3199000000,1,7.061455965042114,7.6551375,16.118,16.901852
4_422400_726750000_665600000,1,8.227807998657227,6.3167143,13.994,15.562006
4_422400_726750000_2133000000,1,6.621871948242188,5.53055,18.229,17.780043
4_422400_726750000_3199000000,1,6.8523359298706055,5.255234,16.017,17.511267
8_422400_726750000_665600000,1,8.301392078399658,6.472047,14.799,15.800898
8_422400_726750000_2133000000,1,7.616560220718384,6.9950137,18.015,17.397955
8_422400_726750000_3199000000,1,6.941920042037964,7.267137,16.52,17.306164
12_422400_726750000_665600000,1,8.234399795532227,6.658556,14.194,16.034594
12_422400_726750000_2133000000,1,6.663136005401611,7.9538097,18.418,17.316599
12_422400_726750000_3199000000,1,6.844528198242188,8.037027,15.402,17.051308
4_422400_930750000_665600000,1,9.170159816741943,6.2010818,15.11,16.23847
4_422400_930750000_2133000000,1,8.94655990600586,6.1951046,17.613,18.69332
4_422400_930750000_3199000000,1,7.835135936737059,5.9012346,16.62,17.920347
8_422400_930750000_665600000,1,8.206480026245117,6.274883,15.611,16.262146
8_422400_930750000_2133000000,1,7.598016023635864,6.870567,17.816,17.937119
8_422400_930750000_3199000000,1,7.537535905838013,7.3735695,17.123,17.466572
12_422400_930750000_665600000,1,8.108528137207031,6.409026,15.611,16.388752
12_422400_930750000_2133000000,1,6.550591945648193,7.8585215,18.519,17.28123
12_422400_930750000_3199000000,1,8.803391933441162,8.269593,17.119,17.14273
4_422400_1134750000_665600000,1,8.982160091400146,6.1147594,16.01,16.660444
4_422400_1134750000_2133000000,1,7.818287849426269,6.2855015,18.218,18.520414
4_422400_1134750000_3199000000,1,7.617712020874023,6.249681,18.024,18.280062
8_422400_1134750000_665600000,1,8.388128280639648,6.1192293,15.901,16.679916
8_422400_1134750000_2133000000,1,8.7882080078125,6.7350235,18.622,17.784113
8_422400_1134750000_3199000000,1,6.401792049407959,6.8584094,17.725,17.783247
12_422400_1134750000_665600000,1,8.125376224517822,6.080064,16.505,16.80361
12_422400_1134750000_2133000000,1,7.469135999679565,6.859114,18.418,17.436842
12_422400_1134750000_3199000000,1,6.343439817428589,6.9357862,18.323,17.749294
4_422400_1300500000_665600000,1,8.285423755645752,5.9533663,17.216,17.636444
4_422400_1300500000_2133000000,1,7.731264114379883,6.258004,17.611,18.67374
4_422400_1300500000_3199000000,1,6.401792049407959,6.224821,19.231,18.881124
8_422400_1300500000_665600000,1,8.175007820129395,5.911478,17.715,17.61443
8_422400_1300500000_2133000000,1,6.702751874923706,6.521782,18.629,18.240637
8_422400_1300500000_3199000000,1,6.402912139892578,6.536995,20.039,18.838945
12_422400_1300500000_665600000,1,7.985904216766357,5.834387,17.614,17.623026
12_422400_1300500000_2133000000,1,7.500447988510132,6.1679015,18.015,18.261292
12_422400_1300500000_3199000000,1,6.377967834472656,6.0873213,19.131,18.824114
4_729600_114750000_665600000,1,10.216415882110596,8.74105,13.903,14.3410015
4_729600_114750000_2133000000,1,9.366288185119627,9.273565,14.814,14.724541
4_729600_114750000_3199000000,1,9.737200260162354,9.678524,15.817,14.870451
8_729600_114750000_665600000,1,9.480192184448242,9.253683,14.303,14.296038
8_729600_114750000_2133000000,1,9.300015926361084,9.065065,15.308,14.723034
8_729600_114750000_3199000000,1,9.276240348815918,9.17461,16.016,15.08156
12_729600_114750000_665600000,1,9.554368019104004,9.5260935,14.305,14.27692
12_729600_114750000_2133000000,1,9.340047836303713,9.069178,15.311,14.775484
12_729600_114750000_3199000000,1,9.41812801361084,8.818819,16.016,15.529215
4_729600_318750000_665600000,1,6.970495939254761,5.422888,14.909,14.552681
4_729600_318750000_2133000000,1,4.782480001449585,5.3118477,20.737,15.030554
4_729600_318750000_3199000000,1,5.550784111022949,5.943226,16.421,15.055664
8_729600_318750000_665600000,1,6.139024019241333,5.789999,14.103,14.56719
8_729600_318750000_2133000000,1,4.336496114730835,5.137884,20.741,15.308289
8_729600_318750000_3199000000,1,5.503632068634033,5.222992,17.123,15.7875595
12_729600_318750000_665600000,1,6.129999876022339,6.1548357,14.909,14.604841
12_729600_318750000_2133000000,1,4.285168170928955,5.5706816,20.741,15.934519
12_729600_318750000_3199000000,1,5.475359916687012,5.166353,17.123,16.639349
4_729600_522750000_665600000,1,6.0938401222229,5.1297507,15.312,15.194382
4_729600_522750000_2133000000,1,4.527408123016357,4.618748,20.342,16.559402
4_729600_522750000_3199000000,1,4.896687984466553,4.729617,17.424,17.09072
8_729600_522750000_665600000,1,6.038735866546631,5.2473345,15.306,15.258123
8_729600_522750000_2133000000,1,4.274048089981079,4.7752123,20.74,17.00825
8_729600_522750000_3199000000,1,4.761312007904053,4.420523,17.525,17.590538
12_729600_522750000_665600000,1,5.900048017501831,5.3815155,15.309,15.742125
12_729600_522750000_2133000000,1,4.286384105682373,4.9899225,20.744,17.50638
12_729600_522750000_3199000000,1,4.730096101760864,4.98259,17.424,17.589415
4_729600_726750000_665600000,1,5.813503980636597,5.2749805,15.711,15.956696
4_729600_726750000_2133000000,1,4.320511817932129,4.491899,20.338,19.448776
4_729600_726750000_3199000000,1,4.4340479373931885,4.531493,18.228,18.2884
8_729600_726750000_665600000,1,5.906351804733276,5.2391987,15.711,16.085325
8_729600_726750000_2133000000,1,4.404927968978882,4.8636894,20.74,18.522165
8_729600_726750000_3199000000,1,4.402384042739868,4.47108,18.228,18.173475
12_729600_726750000_665600000,1,5.936768054962158,5.5074883,15.711,16.229439
12_729600_726750000_2133000000,1,4.3023841381073,6.220682,20.74,18.36672
12_729600_726750000_3199000000,1,4.397135972976685,4.907774,18.228,17.752527
4_729600_930750000_665600000,1,6.281919956207275,5.497368,16.515,16.441004
4_729600_930750000_2133000000,1,4.41481614112854,4.7403893,20.741,19.954863
4_729600_930750000_3199000000,1,4.846704006195068,4.5298896,19.036,18.896772
8_729600_930750000_665600000,1,5.835391998291016,5.4540963,16.917,16.477386
8_729600_930750000_2133000000,1,4.2870399951934814,5.156414,20.732,18.872343
8_729600_930750000_3199000000,1,4.229648113250732,5.1519465,19.036,18.447943
12_729600_930750000_665600000,1,5.928319931030273,5.775336,16.917,16.543945
12_729600_930750000_2133000000,1,4.269599914550781,5.8313265,20.44,18.141994
12_729600_930750000_3199000000,1,4.196767807006836,4.3142967,19.032,18.05831
4_729600_1134750000_665600000,1,6.203807830810547,5.4861317,17.721,17.022224
4_729600_1134750000_2133000000,1,4.415024042129517,5.121113,20.74,19.253181
4_729600_1134750000_3199000000,1,4.21779203414917,4.86859,20.34,19.563366
8_729600_1134750000_665600000,1,5.873536109924316,5.690814,17.721,17.210058
8_729600_1134750000_2133000000,1,4.2562878131866455,5.555552,20.737,18.763077
8_729600_1134750000_3199000000,1,4.125679969787598,5.1400895,20.239,19.339792
12_729600_1134750000_665600000,1,5.869120121002197,5.762487,18.123,17.562336
12_729600_1134750000_2133000000,1,4.2872161865234375,5.2298346,20.744,18.786005
12_729600_1134750000_3199000000,1,4.121040105819702,3.8923097,20.239,19.440409
4_729600_1300500000_665600000,1,5.767552137374878,5.5760136,18.928,18.26919
4_729600_1300500000_2133000000,1,4.500319957733154,5.329329,19.527,19.953526
4_729600_1300500000_3199000000,1,4.18176007270813,5.1479263,21.847,20.669138
8_729600_1300500000_665600000,1,5.827632188796997,5.7267785,19.334,18.49967
8_729600_1300500000_2133000000,1,4.328336000442505,5.656131,20.731,19.879326
8_729600_1300500000_3199000000,1,4.079360008239746,4.9949813,21.743,20.705322
12_729600_1300500000_665600000,1,5.766639947891235,5.655197,19.33,18.816015
12_729600_1300500000_2133000000,1,4.294255971908569,5.1257887,20.727,19.904957
12_729600_1300500000_3199000000,1,4.063424110412598,4.2709627,21.852,20.582945
4_1036800_114750000_665600000,1,9.29478406906128,8.196758,14.306,14.400572
4_1036800_114750000_2133000000,1,8.74678373336792,8.689116,15.313,14.794964
4_1036800_114750000_3199000000,1,8.872591972351074,8.996386,16.019,15.02043
8_1036800_114750000_665600000,1,8.906192302703857,8.619909,14.303,14.367723
8_1036800_114750000_2133000000,1,9.01807975769043,8.449751,15.313,14.886013
8_1036800_114750000_3199000000,1,8.779600143432617,8.540943,15.814,15.549576
12_1036800_114750000_665600000,1,9.070816040039062,8.722994,13.499,14.360838
12_1036800_114750000_2133000000,1,8.932991981506348,8.40425,15.311,15.349422
12_1036800_114750000_3199000000,1,8.704544067382812,8.285386,16.016,16.028158
4_1036800_318750000_665600000,1,5.730480194091797,4.837557,15.514,14.808996
4_1036800_318750000_2133000000,1,3.656160116195679,4.62964,21.951,15.733309
4_1036800_318750000_3199000000,1,5.098560094833374,4.5900884,17.932,15.611498
8_1036800_318750000_665600000,1,5.22544002532959,5.0595975,15.514,14.884188
8_1036800_318750000_2133000000,1,3.44052791595459,3.9555068,22.352,16.236435
8_1036800_318750000_3199000000,1,4.585312128067017,3.9526124,17.932,16.66926
12_1036800_318750000_665600000,1,5.23419189453125,5.1900687,15.615,15.057426
12_1036800_318750000_2133000000,1,3.344480037689209,4.241734,22.85,16.902836
12_1036800_318750000_3199000000,1,4.6141440868377686,3.8642519,17.929,17.620432
4_1036800_522750000_665600000,1,4.955008029937744,5.117062,15.514,15.701437
4_1036800_522750000_2133000000,1,3.5400320291519165,4.2264547,22.358,18.69317
4_1036800_522750000_3199000000,1,4.098543882369995,3.648744,18.335,18.095015
8_1036800_522750000_665600000,1,5.125759840011597,4.8841457,16.014,15.825163
8_1036800_522750000_2133000000,1,3.806143999099731,3.6023602,22.347,18.887781
8_1036800_522750000_3199000000,1,3.864527940750122,3.6414433,18.331,18.464087
12_1036800_522750000_665600000,1,5.057055950164795,4.88258,16.014,16.059004
12_1036800_522750000_2133000000,1,3.3510719537734985,3.5796435,22.855,19.25569
12_1036800_522750000_3199000000,1,3.809664011001587,3.6639068,18.737,18.59194
4_1036800_726750000_665600000,1,4.884640216827393,5.0678287,16.319,16.27955
4_1036800_726750000_2133000000,1,3.627408027648926,4.25354,22.353,20.953619
4_1036800_726750000_3199000000,1,3.771631956100464,3.8290696,19.538,19.12146
8_1036800_726750000_665600000,1,5.138911962509155,4.797224,16.214,16.344471
8_1036800_726750000_2133000000,1,3.378592014312744,3.483736,22.352,20.171188
8_1036800_726750000_3199000000,1,3.4887359142303467,3.3133059,19.538,19.195877
12_1036800_726750000_665600000,1,4.944816112518311,4.8185287,16.818,16.484951
12_1036800_726750000_2133000000,1,3.4314080476760864,3.3423133,20.542,19.911644
12_1036800_726750000_3199000000,1,3.551103949546814,3.106239,19.943,18.98217
4_1036800_930750000_665600000,1,5.065776109695435,4.918328,17.525,16.61636
4_1036800_930750000_2133000000,1,3.349552035331726,4.1545033,21.951,21.51286
4_1036800_930750000_3199000000,1,3.435392022132873,3.1753082,20.245,19.942678
8_1036800_930750000_665600000,1,5.015712022781372,4.849743,17.626,16.90993
8_1036800_930750000_2133000000,1,3.4892479181289677,3.1180143,22.352,19.81008
