observed_time,observed_power,powermode,predicted_time,predicted_power
216.4098892211914,22.8145,4_422400_1300500000_2133000000,305.8784,25.699232
257.0151062011719,22.572,4_422400_1300500000_3199000000,285.08035,31.153877
299.54026794433594,22.17,4_422400_1300500000_665600000,306.90042,23.32969
254.65528106689453,20.8105,4_422400_1134750000_2133000000,304.57925,24.074755
233.5823974609375,20.463,4_422400_1134750000_3199000000,292.16675,27.793627
321.8199157714844,19.9095,4_422400_1134750000_665600000,307.6149,22.000092
223.89307403564453,19.658,4_422400_930750000_2133000000,297.76007,22.390486
246.2022399902344,20.26,4_422400_930750000_3199000000,294.42926,24.85475
307.8478393554687,18.16,4_422400_930750000_665600000,307.67572,20.500572
269.4684600830078,18.354,4_422400_726750000_2133000000,289.72137,20.790295
234.70497131347656,18.861,4_422400_726750000_3199000000,288.59943,22.75367
297.3668975830078,17.655,4_422400_726750000_665600000,307.39056,19.083576
272.3877716064453,18.46,4_422400_522750000_2133000000,281.75616,19.232178
249.1538848876953,18.46,4_422400_522750000_3199000000,279.81677,21.047428
327.63243103027344,16.757,4_422400_522750000_665600000,307.36493,17.710474
265.78790283203125,17.7705,4_422400_318750000_2133000000,285.85638,17.776716
259.8197479248047,19.479,4_422400_318750000_3199000000,282.44855,19.366407
316.5086364746094,16.356,4_422400_318750000_665600000,317.1353,16.405
486.1803588867188,15.755,4_422400_114750000_2133000000,457.21402,15.779252
481.3995361328125,16.568,4_422400_114750000_3199000000,459.3143,16.662943
492.6370391845703,14.751,4_422400_114750000_665600000,459.29977,15.015188
160.97466278076172,26.981,4_729600_1300500000_2133000000,181.1558,27.174452
140.19872283935547,27.884,4_729600_1300500000_3199000000,168.7248,33.629284
207.38766479492188,24.783,4_729600_1300500000_665600000,208.27213,23.689554
145.0573272705078,24.3245,4_729600_1134750000_2133000000,176.82095,24.966797
135.07150268554688,27.5705,4_729600_1134750000_3199000000,166.23831,29.84276
210.9974594116211,22.383,4_729600_1134750000_665600000,207.37508,22.405052
149.959716796875,24.271,4_729600_930750000_2133000000,171.39993,23.046814
140.90462493896484,24.07,4_729600_930750000_3199000000,168.67557,26.439716
209.170654296875,21.176,4_729600_930750000_665600000,207.42708,20.853199
168.8600616455078,21.062,4_729600_726750000_2133000000,167.60866,21.349525
148.42523193359375,22.7675,4_729600_726750000_3199000000,169.54987,23.732508
212.9913101196289,19.0205,4_729600_726750000_665600000,211.11472,19.392075
158.8623504638672,20.863,4_729600_522750000_2133000000,167.02306,19.704943
155.81902313232422,23.274,4_729600_522750000_3199000000,168.37733,21.786713
220.56670379638672,18.77,4_729600_522750000_665600000,216.96072,17.998922
189.643669128418,19.378,4_729600_318750000_2133000000,185.6189,18.152637
186.0316162109375,21.587,4_729600_318750000_3199000000,184.75461,20.083506
248.16146087646484,17.763,4_729600_318750000_665600000,237.28726,16.659065
472.6338653564453,16.156,4_729600_114750000_2133000000,442.61942,15.978342
470.8198394775391,16.919,4_729600_114750000_3199000000,444.9899,17.05243
477.5552520751953,15.152,4_729600_114750000_665600000,428.16168,15.113206
120.99827194213869,31.902,4_1036800_1300500000_2133000000,127.67456,29.274055
109.37750244140624,32.689,4_1036800_1300500000_3199000000,122.74994,36.22262
212.487533569336,24.9855,4_1036800_1300500000_665600000,196.83582,24.150837
108.16624069213869,29.9895,4_1036800_1134750000_2133000000,125.75404,26.547276
98.16407775878906,30.785,4_1036800_1134750000_3199000000,121.26517,32.339447
200.45238494873047,23.382,4_1036800_1134750000_665600000,197.18268,22.845999
112.71524810791016,26.08,4_1036800_930750000_2133000000,125.602554,23.938763
108.60142517089844,26.181,4_1036800_930750000_3199000000,119.58359,28.508005
202.09288024902344,21.377,4_1036800_930750000_665600000,198.82365,21.2761
113.7094383239746,25.174,4_1036800_726750000_2133000000,123.87372,22.07973
108.50935745239258,26.779,4_1036800_726750000_3199000000,119.86383,25.303291
206.58995056152344,19.774,4_1036800_726750000_665600000,203.04303,19.751686
123.79913711547852,23.988,4_1036800_522750000_2133000000,128.43446,20.373026
120.35479736328126,25.08,4_1036800_522750000_3199000000,125.21707,22.70903
215.26022338867188,18.875,4_1036800_522750000_665600000,210.17416,18.32034
180.6045455932617,20.282,4_1036800_318750000_2133000000,177.60966,18.695702
178.1174545288086,21.683,4_1036800_318750000_3199000000,175.22482,20.831532
242.17537689208984,17.771,4_1036800_318750000_665600000,228.94466,16.941698
468.74708557128906,16.153,4_1036800_114750000_2133000000,443.47723,16.22423
467.2273406982422,16.966,4_1036800_114750000_3199000000,444.82037,17.457289
474.093994140625,15.25,4_1036800_114750000_665600000,430.3676,15.249182
92.41820526123048,35.0945,4_1344000_1300500000_2133000000,97.21741,31.856333
84.97110366821289,38.013,4_1344000_1300500000_3199000000,95.32718,39.01344
192.66913604736328,25.886,4_1344000_1300500000_665600000,194.46155,24.796648
91.04633712768556,32.5905,4_1344000_1134750000_2133000000,99.828,28.498844
83.3569564819336,34.7475,4_1344000_1134750000_3199000000,92.28819,35.006416
196.6499938964844,23.881,4_1344000_1134750000_665600000,195.30682,23.33897
91.30883407592772,29.491,4_1344000_930750000_2133000000,105.89502,25.41519
82.6652946472168,32.441,4_1344000_930750000_3199000000,89.592606,30.644924
199.3365936279297,22.177,4_1344000_930750000_665600000,197.12326,21.717731
100.97295761108398,26.377,4_1344000_726750000_2133000000,109.23027,22.93171
88.02968215942383,30.289,4_1344000_726750000_3199000000,98.82074,27.198631
203.57734680175784,20.171,4_1344000_726750000_665600000,200.98676,20.175663
117.13849258422852,24.185,4_1344000_522750000_2133000000,122.12828,21.117752
113.05598068237305,26.681,4_1344000_522750000_3199000000,117.59958,24.171206
214.160270690918,18.975,4_1344000_522750000_665600000,208.2352,18.69316
178.1022720336914,20.679,4_1344000_318750000_2133000000,174.20886,19.407713
175.31671905517578,22.134,4_1344000_318750000_3199000000,173.34216,21.481775
240.88265991210932,17.7725,4_1344000_318750000_665600000,226.55417,17.26432
467.22698974609375,16.159,4_1344000_114750000_2133000000,444.89792,16.579262
465.8439331054688,16.972,4_1344000_114750000_3199000000,446.12738,17.882755
472.1979675292969,15.255,4_1344000_114750000_665600000,433.00485,15.414228
77.77385711669922,38.9635,4_1651200_1300500000_2133000000,86.02525,34.605682
67.39764785766602,42.6635,4_1651200_1300500000_3199000000,81.70143,41.88135
191.3803329467773,25.892,4_1651200_1300500000_665600000,192.94281,26.178827
82.0834732055664,34.389,4_1651200_1134750000_2133000000,88.10396,30.673843
66.00761795043945,39.211,4_1651200_1134750000_3199000000,82.68797,37.83975
194.57232666015625,23.881,4_1651200_1134750000_665600000,194.50009,24.153412
87.8717155456543,29.885,4_1651200_930750000_2133000000,98.00897,27.189468
