cores,cpu,gpu,mem,bs,predicted_power
4,729600,1300500000,3199000000,4,20.572638
8,729600,1300500000,665600000,4,18.347109
8,729600,1300500000,2133000000,4,19.804947
8,729600,1300500000,3199000000,4,20.691965
12,729600,1300500000,665600000,4,18.729916
12,729600,1300500000,2133000000,4,19.812567
12,729600,1300500000,3199000000,4,20.497751
4,1036800,114750000,665600000,4,14.44104
4,1036800,114750000,2133000000,4,14.789122
4,1036800,114750000,3199000000,4,14.898701
8,1036800,114750000,665600000,4,14.362606
8,1036800,114750000,2133000000,4,14.828356
8,1036800,114750000,3199000000,4,15.468918
12,1036800,114750000,665600000,4,14.335455
12,1036800,114750000,2133000000,4,15.179377
12,1036800,114750000,3199000000,4,16.018179
4,1036800,318750000,665600000,4,14.906315
4,1036800,318750000,2133000000,4,15.633448
4,1036800,318750000,3199000000,4,15.500301
8,1036800,318750000,665600000,4,15.008339
8,1036800,318750000,2133000000,4,15.9851055
8,1036800,318750000,3199000000,4,16.557735
12,1036800,318750000,665600000,4,15.178614
12,1036800,318750000,2133000000,4,16.499302
12,1036800,318750000,3199000000,4,17.476772
4,1036800,522750000,665600000,4,15.751781
4,1036800,522750000,2133000000,4,17.002731
4,1036800,522750000,3199000000,4,17.861586
8,1036800,522750000,665600000,4,15.861109
8,1036800,522750000,2133000000,4,17.11711
8,1036800,522750000,3199000000,4,18.37909
12,1036800,522750000,665600000,4,16.066273
12,1036800,522750000,2133000000,4,17.750465
12,1036800,522750000,3199000000,4,18.53454
4,1036800,726750000,665600000,4,16.263124
4,1036800,726750000,2133000000,4,19.014788
4,1036800,726750000,3199000000,4,18.898405
8,1036800,726750000,665600000,4,16.350567
8,1036800,726750000,2133000000,4,18.37904
8,1036800,726750000,3199000000,4,19.10914
12,1036800,726750000,665600000,4,16.577192
12,1036800,726750000,2133000000,4,18.895842
12,1036800,726750000,3199000000,4,18.976976
4,1036800,930750000,665600000,4,16.632154
4,1036800,930750000,2133000000,4,19.90034
4,1036800,930750000,3199000000,4,19.761166
8,1036800,930750000,665600000,4,16.972504
8,1036800,930750000,2133000000,4,19.171543
8,1036800,930750000,3199000000,4,19.834587
12,1036800,930750000,665600000,4,17.177486
12,1036800,930750000,2133000000,4,19.101261
12,1036800,930750000,3199000000,4,19.717686
4,1036800,1134750000,665600000,4,17.532454
4,1036800,1134750000,2133000000,4,20.12794
4,1036800,1134750000,3199000000,4,21.20341
8,1036800,1134750000,665600000,4,18.071604
8,1036800,1134750000,2133000000,4,20.146265
8,1036800,1134750000,3199000000,4,21.281157
12,1036800,1134750000,665600000,4,18.63137
12,1036800,1134750000,2133000000,4,20.38573
12,1036800,1134750000,3199000000,4,21.113073
4,1036800,1300500000,665600000,4,18.928785
4,1036800,1300500000,2133000000,4,21.142727
4,1036800,1300500000,3199000000,4,22.514647
8,1036800,1300500000,665600000,4,19.618654
8,1036800,1300500000,2133000000,4,21.584827
8,1036800,1300500000,3199000000,4,22.45329
12,1036800,1300500000,665600000,4,20.184816
12,1036800,1300500000,2133000000,4,21.468401
12,1036800,1300500000,3199000000,4,22.190386
4,1344000,114750000,665600000,4,14.545628
4,1344000,114750000,2133000000,4,14.943394
4,1344000,114750000,3199000000,4,15.348158
8,1344000,114750000,665600000,4,14.502476
8,1344000,114750000,2133000000,4,15.443701
8,1344000,114750000,3199000000,4,16.053175
12,1344000,114750000,665600000,4,14.510414
12,1344000,114750000,2133000000,4,15.795963
12,1344000,114750000,3199000000,4,16.239805
4,1344000,318750000,665600000,4,15.441122
4,1344000,318750000,2133000000,4,16.234152
4,1344000,318750000,3199000000,4,16.116014
8,1344000,318750000,665600000,4,15.574421
8,1344000,318750000,2133000000,4,16.699772
8,1344000,318750000,3199000000,4,17.921177
