powermode,bs,observed_time,predicted_time,observed_power,predicted_power
4_422400_114750000_665600000,1,96.06263732910156,126.27708,11.742,13.12758
4_422400_114750000_2133000000,1,77.34899520874023,68.80002,12.743,13.288045
4_422400_114750000_3199000000,1,88.51374435424805,80.063705,13.348,14.827374
8_422400_114750000_665600000,1,77.94134140014648,140.80385,12.141,12.772447
8_422400_114750000_2133000000,1,75.15447998046875,113.92588,13.0965,12.140754
8_422400_114750000_3199000000,1,74.28108978271484,121.726685,13.648,13.754006
12_422400_114750000_665600000,1,77.83489608764648,224.62363,12.143,14.542121
12_422400_114750000_2133000000,1,75.81702423095703,216.29047,13.046,13.556505
12_422400_114750000_3199000000,1,73.92974472045898,213.29622,13.648,14.650202
4_422400_318750000_665600000,1,82.1129150390625,101.96506,12.093,12.439753
4_422400_318750000_2133000000,1,76.69097900390625,61.869015,15.052,11.654334
4_422400_318750000_3199000000,1,75.94931411743164,58.194748,13.648,13.035217
8_422400_318750000_665600000,1,78.58438491821289,88.17566,12.444,12.927014
8_422400_318750000_2133000000,1,74.10641479492188,53.02345,12.996,11.261264
8_422400_318750000_3199000000,1,75.93458938598633,48.13638,14.049,12.430108
12_422400_318750000_665600000,1,76.8740005493164,119.5152,12.444,15.184865
12_422400_318750000_2133000000,1,88.77193832397461,90.14653,12.946,13.3365965
12_422400_318750000_3199000000,1,73.17814254760742,83.31892,14.049,13.8706045
4_422400_522750000_665600000,1,81.39763259887695,105.64341,12.043,12.60732
4_422400_522750000_2133000000,1,85.73428726196289,77.33635,15.052,10.811506
4_422400_522750000_3199000000,1,76.83048248291016,62.62079,13.648,11.72281
8_422400_522750000_665600000,1,77.86061096191406,84.22392,12.444,13.70881
8_422400_522750000_2133000000,1,75.32596969604492,48.50058,13.347,11.400011
8_422400_522750000_3199000000,1,74.82104110717773,41.682434,14.0495,11.923533
12_422400_522750000_665600000,1,77.00621032714844,93.00728,12.444,16.122662
12_422400_522750000_2133000000,1,74.25305557250977,70.77271,13.396,14.130126
12_422400_522750000_3199000000,1,74.36775970458984,59.72576,13.949,14.266162
4_422400_726750000_665600000,1,92.15825653076172,124.83287,12.444,13.960544
4_422400_726750000_2133000000,1,77.94225311279297,91.801216,15.453,11.808089
4_422400_726750000_3199000000,1,89.88648223876953,68.43051,14.049,12.26095
8_422400_726750000_665600000,1,77.41061019897461,94.007965,12.895,15.618632
8_422400_726750000_2133000000,1,75.31649780273438,59.072083,13.397,13.43275
8_422400_726750000_3199000000,1,75.06505584716797,43.61242,14.4,13.402281
12_422400_726750000_665600000,1,75.9216194152832,98.31747,12.845,18.303259
12_422400_726750000_2133000000,1,73.6836166381836,64.444824,13.397,16.67218
12_422400_726750000_3199000000,1,73.03883361816406,51.09684,14.45,16.305115
4_422400_930750000_665600000,1,79.68915176391602,145.97023,12.845,16.375051
4_422400_930750000_2133000000,1,76.11337661743164,110.099686,15.003,14.297028
4_422400_930750000_3199000000,1,75.5682373046875,78.39157,14.852,14.610559
8_422400_930750000_665600000,1,76.85591888427734,113.78578,13.246,18.227585
8_422400_930750000_2133000000,1,74.34774398803711,75.65717,14.199,16.377432
8_422400_930750000_3199000000,1,73.19867324829102,50.926414,14.802,16.021212
12_422400_930750000_665600000,1,75.4709587097168,105.472626,13.246,21.156775
12_422400_930750000_2133000000,1,75.8255844116211,71.119606,14.249,19.756058
12_422400_930750000_3199000000,1,72.2010726928711,53.44886,14.752,19.187523
4_422400_1134750000_665600000,1,80.54753494262695,168.34593,13.648,19.231647
4_422400_1134750000_2133000000,1,80.15729522705078,130.30656,15.2525,17.336891
4_422400_1134750000_3199000000,1,78.43262481689453,94.93109,15.253,17.331358
8_422400_1134750000_665600000,1,77.94019317626953,136.88727,14.046,21.176334
8_422400_1134750000_2133000000,1,75.58480072021484,94.55119,14.551,19.48912
8_422400_1134750000_3199000000,1,75.63764953613281,63.112663,15.654,18.988995
12_422400_1134750000_665600000,1,76.47857666015625,119.97331,14.099,24.276257
12_422400_1134750000_2133000000,1,74.73087692260742,85.14468,14.502,22.886374
12_422400_1134750000_3199000000,1,72.43065643310547,62.10351,15.554,22.216785
4_422400_1300500000_665600000,1,79.96432113647461,187.16264,14.45,21.801682
4_422400_1300500000_2133000000,1,77.86743927001953,146.94539,15.453,20.006523
4_422400_1300500000_3199000000,1,76.39737701416016,109.5168,16.055,19.852646
8_422400_1300500000_665600000,1,76.45662689208984,156.01085,14.8495,23.80061
8_422400_1300500000_2133000000,1,74.4790267944336,109.82669,15.602,22.118868
8_422400_1300500000_3199000000,1,74.37670516967773,74.27693,16.403,21.502739
12_422400_1300500000_665600000,1,75.97905731201172,135.52449,14.848,26.857033
12_422400_1300500000_2133000000,1,73.63380813598633,97.17962,15.6535,25.43042
12_422400_1300500000_3199000000,1,73.76779174804688,71.08196,16.356,24.713661
4_729600_114750000_665600000,1,54.2656478881836,102.98882,12.6925,13.602936
4_729600_114750000_2133000000,1,49.45297622680664,50.065212,13.145,14.083109
4_729600_114750000_3199000000,1,50.399696350097656,63.909256,14.248,15.7083845
8_729600_114750000_665600000,1,50.78430366516113,107.31091,12.5405,12.665572
8_729600_114750000_2133000000,1,47.09246444702149,79.36783,13.1935,12.208583
8_729600_114750000_3199000000,1,45.05743980407715,74.55611,14.2965,14.125434
12_729600_114750000_665600000,1,50.27169609069824,196.14256,12.9415,14.273472
12_729600_114750000_2133000000,1,47.4016170501709,185.97673,13.645,13.366124
12_729600_114750000_3199000000,1,46.34395217895508,174.36354,14.398,14.713155
4_729600_318750000_665600000,1,51.825904846191406,77.872284,12.541,12.602151
4_729600_318750000_2133000000,1,49.11942481994629,46.17104,15.95,12.138858
4_729600_318750000_3199000000,1,50.79812812805176,43.727127,14.148,13.6549425
8_729600_318750000_665600000,1,50.27079963684082,63.012737,12.5925,12.58631
8_729600_318750000_2133000000,1,46.71801567077637,29.388851,13.546,10.902579
8_729600_318750000_3199000000,1,47.08902549743652,26.173622,14.147,12.485593
12_729600_318750000_665600000,1,48.55324745178223,98.10122,12.542,14.809568
12_729600_318750000_2133000000,1,46.810176849365234,68.41927,13.7465,13.013573
12_729600_318750000_3199000000,1,45.15780830383301,57.891792,14.148,13.79647
4_729600_522750000_665600000,1,53.96539306640625,85.58809,12.542,12.835829
4_729600_522750000_2133000000,1,48.47934341430664,59.084743,15.952,11.108393
4_729600_522750000_3199000000,1,46.79891204833984,48.04655,14.148,12.260934
8_729600_522750000_665600000,1,49.14412689208984,60.43222,12.541,13.392521
8_729600_522750000_2133000000,1,46.09624099731445,31.323313,13.545,11.144792
8_729600_522750000_3199000000,1,46.43916893005371,21.79832,14.0475,12.108633
12_729600_522750000_665600000,1,48.570512771606445,79.533356,12.542,16.04759
12_729600_522750000_2133000000,1,46.90956878662109,50.96556,13.7465,14.186816
12_729600_522750000_3199000000,1,45.04600143432617,36.048836,14.3485,14.2718
4_729600_726750000_665600000,1,52.71355247497559,105.467094,12.943,14.450426
4_729600_726750000_2133000000,1,52.011247634887695,75.61174,15.952,12.447787
4_729600_726750000_3199000000,1,51.33856010437012,54.3993,14.549,13.047332
8_729600_726750000_665600000,1,49.52969551086426,75.86143,13.043,15.673631
8_729600_726750000_2133000000,1,46.87363243103027,42.48845,13.947,13.635105
8_729600_726750000_3199000000,1,45.56587219238281,24.288994,14.549,13.843431
12_729600_726750000_665600000,1,49.66668701171875,83.31482,12.943,18.505962
12_729600_726750000_2133000000,1,46.78323173522949,47.16973,14.1475,17.009422
12_729600_726750000_3199000000,1,44.78734397888184,32.45976,14.549,16.601168
4_729600_930750000_665600000,1,56.24275207519531,127.61337,13.344,16.867512
4_729600_930750000_2133000000,1,49.1760311126709,94.41772,15.952,15.075273
4_729600_930750000_3199000000,1,51.3427848815918,64.635826,14.95,15.504146
8_729600_930750000_665600000,1,48.85451126098633,98.04324,13.344,18.482841
8_729600_930750000_2133000000,1,47.36747169494629,58.16275,14.348,16.677185
8_729600_930750000_3199000000,1,46.47646331787109,32.691563,15.351,16.462532
12_729600_930750000_665600000,1,48.67156791687012,90.41233,13.344,21.464294
12_729600_930750000_2133000000,1,46.4279670715332,57.32463,14.749,20.127962
12_729600_930750000_3199000000,1,45.88988876342773,35.76915,15.149,19.551973
4_729600_1134750000_665600000,1,55.92548751831055,150.70735,14.1965,19.78857
4_729600_1134750000_2133000000,1,48.74756813049317,114.59984,15.952,18.165756
4_729600_1134750000_3199000000,1,50.65214347839356,79.79249,15.752,18.244701
8_729600_1134750000_665600000,1,54.2623348236084,121.90462,14.146,21.693666
8_729600_1134750000_2133000000,1,49.904911041259766,77.283714,15.15,19.912745
8_729600_1134750000_3199000000,1,46.48198318481445,44.115887,15.752,19.479067
12_729600_1134750000_665600000,1,48.979679107666016,106.85573,13.946,24.604113
12_729600_1134750000_2133000000,1,47.0097599029541,69.9799,15.349,23.264177
12_729600_1134750000_3199000000,1,49.98228645324707,44.84088,15.749,22.617725
4_729600_1300500000_665600000,1,54.93009567260742,169.84981,14.948,22.41529
4_729600_1300500000_2133000000,1,48.46115112304688,131.46933,15.8015,20.841694
4_729600_1300500000_3199000000,1,50.09323120117188,94.32227,16.554,20.741924
8_729600_1300500000_665600000,1,48.96187210083008,140.97467,14.9465,24.379002
8_729600_1300500000_2133000000,1,46.52943992614746,93.37019,15.9505,22.670616
8_729600_1300500000_3199000000,1,45.07427215576172,55.319534,16.554,22.118942
12_729600_1300500000_665600000,1,48.54287910461426,123.15709,14.9465,27.226627
12_729600_1300500000_2133000000,1,46.25387191772461,81.190445,15.952,25.81342
12_729600_1300500000_3199000000,1,45.29587173461914,53.480713,16.955,25.13604
4_1036800_114750000_665600000,1,41.493295669555664,90.613495,12.7945,14.247372
4_1036800_114750000_2133000000,1,37.92540740966797,47.40957,13.747,14.948371
4_1036800_114750000_3199000000,1,38.833120346069336,58.505737,14.349,16.658792
8_1036800_114750000_665600000,1,39.44638442993164,78.61262,12.745,12.787669
