cores,cpu,gpu,mem,bs,predicted_time
4,422400,114750000,665600000,1,3113.7295
4,422400,114750000,2133000000,1,1719.7216
4,422400,114750000,3199000000,1,1516.0262
8,422400,114750000,665600000,1,3240.7134
8,422400,114750000,2133000000,1,2282.6218
8,422400,114750000,3199000000,1,2136.7908
12,422400,114750000,665600000,1,4548.656
12,422400,114750000,2133000000,1,3729.0085
12,422400,114750000,3199000000,1,3808.826
4,422400,318750000,665600000,1,1881.0345
4,422400,318750000,2133000000,1,723.1594
4,422400,318750000,3199000000,1,636.07715
8,422400,318750000,665600000,1,1733.9113
8,422400,318750000,2133000000,1,389.67834
8,422400,318750000,3199000000,1,283.61932
12,422400,318750000,665600000,1,2028.8021
12,422400,318750000,2133000000,1,709.5375
12,422400,318750000,3199000000,1,721.1092
4,422400,522750000,665600000,1,968.3662
4,422400,522750000,2133000000,1,450.62234
4,422400,522750000,3199000000,1,466.01965
8,422400,522750000,665600000,1,1120.7227
8,422400,522750000,2133000000,1,164.48311
8,422400,522750000,3199000000,1,145.08289
12,422400,522750000,665600000,1,1479.0428
12,422400,522750000,2133000000,1,445.62045
12,422400,522750000,3199000000,1,274.22424
4,422400,726750000,665600000,1,851.8288
4,422400,726750000,2133000000,1,323.24442
4,422400,726750000,3199000000,1,317.89316
8,422400,726750000,665600000,1,988.6721
8,422400,726750000,2133000000,1,198.14198
8,422400,726750000,3199000000,1,102.758125
12,422400,726750000,665600000,1,1358.7655
12,422400,726750000,2133000000,1,472.5584
12,422400,726750000,3199000000,1,258.67676
4,422400,930750000,665600000,1,1005.4231
4,422400,930750000,2133000000,1,336.90585
4,422400,930750000,3199000000,1,209.55309
8,422400,930750000,665600000,1,1135.5092
8,422400,930750000,2133000000,1,355.82544
8,422400,930750000,3199000000,1,136.76186
12,422400,930750000,665600000,1,1509.3613
12,422400,930750000,2133000000,1,664.3397
12,422400,930750000,3199000000,1,296.69345
4,422400,1134750000,665600000,1,1209.7968
4,422400,1134750000,2133000000,1,524.5649
4,422400,1134750000,3199000000,1,241.04182
8,422400,1134750000,665600000,1,1349.7715
8,422400,1134750000,2133000000,1,568.50684
8,422400,1134750000,3199000000,1,249.94962
12,422400,1134750000,665600000,1,1701.3517
12,422400,1134750000,2133000000,1,873.1356
12,422400,1134750000,3199000000,1,463.4176
4,422400,1300500000,665600000,1,1385.0271
4,422400,1300500000,2133000000,1,702.1824
4,422400,1300500000,3199000000,1,379.6303
8,422400,1300500000,665600000,1,1525.318
8,422400,1300500000,2133000000,1,753.2412
8,422400,1300500000,3199000000,1,407.33752
12,422400,1300500000,665600000,1,1858.6892
12,422400,1300500000,2133000000,1,1056.9668
12,422400,1300500000,3199000000,1,635.20776
4,729600,114750000,665600000,1,2779.4094
4,729600,114750000,2133000000,1,1469.5194
4,729600,114750000,3199000000,1,1525.3892
8,729600,114750000,665600000,1,2568.6082
8,729600,114750000,2133000000,1,1507.426
8,729600,114750000,3199000000,1,1498.3812
12,729600,114750000,665600000,1,3883.8848
12,729600,114750000,2133000000,1,3006.8171
12,729600,114750000,3199000000,1,3166.1536
4,729600,318750000,665600000,1,1572.4005
4,729600,318750000,2133000000,1,580.0331
4,729600,318750000,3199000000,1,552.0915
8,729600,318750000,665600000,1,1412.5997
8,729600,318750000,2133000000,1,58.97261
8,729600,318750000,3199000000,1,133.00479
12,729600,318750000,665600000,1,1737.275
12,729600,318750000,2133000000,1,464.74866
12,729600,318750000,3199000000,1,446.47482
4,729600,522750000,665600000,1,817.1736
4,729600,522750000,2133000000,1,359.8811
4,729600,522750000,3199000000,1,402.82245
8,729600,522750000,665600000,1,896.91266
8,729600,522750000,2133000000,1,24.39715
8,729600,522750000,3199000000,1,59.35502
12,729600,522750000,665600000,1,1320.2072
12,729600,522750000,2133000000,1,320.8284
12,729600,522750000,3199000000,1,145.39319
4,729600,726750000,665600000,1,811.778
4,729600,726750000,2133000000,1,277.582
4,729600,726750000,3199000000,1,283.1385
8,729600,726750000,665600000,1,882.6435
8,729600,726750000,2133000000,1,158.93901
