powermode,bs,predicted_time,predicted_power,observed_time,observed_power
12_422400_114750000_665600000,1,891.81165,15.473134,77.43120193481445,12.944
4_422400_522750000_665600000,1,216.87108,13.404712,77.87096500396729,12.743
8_422400_522750000_665600000,1,192.8025,15.023116,73.0600357055664,13.144
12_729600_114750000_665600000,1,752.04333,15.03953,70.67370414733887,13.4415
4_729600_318750000_665600000,1,195.29707,13.368825,52.35135555267334,13.8945
8_729600_318750000_665600000,1,180.82176,13.483629,51.07784271240234,13.944
4_729600_522750000_665600000,1,167.63338,13.881292,53.919076919555664,13.845
8_729600_522750000_665600000,1,148.00749,15.013224,49.39663410186768,13.945
12_1036800_114750000_665600000,1,620.01074,14.71593,69.72801685333252,13.445
4_1036800_318750000_665600000,1,173.23074,13.940557,46.697378158569336,13.9975
8_1344000_114750000_665600000,1,190.69267,13.968656,69.37694549560547,13.447
4_1344000_318750000_665600000,1,181.2451,15.043124,39.19720649719238,14.2505
12_1344000_318750000_2133000000,1,31.293425,14.381518,31.652331352233887,16.057
4_1344000_522750000_665600000,1,136.65303,15.943463,39.040565490722656,14.451
12_1344000_522750000_665600000,1,114.87739,19.026981,34.291863441467285,14.9015
12_1344000_522750000_2133000000,1,11.938375,17.781555,28.5634994506836,16.358
4_1344000_726750000_665600000,1,157.88574,18.369514,38.2840633392334,14.85
8_1651200_318750000_665600000,1,105.8498,14.830718,32.263755798339844,15.451
4_1651200_522750000_2133000000,1,77.82692,16.629648,27.045249938964844,16.957
8_1651200_522750000_665600000,1,65.35674,17.399424,31.9364070892334,15.852
8_1651200_522750000_2133000000,1,7.2176766,15.218343,25.20692348480225,17.459
8_1651200_522750000_3199000000,1,-0.16243955,16.728584,23.421049118041992,18.161
12_1651200_522750000_665600000,1,84.33259,19.580954,31.55601024627685,16.253
8_1651200_726750000_2133000000,1,23.463116,19.025372,25.15530586242676,17.759
4_1958400_318750000_665600000,1,250.38435,18.29357,32.79447555541992,15.351
8_1958400_522750000_3199000000,1,11.881897,18.845768,20.61474323272705,19.565
12_1958400_522750000_2133000000,1,-1.783174,19.410452,21.645307540893555,18.662
12_1958400_522750000_3199000000,1,-10.741218,20.165018,19.838452339172363,20.467
4_1958400_930750000_3199000000,1,78.48737,24.179089,22.00508117675781,18.259
8_2201600_522750000_2133000000,1,34.612106,18.91187,20.13683319091797,19.66
8_2201600_726750000_3199000000,1,31.218529,22.958172,18.8596248626709,21.166
12_2201600_726750000_2133000000,1,6.678424,24.43998,19.80733871459961,20.762
12_2201600_726750000_3199000000,1,-7.2392316,24.814201,18.24653148651123,22.5205
12_2201600_930750000_3199000000,1,3.0726492,28.837769,18.141746520996094,23.623
8_2201600_1134750000_3199000000,1,57.364544,30.288794,17.80104637145996,24.375
