cores,cpu,gpu,mem,predicted_time
4.0,422400.0,114750000.0,665600000.0,506.00095
4.0,422400.0,114750000.0,2133000000.0,465.18863
4.0,422400.0,114750000.0,3199000000.0,483.5446
4.0,422400.0,318750000.0,665600000.0,285.6498
4.0,422400.0,318750000.0,2133000000.0,219.92987
4.0,422400.0,318750000.0,3199000000.0,221.19882
4.0,422400.0,522750000.0,665600000.0,257.43942
4.0,422400.0,522750000.0,2133000000.0,186.37265
4.0,422400.0,522750000.0,3199000000.0,156.78853
4.0,422400.0,726750000.0,665600000.0,250.49826
4.0,422400.0,726750000.0,2133000000.0,190.63602
4.0,422400.0,726750000.0,3199000000.0,170.45175
4.0,422400.0,930750000.0,665600000.0,247.62738
4.0,422400.0,930750000.0,2133000000.0,198.16719
4.0,422400.0,930750000.0,3199000000.0,209.3341
4.0,422400.0,1134750000.0,665600000.0,248.6578
4.0,422400.0,1134750000.0,2133000000.0,208.69702
4.0,422400.0,1134750000.0,3199000000.0,246.92477
4.0,422400.0,1300500000.0,665600000.0,248.75473
4.0,422400.0,1300500000.0,2133000000.0,225.79025
4.0,422400.0,1300500000.0,3199000000.0,274.76956
4.0,729600.0,114750000.0,665600000.0,492.18857
4.0,729600.0,114750000.0,2133000000.0,450.4611
4.0,729600.0,114750000.0,3199000000.0,472.7855
4.0,729600.0,318750000.0,665600000.0,265.50015
4.0,729600.0,318750000.0,2133000000.0,195.12979
4.0,729600.0,318750000.0,3199000000.0,203.74522
4.0,729600.0,522750000.0,665600000.0,236.95645
4.0,729600.0,522750000.0,2133000000.0,153.99948
4.0,729600.0,522750000.0,3199000000.0,132.6473
4.0,729600.0,726750000.0,665600000.0,230.75285
4.0,729600.0,726750000.0,2133000000.0,159.47955
4.0,729600.0,726750000.0,3199000000.0,131.47559
4.0,729600.0,930750000.0,665600000.0,227.06503
4.0,729600.0,930750000.0,2133000000.0,164.76315
4.0,729600.0,930750000.0,3199000000.0,148.88412
4.0,729600.0,1134750000.0,665600000.0,227.7089
4.0,729600.0,1134750000.0,2133000000.0,169.92944
4.0,729600.0,1134750000.0,3199000000.0,189.45499
4.0,729600.0,1300500000.0,665600000.0,229.11484
4.0,729600.0,1300500000.0,2133000000.0,180.50098
4.0,729600.0,1300500000.0,3199000000.0,215.79544
4.0,1036800.0,114750000.0,665600000.0,484.3287
4.0,1036800.0,114750000.0,2133000000.0,444.5211
4.0,1036800.0,114750000.0,3199000000.0,467.83826
4.0,1036800.0,318750000.0,665600000.0,251.67747
4.0,1036800.0,318750000.0,2133000000.0,183.53639
4.0,1036800.0,318750000.0,3199000000.0,199.10947
4.0,1036800.0,522750000.0,665600000.0,221.02032
4.0,1036800.0,522750000.0,2133000000.0,131.96205
4.0,1036800.0,522750000.0,3199000000.0,122.48225
4.0,1036800.0,726750000.0,665600000.0,214.17505
4.0,1036800.0,726750000.0,2133000000.0,128.90715
4.0,1036800.0,726750000.0,3199000000.0,111.00805
4.0,1036800.0,930750000.0,665600000.0,211.39047
4.0,1036800.0,930750000.0,2133000000.0,132.28667
4.0,1036800.0,930750000.0,3199000000.0,113.26113
4.0,1036800.0,1134750000.0,665600000.0,211.03883
4.0,1036800.0,1134750000.0,2133000000.0,136.79315
4.0,1036800.0,1134750000.0,3199000000.0,132.39827
4.0,1036800.0,1300500000.0,665600000.0,212.04105
4.0,1036800.0,1300500000.0,2133000000.0,136.21721
4.0,1036800.0,1300500000.0,3199000000.0,156.60303
4.0,1344000.0,114750000.0,665600000.0,481.04752
4.0,1344000.0,114750000.0,2133000000.0,443.00546
4.0,1344000.0,114750000.0,3199000000.0,464.2659
4.0,1344000.0,318750000.0,665600000.0,245.60596
4.0,1344000.0,318750000.0,2133000000.0,180.71037
4.0,1344000.0,318750000.0,3199000000.0,198.2955
4.0,1344000.0,522750000.0,665600000.0,213.45395
4.0,1344000.0,522750000.0,2133000000.0,122.23321
4.0,1344000.0,522750000.0,3199000000.0,113.13119
4.0,1344000.0,726750000.0,665600000.0,204.37375
4.0,1344000.0,726750000.0,2133000000.0,115.73569
4.0,1344000.0,726750000.0,3199000000.0,98.55944
4.0,1344000.0,930750000.0,665600000.0,200.39291
4.0,1344000.0,930750000.0,2133000000.0,109.10346
4.0,1344000.0,930750000.0,3199000000.0,94.54403
4.0,1344000.0,1134750000.0,665600000.0,199.25595
4.0,1344000.0,1134750000.0,2133000000.0,99.26254
4.0,1344000.0,1134750000.0,3199000000.0,98.892715
4.0,1344000.0,1300500000.0,665600000.0,194.43628
4.0,1344000.0,1300500000.0,2133000000.0,101.97105
4.0,1344000.0,1300500000.0,3199000000.0,114.17194
4.0,1651200.0,114750000.0,665600000.0,480.26297
4.0,1651200.0,114750000.0,2133000000.0,442.82755
4.0,1651200.0,114750000.0,3199000000.0,463.61838
4.0,1651200.0,318750000.0,665600000.0,242.61281
4.0,1651200.0,318750000.0,2133000000.0,181.45187
4.0,1651200.0,318750000.0,3199000000.0,197.56992
4.0,1651200.0,522750000.0,665600000.0,210.09926
4.0,1651200.0,522750000.0,2133000000.0,117.449936
4.0,1651200.0,522750000.0,3199000000.0,104.56526
4.0,1651200.0,726750000.0,665600000.0,200.47525
4.0,1651200.0,726750000.0,2133000000.0,110.37945
4.0,1651200.0,726750000.0,3199000000.0,86.014244
4.0,1651200.0,930750000.0,665600000.0,195.04817
