powermode,predicted_time,predicted_power,observed_time,observed_power
4_422400_522750000_665600000,441.5271,17.120672,461.04286193847656,16.256
4_422400_318750000_665600000,475.43686,16.320402,465.1280364990234,15.956
4_422400_114750000_665600000,829.95447,14.851027,806.7547912597656,14.149
4_729600_726750000_2133000000,253.81973,20.220562,242.41954040527344,20.462
4_729600_522750000_2133000000,260.9871,18.91877,246.2251510620117,19.864
4_729600_318750000_665600000,399.0098,16.498241,386.4416046142578,16.557
4_1036800_726750000_2133000000,207.96376,21.513678,187.1620330810547,22.872
4_1036800_522750000_2133000000,223.21544,19.786282,205.1265106201172,21.4795
4_1036800_522750000_665600000,332.49255,17.533724,328.19407653808594,17.67
4_1036800_318750000_2133000000,307.686,18.257038,299.7265014648437,18.776
4_1036800_318750000_665600000,387.79865,16.528404,381.7682495117188,16.958
4_1344000_1134750000_2133000000,166.5819,27.323105,152.7948760986328,26.678
4_1344000_522750000_2133000000,210.80966,20.857761,196.747314453125,21.684
4_1344000_318750000_2133000000,301.0784,18.724728,297.82798767089844,18.873
4_1344000_114750000_2133000000,778.73334,15.98474,779.0172119140625,15.353
4_1344000_114750000_665600000,793.4424,15.065439,788.5210266113281,14.45
4_1651200_930750000_3199000000,141.93721,29.761568,127.48453140258788,30.382
4_1651200_726750000_2133000000,174.69066,24.025349,159.34868621826172,25.173
4_1651200_726750000_3199000000,157.36525,26.813887,141.59329986572266,27.381
4_1651200_318750000_2133000000,299.35205,19.247541,293.4605255126953,19.177
4_1651200_114750000_665600000,788.5385,15.188357,785.2939147949219,14.851
4_1958400_1134750000_3199000000,125.423325,35.401497,111.26984024047852,35.298
4_1958400_930750000_3199000000,136.0514,31.818066,118.25451278686523,32.391
4_1958400_726750000_2133000000,161.38243,25.201313,154.20059204101562,25.974
4_1958400_318750000_2133000000,298.12872,19.885002,291.2958984375,19.679
4_1958400_114750000_665600000,785.6183,15.445279,783.8623962402344,15.252
4_2201600_1134750000_3199000000,122.52508,37.25807,105.63503646850586,38.198
8_422400_522750000_2133000000,322.17407,18.343952,320.9427490234375,18.262
8_422400_522750000_665600000,361.05432,17.346338,361.0164031982422,17.059
8_422400_318750000_665600000,406.28662,16.532145,403.6057739257813,16.456
8_729600_522750000_2133000000,222.66435,19.224192,220.17342376708984,20.964
8_729600_522750000_665600000,327.9509,17.500034,329.66046142578125,17.66
8_729600_318750000_665600000,386.0776,16.597052,382.1400604248047,16.658
8_1036800_726750000_2133000000,196.11818,22.112946,175.2666015625,23.474
8_1036800_522750000_665600000,324.43506,17.699276,324.1360321044922,18.071
8_1344000_930750000_2133000000,157.62895,25.433895,147.085205078125,27.281
8_1344000_930750000_3199000000,144.4858,28.503216,130.70178985595703,29.882
8_1344000_726750000_2133000000,190.3727,23.334328,163.52635192871094,24.175
8_1344000_726750000_3199000000,161.2165,25.790482,152.75192260742188,26.679
8_1344000_522750000_665600000,320.27924,18.110828,322.0476531982422,18.1165
8_1344000_114750000_2133000000,767.0206,16.016308,777.461181640625,15.454
8_1344000_114750000_665600000,778.7094,15.146846,787.6963195800781,14.55
8_1651200_930750000_3199000000,138.90053,30.55371,121.7020149230957,31.384
8_1651200_726750000_2133000000,175.13925,24.457512,155.66814422607422,25.174
8_1651200_726750000_3199000000,153.23613,27.434933,140.29417419433594,27.8815
8_1651200_522750000_2133000000,197.72804,22.289215,195.4052963256836,22.085
8_1651200_114750000_2133000000,764.3187,16.175648,776.3280944824219,15.754
8_1958400_1300500000_3199000000,117.6367,39.72501,100.53059005737305,41.222
8_1958400_1134750000_3199000000,123.61381,36.550503,107.52984237670898,36.902
8_1958400_930750000_3199000000,133.90944,32.69699,115.09224319458008,33.394
8_1958400_726750000_2133000000,160.06711,25.583515,152.8165740966797,26.475
8_2201600_1300500000_3199000000,116.52246,41.50081,97.0578842163086,42.832
8_2201600_1134750000_3199000000,120.90878,38.328285,104.03153610229492,39.1
12_422400_522750000_2133000000,280.68832,18.95342,304.94342041015625,18.463
12_422400_522750000_665600000,328.88617,17.62068,348.2911376953125,17.46
12_729600_522750000_2133000000,224.82803,19.770575,218.65411376953125,20.968
12_1036800_726750000_2133000000,185.81795,22.690054,170.03355407714844,23.975
12_1036800_522750000_2133000000,206.9903,20.736164,199.2823028564453,21.6395
12_1036800_114750000_2133000000,758.89935,16.234283,778.8744812011719,15.355
12_1344000_726750000_2133000000,181.2736,23.81663,162.88712310791016,24.581
12_1344000_726750000_3199000000,159.7134,26.475817,148.60578155517578,26.784
12_1344000_522750000_665600000,317.4608,18.465712,321.8185729980469,18.162
12_1651200_1134750000_3199000000,125.92287,35.357723,110.29159927368164,35.893
12_1651200_930750000_2133000000,157.07523,27.545372,136.82666015625,28.486
12_1651200_930750000_3199000000,137.40889,31.51393,120.7235221862793,31.885
12_1651200_726750000_2133000000,169.89738,24.860899,155.59056091308594,25.573
12_1651200_726750000_3199000000,152.0478,28.132872,139.74433135986328,27.9815
12_1958400_1300500000_3199000000,116.809296,40.803474,99.86552047729492,42.017
12_1958400_1134750000_3199000000,121.98222,37.629128,107.28547286987305,37.696
12_1958400_930750000_3199000000,131.98712,33.710033,113.3576316833496,33.896
12_2201600_1300500000_3199000000,115.938805,42.527073,96.18417739868164,43.839
12_2201600_1134750000_3199000000,119.44986,39.34485,102.9185791015625,39.503
