cores,cpu,gpu,mem,predicted_power
4.0,422400.0,114750000.0,665600000.0,12.51395
4.0,422400.0,114750000.0,2133000000.0,13.430024
4.0,422400.0,114750000.0,3199000000.0,14.144543
4.0,422400.0,318750000.0,665600000.0,14.169974
4.0,422400.0,318750000.0,2133000000.0,15.131224
4.0,422400.0,318750000.0,3199000000.0,15.778261
4.0,422400.0,522750000.0,665600000.0,14.676057
4.0,422400.0,522750000.0,2133000000.0,15.507079
4.0,422400.0,522750000.0,3199000000.0,16.420202
4.0,422400.0,726750000.0,665600000.0,15.117548
4.0,422400.0,726750000.0,2133000000.0,15.895622
4.0,422400.0,726750000.0,3199000000.0,17.013222
4.0,422400.0,930750000.0,665600000.0,15.586157
4.0,422400.0,930750000.0,2133000000.0,16.700314
4.0,422400.0,930750000.0,3199000000.0,17.734175
4.0,422400.0,1134750000.0,665600000.0,15.994312
4.0,422400.0,1134750000.0,2133000000.0,17.607414
4.0,422400.0,1134750000.0,3199000000.0,18.595137
4.0,422400.0,1300500000.0,665600000.0,17.066069
4.0,422400.0,1300500000.0,2133000000.0,18.486042
4.0,422400.0,1300500000.0,3199000000.0,19.751482
4.0,729600.0,114750000.0,665600000.0,12.8939295
4.0,729600.0,114750000.0,2133000000.0,13.9207945
4.0,729600.0,114750000.0,3199000000.0,14.598674
4.0,729600.0,318750000.0,665600000.0,14.595892
4.0,729600.0,318750000.0,2133000000.0,16.258554
4.0,729600.0,318750000.0,3199000000.0,17.219404
4.0,729600.0,522750000.0,665600000.0,15.080984
4.0,729600.0,522750000.0,2133000000.0,17.226725
4.0,729600.0,522750000.0,3199000000.0,18.691107
4.0,729600.0,726750000.0,665600000.0,15.570499
4.0,729600.0,726750000.0,2133000000.0,18.696608
4.0,729600.0,726750000.0,3199000000.0,20.17567
4.0,729600.0,930750000.0,665600000.0,16.124422
4.0,729600.0,930750000.0,2133000000.0,20.959295
4.0,729600.0,930750000.0,3199000000.0,20.192347
4.0,729600.0,1134750000.0,665600000.0,17.101881
4.0,729600.0,1134750000.0,2133000000.0,22.047573
4.0,729600.0,1134750000.0,3199000000.0,20.565191
4.0,729600.0,1300500000.0,665600000.0,18.13386
4.0,729600.0,1300500000.0,2133000000.0,23.536861
4.0,729600.0,1300500000.0,3199000000.0,21.068958
4.0,1036800.0,114750000.0,665600000.0,13.011129
4.0,1036800.0,114750000.0,2133000000.0,13.942443
4.0,1036800.0,114750000.0,3199000000.0,14.634041
4.0,1036800.0,318750000.0,665600000.0,14.655282
4.0,1036800.0,318750000.0,2133000000.0,17.332764
4.0,1036800.0,318750000.0,3199000000.0,17.566017
4.0,1036800.0,522750000.0,665600000.0,15.119828
4.0,1036800.0,522750000.0,2133000000.0,18.834843
4.0,1036800.0,522750000.0,3199000000.0,21.14499
4.0,1036800.0,726750000.0,665600000.0,15.620826
4.0,1036800.0,726750000.0,2133000000.0,21.038483
4.0,1036800.0,726750000.0,3199000000.0,21.334072
4.0,1036800.0,930750000.0,665600000.0,16.270243
4.0,1036800.0,930750000.0,2133000000.0,22.257486
4.0,1036800.0,930750000.0,3199000000.0,21.040607
4.0,1036800.0,1134750000.0,665600000.0,17.37838
4.0,1036800.0,1134750000.0,2133000000.0,23.179945
4.0,1036800.0,1134750000.0,3199000000.0,21.637875
4.0,1036800.0,1300500000.0,665600000.0,18.565655
4.0,1036800.0,1300500000.0,2133000000.0,25.219618
4.0,1036800.0,1300500000.0,3199000000.0,22.085573
