cores,cpu,gpu,mem,bs,predicted_power
4,422400,114750000,665600000,1,13.841434
4,422400,114750000,2133000000,1,14.32716
4,422400,114750000,3199000000,1,15.806559
8,422400,114750000,665600000,1,13.824995
8,422400,114750000,2133000000,1,14.040543
8,422400,114750000,3199000000,1,15.390735
12,422400,114750000,665600000,1,15.200043
12,422400,114750000,2133000000,1,15.0110855
12,422400,114750000,3199000000,1,16.143858
4,422400,318750000,665600000,1,13.552849
4,422400,318750000,2133000000,1,12.818611
4,422400,318750000,3199000000,1,14.213536
8,422400,318750000,665600000,1,14.092785
8,422400,318750000,2133000000,1,13.002062
8,422400,318750000,3199000000,1,14.056927
12,422400,318750000,665600000,1,15.890186
12,422400,318750000,2133000000,1,14.707867
12,422400,318750000,3199000000,1,15.614021
4,422400,522750000,665600000,1,14.519838
4,422400,522750000,2133000000,1,12.54174
4,422400,522750000,3199000000,1,13.275208
8,422400,522750000,665600000,1,15.308913
8,422400,522750000,2133000000,1,13.391583
8,422400,522750000,3199000000,1,13.921255
12,422400,522750000,665600000,1,17.281527
12,422400,522750000,2133000000,1,15.90416
12,422400,522750000,3199000000,1,16.488838
4,422400,726750000,665600000,1,16.294746
4,422400,726750000,2133000000,1,14.108548
4,422400,726750000,3199000000,1,14.438124
8,422400,726750000,665600000,1,17.193657
8,422400,726750000,2133000000,1,15.607096
8,422400,726750000,3199000000,1,15.850447
12,422400,726750000,665600000,1,19.194466
12,422400,726750000,2133000000,1,18.513855
12,422400,726750000,3199000000,1,18.692081
4,422400,930750000,665600000,1,18.47007
4,422400,930750000,2133000000,1,16.897125
4,422400,930750000,3199000000,1,17.08654
8,422400,930750000,665600000,1,19.501493
8,422400,930750000,2133000000,1,18.62633
8,422400,930750000,3199000000,1,18.77227
12,422400,930750000,665600000,1,21.77341
12,422400,930750000,2133000000,1,21.471607
12,422400,930750000,3199000000,1,21.557268
4,422400,1134750000,665600000,1,21.054316
4,422400,1134750000,2133000000,1,20.053276
