cores,cpu,gpu,mem,bs,predicted_power
4,422400,114750000,665600000,1,13.424842
4,422400,114750000,2133000000,1,13.941007
4,422400,114750000,3199000000,1,13.778956
8,422400,114750000,665600000,1,13.136706
8,422400,114750000,2133000000,1,13.912496
8,422400,114750000,3199000000,1,13.950398
12,422400,114750000,665600000,1,13.030076
12,422400,114750000,2133000000,1,13.739112
12,422400,114750000,3199000000,1,14.1372175
4,422400,318750000,665600000,1,13.479783
4,422400,318750000,2133000000,1,13.979184
4,422400,318750000,3199000000,1,13.831589
8,422400,318750000,665600000,1,13.186931
8,422400,318750000,2133000000,1,13.943304
8,422400,318750000,3199000000,1,14.014207
12,422400,318750000,665600000,1,13.093167
12,422400,318750000,2133000000,1,13.761016
12,422400,318750000,3199000000,1,14.138678
4,422400,522750000,665600000,1,13.587537
4,422400,522750000,2133000000,1,14.222959
4,422400,522750000,3199000000,1,14.068725
8,422400,522750000,665600000,1,13.28641
8,422400,522750000,2133000000,1,14.004984
8,422400,522750000,3199000000,1,14.15015
12,422400,522750000,665600000,1,13.198662
12,422400,522750000,2133000000,1,13.81976
12,422400,522750000,3199000000,1,14.239035
4,422400,726750000,665600000,1,13.755102
4,422400,726750000,2133000000,1,15.130498
4,422400,726750000,3199000000,1,14.657095
8,422400,726750000,665600000,1,13.433942
8,422400,726750000,2133000000,1,14.054003
8,422400,726750000,3199000000,1,14.433677
12,422400,726750000,665600000,1,13.39091
12,422400,726750000,2133000000,1,13.951775
12,422400,726750000,3199000000,1,14.3880825
4,422400,930750000,665600000,1,14.108824
4,422400,930750000,2133000000,1,15.326371
4,422400,930750000,3199000000,1,15.299899
8,422400,930750000,665600000,1,13.730694
8,422400,930750000,2133000000,1,14.437383
8,422400,930750000,3199000000,1,14.985604
12,422400,930750000,665600000,1,13.6938305
12,422400,930750000,2133000000,1,14.240628
12,422400,930750000,3199000000,1,14.556151
4,422400,1134750000,665600000,1,14.779494
4,422400,1134750000,2133000000,1,15.591302
4,422400,1134750000,3199000000,1,15.620635
8,422400,1134750000,665600000,1,14.069686
8,422400,1134750000,2133000000,1,15.285101
8,422400,1134750000,3199000000,1,15.475802
12,422400,1134750000,665600000,1,14.028222
12,422400,1134750000,2133000000,1,14.567669
12,422400,1134750000,3199000000,1,14.940312
4,422400,1300500000,665600000,1,15.395024
4,422400,1300500000,2133000000,1,15.859321
4,422400,1300500000,3199000000,1,15.872444
8,422400,1300500000,665600000,1,14.488347
8,422400,1300500000,2133000000,1,15.585823
8,422400,1300500000,3199000000,1,15.645236
12,422400,1300500000,665600000,1,14.330476
12,422400,1300500000,2133000000,1,15.050996
12,422400,1300500000,3199000000,1,15.317193
4,729600,114750000,665600000,1,13.412883
4,729600,114750000,2133000000,1,14.015395
4,729600,114750000,3199000000,1,13.850611
8,729600,114750000,665600000,1,13.255339
8,729600,114750000,2133000000,1,13.955456
8,729600,114750000,3199000000,1,14.026557
12,729600,114750000,665600000,1,13.226956
12,729600,114750000,2133000000,1,13.825465
12,729600,114750000,3199000000,1,14.366975
4,729600,318750000,665600000,1,13.507846
4,729600,318750000,2133000000,1,14.148584
4,729600,318750000,3199000000,1,14.134206
8,729600,318750000,665600000,1,13.358436
8,729600,318750000,2133000000,1,14.054585
8,729600,318750000,3199000000,1,14.626793
12,729600,318750000,665600000,1,13.334992
12,729600,318750000,2133000000,1,13.863179
12,729600,318750000,3199000000,1,14.855931
4,729600,522750000,665600000,1,13.646913
4,729600,522750000,2133000000,1,15.337847
4,729600,522750000,3199000000,1,14.568003
8,729600,522750000,665600000,1,13.472413
8,729600,522750000,2133000000,1,14.194824
8,729600,522750000,3199000000,1,14.897712
12,729600,522750000,665600000,1,13.462645
12,729600,522750000,2133000000,1,13.931036
12,729600,522750000,3199000000,1,14.728907
4,729600,726750000,665600000,1,13.803771
4,729600,726750000,2133000000,1,15.814979
4,729600,726750000,3199000000,1,15.143658
8,729600,726750000,665600000,1,13.594484
8,729600,726750000,2133000000,1,14.531148
8,729600,726750000,3199000000,1,15.057835
12,729600,726750000,665600000,1,13.6151
12,729600,726750000,2133000000,1,14.1025915
