cores,cpu,gpu,mem,predicted_time
4.0,422400.0,114750000.0,665600000.0,81.23872
4.0,422400.0,114750000.0,2133000000.0,80.86072
4.0,422400.0,114750000.0,3199000000.0,77.693665
4.0,422400.0,318750000.0,665600000.0,49.97257
4.0,422400.0,318750000.0,2133000000.0,36.155605
4.0,422400.0,318750000.0,3199000000.0,37.05045
4.0,422400.0,522750000.0,665600000.0,46.78299
4.0,422400.0,522750000.0,2133000000.0,36.332233
4.0,422400.0,522750000.0,3199000000.0,36.813374
4.0,422400.0,726750000.0,665600000.0,47.306103
4.0,422400.0,726750000.0,2133000000.0,36.511135
4.0,422400.0,726750000.0,3199000000.0,36.51905
4.0,422400.0,930750000.0,665600000.0,69.721405
4.0,422400.0,930750000.0,2133000000.0,36.210644
4.0,422400.0,930750000.0,3199000000.0,36.52204
4.0,422400.0,1134750000.0,665600000.0,76.23648
4.0,422400.0,1134750000.0,2133000000.0,36.874733
4.0,422400.0,1134750000.0,3199000000.0,37.12708
4.0,422400.0,1300500000.0,665600000.0,47.543575
4.0,422400.0,1300500000.0,2133000000.0,37.78188
4.0,422400.0,1300500000.0,3199000000.0,37.73194
4.0,729600.0,114750000.0,665600000.0,78.70259
4.0,729600.0,114750000.0,2133000000.0,78.62854
4.0,729600.0,114750000.0,3199000000.0,78.11693
4.0,729600.0,318750000.0,665600000.0,47.20823
4.0,729600.0,318750000.0,2133000000.0,30.537426
4.0,729600.0,318750000.0,3199000000.0,30.012348
4.0,729600.0,522750000.0,665600000.0,44.895313
4.0,729600.0,522750000.0,2133000000.0,21.170717
4.0,729600.0,522750000.0,3199000000.0,20.411142
4.0,729600.0,726750000.0,665600000.0,44.84773
4.0,729600.0,726750000.0,2133000000.0,20.349926
4.0,729600.0,726750000.0,3199000000.0,21.489634
4.0,729600.0,930750000.0,665600000.0,58.283886
4.0,729600.0,930750000.0,2133000000.0,21.631004
4.0,729600.0,930750000.0,3199000000.0,20.413925
4.0,729600.0,1134750000.0,665600000.0,44.02931
4.0,729600.0,1134750000.0,2133000000.0,22.009243
4.0,729600.0,1134750000.0,3199000000.0,20.908644
4.0,729600.0,1300500000.0,665600000.0,44.03756
4.0,729600.0,1300500000.0,2133000000.0,21.799831
4.0,729600.0,1300500000.0,3199000000.0,21.839396
4.0,1036800.0,114750000.0,665600000.0,77.124146
4.0,1036800.0,114750000.0,2133000000.0,76.77971
4.0,1036800.0,114750000.0,3199000000.0,76.41168
4.0,1036800.0,318750000.0,665600000.0,46.171074
4.0,1036800.0,318750000.0,2133000000.0,29.249565
4.0,1036800.0,318750000.0,3199000000.0,28.801483
4.0,1036800.0,522750000.0,665600000.0,44.564873
4.0,1036800.0,522750000.0,2133000000.0,20.004059
4.0,1036800.0,522750000.0,3199000000.0,19.747168
4.0,1036800.0,726750000.0,665600000.0,44.579205
4.0,1036800.0,726750000.0,2133000000.0,19.999699
4.0,1036800.0,726750000.0,3199000000.0,16.716887
4.0,1036800.0,930750000.0,665600000.0,45.44805
4.0,1036800.0,930750000.0,2133000000.0,17.265575
4.0,1036800.0,930750000.0,3199000000.0,16.985968
4.0,1036800.0,1134750000.0,665600000.0,43.27987
4.0,1036800.0,1134750000.0,2133000000.0,16.985249
4.0,1036800.0,1134750000.0,3199000000.0,16.84088
4.0,1036800.0,1300500000.0,665600000.0,43.298847
4.0,1036800.0,1300500000.0,2133000000.0,16.755985
4.0,1036800.0,1300500000.0,3199000000.0,16.498487
4.0,1344000.0,114750000.0,665600000.0,76.73825
4.0,1344000.0,114750000.0,2133000000.0,76.326965
4.0,1344000.0,114750000.0,3199000000.0,75.87201
4.0,1344000.0,318750000.0,665600000.0,45.733227
4.0,1344000.0,318750000.0,2133000000.0,28.903141
4.0,1344000.0,318750000.0,3199000000.0,28.573454
4.0,1344000.0,522750000.0,665600000.0,44.240574
4.0,1344000.0,522750000.0,2133000000.0,19.995434
4.0,1344000.0,522750000.0,3199000000.0,19.123547
4.0,1344000.0,726750000.0,665600000.0,44.103672
