cores,cpu,gpu,mem,predicted_time
4.0,422400.0,114750000.0,665600000.0,7755.151
4.0,422400.0,114750000.0,2133000000.0,7638.7354
4.0,422400.0,114750000.0,3199000000.0,7701.837
4.0,422400.0,318750000.0,665600000.0,4484.925
4.0,422400.0,318750000.0,2133000000.0,3280.8477
4.0,422400.0,318750000.0,3199000000.0,3275.8503
4.0,422400.0,522750000.0,665600000.0,4205.846
4.0,422400.0,522750000.0,2133000000.0,2259.0352
4.0,422400.0,522750000.0,3199000000.0,2199.311
4.0,422400.0,726750000.0,665600000.0,4104.836
4.0,422400.0,726750000.0,2133000000.0,1868.6184
4.0,422400.0,726750000.0,3199000000.0,1721.3171
4.0,422400.0,930750000.0,665600000.0,4042.1104
4.0,422400.0,930750000.0,2133000000.0,1698.4515
4.0,422400.0,930750000.0,3199000000.0,1498.7869
4.0,422400.0,1134750000.0,665600000.0,4043.0796
4.0,422400.0,1134750000.0,2133000000.0,1610.2115
4.0,422400.0,1134750000.0,3199000000.0,1424.9628
4.0,422400.0,1300500000.0,665600000.0,4076.998
4.0,422400.0,1300500000.0,2133000000.0,1594.069
4.0,422400.0,1300500000.0,3199000000.0,1369.483
4.0,729600.0,114750000.0,665600000.0,7759.048
4.0,729600.0,114750000.0,2133000000.0,7654.3164
4.0,729600.0,114750000.0,3199000000.0,7696.6855
4.0,729600.0,318750000.0,665600000.0,4428.7085
4.0,729600.0,318750000.0,2133000000.0,3191.4397
4.0,729600.0,318750000.0,3199000000.0,3153.0059
4.0,729600.0,522750000.0,665600000.0,4173.467
4.0,729600.0,522750000.0,2133000000.0,2172.292
4.0,729600.0,522750000.0,3199000000.0,2099.5308
4.0,729600.0,726750000.0,665600000.0,4085.4116
4.0,729600.0,726750000.0,2133000000.0,1803.9614
4.0,729600.0,726750000.0,3199000000.0,1624.4618
4.0,729600.0,930750000.0,665600000.0,4033.4287
4.0,729600.0,930750000.0,2133000000.0,1651.0656
4.0,729600.0,930750000.0,3199000000.0,1429.4507
4.0,729600.0,1134750000.0,665600000.0,4053.871
