cores,cpu,gpu,mem,bs,predicted_power
4,422400,114750000,665600000,1,14.805676
4,422400,114750000,2133000000,1,15.355825
4,422400,114750000,3199000000,1,15.625641
8,422400,114750000,665600000,1,14.771181
8,422400,114750000,2133000000,1,15.385754
8,422400,114750000,3199000000,1,15.677244
12,422400,114750000,665600000,1,14.831558
12,422400,114750000,2133000000,1,15.372563
12,422400,114750000,3199000000,1,15.666349
4,422400,318750000,665600000,1,15.163253
4,422400,318750000,2133000000,1,15.638349
4,422400,318750000,3199000000,1,15.866842
8,422400,318750000,665600000,1,15.112082
8,422400,318750000,2133000000,1,15.615755
8,422400,318750000,3199000000,1,15.958
12,422400,318750000,665600000,1,15.139657
12,422400,318750000,2133000000,1,15.585207
12,422400,318750000,3199000000,1,16.037062
4,422400,522750000,665600000,1,15.129247
4,422400,522750000,2133000000,1,15.552658
4,422400,522750000,3199000000,1,15.990753
8,422400,522750000,665600000,1,15.176571
8,422400,522750000,2133000000,1,15.593369
8,422400,522750000,3199000000,1,16.055878
12,422400,522750000,665600000,1,15.3027115
12,422400,522750000,2133000000,1,15.604059
12,422400,522750000,3199000000,1,16.160114
4,422400,726750000,665600000,1,15.165617
4,422400,726750000,2133000000,1,15.344127
4,422400,726750000,3199000000,1,16.05573
8,422400,726750000,665600000,1,15.192314
8,422400,726750000,2133000000,1,15.158052
8,422400,726750000,3199000000,1,16.149231
12,422400,726750000,665600000,1,15.402498
12,422400,726750000,2133000000,1,15.210871
12,422400,726750000,3199000000,1,16.122196
4,422400,930750000,665600000,1,15.382069
4,422400,930750000,2133000000,1,15.417996
4,422400,930750000,3199000000,1,16.24754
8,422400,930750000,665600000,1,15.441273
8,422400,930750000,2133000000,1,15.4788
8,422400,930750000,3199000000,1,16.419912
12,422400,930750000,665600000,1,15.653884
12,422400,930750000,2133000000,1,15.773706
12,422400,930750000,3199000000,1,16.459385
4,422400,1134750000,665600000,1,15.831665
4,422400,1134750000,2133000000,1,16.205622
4,422400,1134750000,3199000000,1,16.771328
8,422400,1134750000,665600000,1,16.252321
8,422400,1134750000,2133000000,1,16.416946
8,422400,1134750000,3199000000,1,17.111084
12,422400,1134750000,665600000,1,16.76017
12,422400,1134750000,2133000000,1,16.952686
12,422400,1134750000,3199000000,1,17.443966
4,422400,1300500000,665600000,1,16.652884
4,422400,1300500000,2133000000,1,16.898748
4,422400,1300500000,3199000000,1,17.42714
8,422400,1300500000,665600000,1,17.191496
8,422400,1300500000,2133000000,1,17.232868
8,422400,1300500000,3199000000,1,17.706821
12,422400,1300500000,665600000,1,17.6927
12,422400,1300500000,2133000000,1,18.026245
12,422400,1300500000,3199000000,1,18.108652
4,729600,114750000,665600000,1,14.963385
4,729600,114750000,2133000000,1,15.446911
4,729600,114750000,3199000000,1,15.683415
8,729600,114750000,665600000,1,14.943817
8,729600,114750000,2133000000,1,15.44272
8,729600,114750000,3199000000,1,15.8173065
12,729600,114750000,665600000,1,15.020107
12,729600,114750000,2133000000,1,15.433088
12,729600,114750000,3199000000,1,16.118109
4,729600,318750000,665600000,1,15.297118
4,729600,318750000,2133000000,1,15.689415
4,729600,318750000,3199000000,1,16.10227
8,729600,318750000,665600000,1,15.250246
8,729600,318750000,2133000000,1,15.67099
8,729600,318750000,3199000000,1,16.632196
12,729600,318750000,665600000,1,15.308166
12,729600,318750000,2133000000,1,15.746339
12,729600,318750000,3199000000,1,16.850285
4,729600,522750000,665600000,1,15.401199
4,729600,522750000,2133000000,1,15.689993
4,729600,522750000,3199000000,1,16.418547
8,729600,522750000,665600000,1,15.360139
8,729600,522750000,2133000000,1,15.732559
8,729600,522750000,3199000000,1,16.889912
12,729600,522750000,665600000,1,15.476562
12,729600,522750000,2133000000,1,15.821255
12,729600,522750000,3199000000,1,16.887976
4,729600,726750000,665600000,1,15.423215
4,729600,726750000,2133000000,1,15.546836
4,729600,726750000,3199000000,1,16.568567
8,729600,726750000,665600000,1,15.491785
8,729600,726750000,2133000000,1,15.454687
8,729600,726750000,3199000000,1,16.843706
12,729600,726750000,665600000,1,15.639662
12,729600,726750000,2133000000,1,15.607906
12,729600,726750000,3199000000,1,16.732986
4,729600,930750000,665600000,1,15.622266
4,729600,930750000,2133000000,1,15.963126
4,729600,930750000,3199000000,1,16.902903
8,729600,930750000,665600000,1,15.841293
8,729600,930750000,2133000000,1,16.179585
8,729600,930750000,3199000000,1,17.044611
12,729600,930750000,665600000,1,16.134665
12,729600,930750000,2133000000,1,16.514482
12,729600,930750000,3199000000,1,17.169767
4,729600,1134750000,665600000,1,16.332203
4,729600,1134750000,2133000000,1,16.792597
4,729600,1134750000,3199000000,1,17.48125
8,729600,1134750000,665600000,1,16.933048
8,729600,1134750000,2133000000,1,17.100573
8,729600,1134750000,3199000000,1,17.517399
12,729600,1134750000,665600000,1,17.51438
12,729600,1134750000,2133000000,1,17.836052
12,729600,1134750000,3199000000,1,18.145645
4,729600,1300500000,665600000,1,17.226357
4,729600,1300500000,2133000000,1,17.440384
4,729600,1300500000,3199000000,1,17.87979
8,729600,1300500000,665600000,1,17.776678
8,729600,1300500000,2133000000,1,17.968948
8,729600,1300500000,3199000000,1,18.260525
12,729600,1300500000,665600000,1,18.386747
12,729600,1300500000,2133000000,1,18.806015
12,729600,1300500000,3199000000,1,18.910778
4,1036800,114750000,665600000,1,15.114859
4,1036800,114750000,2133000000,1,15.509403
4,1036800,114750000,3199000000,1,15.786068
8,1036800,114750000,665600000,1,15.106976
8,1036800,114750000,2133000000,1,15.491832
8,1036800,114750000,3199000000,1,16.360567
12,1036800,114750000,665600000,1,15.1889
12,1036800,114750000,2133000000,1,15.57921
12,1036800,114750000,3199000000,1,16.52744
4,1036800,318750000,665600000,1,15.417517
4,1036800,318750000,2133000000,1,15.733141
4,1036800,318750000,3199000000,1,16.676577
8,1036800,318750000,665600000,1,15.397349
8,1036800,318750000,2133000000,1,15.904085
8,1036800,318750000,3199000000,1,17.234169
12,1036800,318750000,665600000,1,15.464782
12,1036800,318750000,2133000000,1,16.203762
12,1036800,318750000,3199000000,1,17.43435
4,1036800,522750000,665600000,1,15.568741
4,1036800,522750000,2133000000,1,15.798827
4,1036800,522750000,3199000000,1,17.294777
8,1036800,522750000,665600000,1,15.569082
8,1036800,522750000,2133000000,1,16.191593
8,1036800,522750000,3199000000,1,17.554504
12,1036800,522750000,665600000,1,15.668299
12,1036800,522750000,2133000000,1,16.40603
12,1036800,522750000,3199000000,1,17.654667
4,1036800,726750000,665600000,1,15.7110405
4,1036800,726750000,2133000000,1,15.775834
4,1036800,726750000,3199000000,1,17.50198
8,1036800,726750000,665600000,1,15.790725
8,1036800,726750000,2133000000,1,16.258074
8,1036800,726750000,3199000000,1,17.6338
12,1036800,726750000,665600000,1,16.103653
12,1036800,726750000,2133000000,1,16.460218
12,1036800,726750000,3199000000,1,17.760075
4,1036800,930750000,665600000,1,16.044603
4,1036800,930750000,2133000000,1,16.752384
4,1036800,930750000,3199000000,1,17.833664
8,1036800,930750000,665600000,1,16.48646
8,1036800,930750000,2133000000,1,17.17936
8,1036800,930750000,3199000000,1,17.963663
12,1036800,930750000,665600000,1,16.899094
12,1036800,930750000,2133000000,1,17.669426
12,1036800,930750000,3199000000,1,18.343353
4,1036800,1134750000,665600000,1,16.897213
4,1036800,1134750000,2133000000,1,17.608978
4,1036800,1134750000,3199000000,1,18.172745
8,1036800,1134750000,665600000,1,17.757309
8,1036800,1134750000,2133000000,1,17.965727
8,1036800,1134750000,3199000000,1,18.624676
12,1036800,1134750000,665600000,1,18.20716
12,1036800,1134750000,2133000000,1,18.912695
12,1036800,1134750000,3199000000,1,19.253845
4,1036800,1300500000,665600000,1,18.3246
4,1036800,1300500000,2133000000,1,18.443008
4,1036800,1300500000,3199000000,1,18.809727
8,1036800,1300500000,665600000,1,18.799076
8,1036800,1300500000,2133000000,1,19.060156
8,1036800,1300500000,3199000000,1,19.429142
12,1036800,1300500000,665600000,1,19.20829
12,1036800,1300500000,2133000000,1,19.820015
12,1036800,1300500000,3199000000,1,20.044062
4,1344000,114750000,665600000,1,15.257881
4,1344000,114750000,2133000000,1,15.560551
4,1344000,114750000,3199000000,1,16.302387
8,1344000,114750000,665600000,1,15.259481
8,1344000,114750000,2133000000,1,15.578813
8,1344000,114750000,3199000000,1,16.797888
12,1344000,114750000,665600000,1,15.332788
12,1344000,114750000,2133000000,1,15.8089485
12,1344000,114750000,3199000000,1,16.813395
4,1344000,318750000,665600000,1,15.54967
4,1344000,318750000,2133000000,1,15.958974
4,1344000,318750000,3199000000,1,17.200964
8,1344000,318750000,665600000,1,15.544857
8,1344000,318750000,2133000000,1,16.383167
8,1344000,318750000,3199000000,1,17.868086
12,1344000,318750000,665600000,1,15.6141815
12,1344000,318750000,2133000000,1,17.07
12,1344000,318750000,3199000000,1,18.305939
4,1344000,522750000,665600000,1,15.727592
4,1344000,522750000,2133000000,1,16.349682
4,1344000,522750000,3199000000,1,17.966103
8,1344000,522750000,665600000,1,15.739859
8,1344000,522750000,2133000000,1,17.265074
8,1344000,522750000,3199000000,1,18.38498
12,1344000,522750000,665600000,1,16.095675
12,1344000,522750000,2133000000,1,17.459845
12,1344000,522750000,3199000000,1,18.55869
4,1344000,726750000,665600000,1,15.927779
4,1344000,726750000,2133000000,1,17.086918
4,1344000,726750000,3199000000,1,18.247673
8,1344000,726750000,665600000,1,16.283566
8,1344000,726750000,2133000000,1,17.62355
8,1344000,726750000,3199000000,1,18.514618
12,1344000,726750000,665600000,1,16.690287
12,1344000,726750000,2133000000,1,17.76757
12,1344000,726750000,3199000000,1,18.752928
4,1344000,930750000,665600000,1,16.491629
4,1344000,930750000,2133000000,1,17.893942
4,1344000,930750000,3199000000,1,18.565878
8,1344000,930750000,665600000,1,17.29845
8,1344000,930750000,2133000000,1,18.17658
8,1344000,930750000,3199000000,1,18.814528
12,1344000,930750000,665600000,1,17.679499
12,1344000,930750000,2133000000,1,18.874847
12,1344000,930750000,3199000000,1,19.448769
4,1344000,1134750000,665600000,1,18.316113
4,1344000,1134750000,2133000000,1,18.719233
4,1344000,1134750000,3199000000,1,19.346851
8,1344000,1134750000,665600000,1,18.703278
8,1344000,1134750000,2133000000,1,19.228493
8,1344000,1134750000,3199000000,1,19.891651
12,1344000,1134750000,665600000,1,18.870796
12,1344000,1134750000,2133000000,1,20.079151
12,1344000,1134750000,3199000000,1,20.569681
4,1344000,1300500000,665600000,1,19.303392
4,1344000,1300500000,2133000000,1,19.730152
4,1344000,1300500000,3199000000,1,20.330404
8,1344000,1300500000,665600000,1,19.494053
8,1344000,1300500000,2133000000,1,20.428043
8,1344000,1300500000,3199000000,1,20.658806
12,1344000,1300500000,665600000,1,19.752312
12,1344000,1300500000,2133000000,1,20.99273
12,1344000,1300500000,3199000000,1,21.378508
4,1651200,114750000,665600000,1,15.395525
4,1651200,114750000,2133000000,1,15.694223
4,1651200,114750000,3199000000,1,16.871355
8,1651200,114750000,665600000,1,15.40912
8,1651200,114750000,2133000000,1,15.892929
8,1651200,114750000,3199000000,1,16.960484
12,1651200,114750000,665600000,1,15.503329
12,1651200,114750000,2133000000,1,16.071526
12,1651200,114750000,3199000000,1,16.997427
4,1651200,318750000,665600000,1,15.682678
4,1651200,318750000,2133000000,1,16.524736
4,1651200,318750000,3199000000,1,17.753628
8,1651200,318750000,665600000,1,15.687518
8,1651200,318750000,2133000000,1,17.444363
8,1651200,318750000,3199000000,1,18.809488
12,1651200,318750000,665600000,1,16.032282
12,1651200,318750000,2133000000,1,18.220173
12,1651200,318750000,3199000000,1,19.270262
4,1651200,522750000,665600000,1,15.879721
4,1651200,522750000,2133000000,1,17.613934
4,1651200,522750000,3199000000,1,18.692154
8,1651200,522750000,665600000,1,16.178831
8,1651200,522750000,2133000000,1,18.340897
8,1651200,522750000,3199000000,1,19.098238
12,1651200,522750000,665600000,1,17.040752
12,1651200,522750000,2133000000,1,18.660467
12,1651200,522750000,3199000000,1,19.43941
4,1651200,726750000,665600000,1,16.34155
4,1651200,726750000,2133000000,1,18.183086
4,1651200,726750000,3199000000,1,19.090788
8,1651200,726750000,665600000,1,17.016375
8,1651200,726750000,2133000000,1,18.546463
8,1651200,726750000,3199000000,1,19.349655
12,1651200,726750000,665600000,1,17.633331
12,1651200,726750000,2133000000,1,19.05418
12,1651200,726750000,3199000000,1,19.94664
4,1651200,930750000,665600000,1,17.137646
4,1651200,930750000,2133000000,1,18.89867
4,1651200,930750000,3199000000,1,19.647812
8,1651200,930750000,665600000,1,18.102772
8,1651200,930750000,2133000000,1,19.223917
8,1651200,930750000,3199000000,1,19.792562
12,1651200,930750000,665600000,1,18.276487
12,1651200,930750000,2133000000,1,20.111458
12,1651200,930750000,3199000000,1,20.83553
4,1651200,1134750000,665600000,1,19.232964
4,1651200,1134750000,2133000000,1,20.202717
4,1651200,1134750000,3199000000,1,20.719902
8,1651200,1134750000,665600000,1,19.31204
8,1651200,1134750000,2133000000,1,20.623
8,1651200,1134750000,3199000000,1,20.886787
12,1651200,1134750000,665600000,1,19.424189
12,1651200,1134750000,2133000000,1,21.241955
12,1651200,1134750000,3199000000,1,21.867691
4,1651200,1300500000,665600000,1,19.931278
4,1651200,1300500000,2133000000,1,21.036922
4,1651200,1300500000,3199000000,1,21.4108
8,1651200,1300500000,665600000,1,20.004692
8,1651200,1300500000,2133000000,1,21.39822
8,1651200,1300500000,3199000000,1,21.733486
12,1651200,1300500000,665600000,1,20.512156
12,1651200,1300500000,2133000000,1,22.19654
12,1651200,1300500000,3199000000,1,22.853996
4,1958400,114750000,665600000,1,15.547242
4,1958400,114750000,2133000000,1,16.18284
4,1958400,114750000,3199000000,1,17.136065
8,1958400,114750000,665600000,1,15.585228
8,1958400,114750000,2133000000,1,16.416021
8,1958400,114750000,3199000000,1,17.173847
12,1958400,114750000,665600000,1,15.750027
12,1958400,114750000,2133000000,1,16.674637
12,1958400,114750000,3199000000,1,17.492922
4,1958400,318750000,665600000,1,15.822927
4,1958400,318750000,2133000000,1,17.358017
4,1958400,318750000,3199000000,1,18.37577
8,1958400,318750000,665600000,1,16.023867
8,1958400,318750000,2133000000,1,18.597084
8,1958400,318750000,3199000000,1,19.551765
12,1958400,318750000,665600000,1,17.607153
12,1958400,318750000,2133000000,1,19.583721
12,1958400,318750000,3199000000,1,20.276745
4,1958400,522750000,665600000,1,16.24715
4,1958400,522750000,2133000000,1,18.57711
4,1958400,522750000,3199000000,1,19.472649
8,1958400,522750000,665600000,1,17.011908
8,1958400,522750000,2133000000,1,19.31966
8,1958400,522750000,3199000000,1,19.872051
12,1958400,522750000,665600000,1,18.26923
12,1958400,522750000,2133000000,1,20.023617
12,1958400,522750000,3199000000,1,20.64236
4,1958400,726750000,665600000,1,16.858856
4,1958400,726750000,2133000000,1,19.40063
4,1958400,726750000,3199000000,1,20.029293
8,1958400,726750000,665600000,1,18.023983
8,1958400,726750000,2133000000,1,19.785896
8,1958400,726750000,3199000000,1,20.345345
12,1958400,726750000,665600000,1,18.52661
12,1958400,726750000,2133000000,1,20.578743
12,1958400,726750000,3199000000,1,21.198235
4,1958400,930750000,665600000,1,18.506508
4,1958400,930750000,2133000000,1,20.541012
4,1958400,930750000,3199000000,1,21.120958
8,1958400,930750000,665600000,1,18.96745
8,1958400,930750000,2133000000,1,20.790575
8,1958400,930750000,3199000000,1,21.178383
12,1958400,930750000,665600000,1,19.281616
12,1958400,930750000,2133000000,1,21.578632
12,1958400,930750000,3199000000,1,22.046381
4,1958400,1134750000,665600000,1,19.950954
4,1958400,1134750000,2133000000,1,21.472109
4,1958400,1134750000,3199000000,1,22.043758
8,1958400,1134750000,665600000,1,19.964766
8,1958400,1134750000,2133000000,1,21.743467
8,1958400,1134750000,3199000000,1,22.243532
