cores,cpu,gpu,mem,predicted_time
4.0,422400.0,114750000.0,665600000.0,756.265
4.0,422400.0,114750000.0,2133000000.0,752.2068
4.0,422400.0,114750000.0,3199000000.0,801.5214
4.0,422400.0,318750000.0,665600000.0,411.51193
4.0,422400.0,318750000.0,2133000000.0,356.13824
4.0,422400.0,318750000.0,3199000000.0,378.77658
4.0,422400.0,522750000.0,665600000.0,353.23578
4.0,422400.0,522750000.0,2133000000.0,286.39877
4.0,422400.0,522750000.0,3199000000.0,292.3035
4.0,422400.0,726750000.0,665600000.0,329.94897
4.0,422400.0,726750000.0,2133000000.0,298.70468
4.0,422400.0,726750000.0,3199000000.0,286.324
4.0,422400.0,930750000.0,665600000.0,321.29514
4.0,422400.0,930750000.0,2133000000.0,314.12323
4.0,422400.0,930750000.0,3199000000.0,308.48676
4.0,422400.0,1134750000.0,665600000.0,318.63885
4.0,422400.0,1134750000.0,2133000000.0,325.20993
4.0,422400.0,1134750000.0,3199000000.0,344.27307
4.0,422400.0,1300500000.0,665600000.0,321.41208
4.0,422400.0,1300500000.0,2133000000.0,323.47772
4.0,422400.0,1300500000.0,3199000000.0,366.28033
4.0,729600.0,114750000.0,665600000.0,740.6635
4.0,729600.0,114750000.0,2133000000.0,733.22705
4.0,729600.0,114750000.0,3199000000.0,775.1406
4.0,729600.0,318750000.0,665600000.0,382.9104
4.0,729600.0,318750000.0,2133000000.0,325.16104
4.0,729600.0,318750000.0,3199000000.0,342.54834
4.0,729600.0,522750000.0,665600000.0,325.7709
4.0,729600.0,522750000.0,2133000000.0,237.69847
4.0,729600.0,522750000.0,3199000000.0,240.18832
4.0,729600.0,726750000.0,665600000.0,305.7297
4.0,729600.0,726750000.0,2133000000.0,231.43799
4.0,729600.0,726750000.0,3199000000.0,222.67853
4.0,729600.0,930750000.0,665600000.0,295.9009
4.0,729600.0,930750000.0,2133000000.0,249.62917
4.0,729600.0,930750000.0,3199000000.0,241.01491
4.0,729600.0,1134750000.0,665600000.0,289.3525
4.0,729600.0,1134750000.0,2133000000.0,256.90616
4.0,729600.0,1134750000.0,3199000000.0,277.72174
4.0,729600.0,1300500000.0,665600000.0,288.62982
4.0,729600.0,1300500000.0,2133000000.0,256.77768
4.0,729600.0,1300500000.0,3199000000.0,299.6312
4.0,1036800.0,114750000.0,665600000.0,729.6743
4.0,1036800.0,114750000.0,2133000000.0,721.2654
4.0,1036800.0,114750000.0,3199000000.0,759.3323
4.0,1036800.0,318750000.0,665600000.0,361.88373
4.0,1036800.0,318750000.0,2133000000.0,307.40164
4.0,1036800.0,318750000.0,3199000000.0,322.41293
4.0,1036800.0,522750000.0,665600000.0,309.57712
4.0,1036800.0,522750000.0,2133000000.0,206.71893
4.0,1036800.0,522750000.0,3199000000.0,207.38004
4.0,1036800.0,726750000.0,665600000.0,291.83353
