cores,cpu,gpu,mem,predicted_time
4.0,422400.0,114750000.0,665600000.0,1127.8146
4.0,422400.0,114750000.0,2133000000.0,1110.8234
4.0,422400.0,114750000.0,3199000000.0,1137.3473
4.0,422400.0,318750000.0,665600000.0,772.81525
4.0,422400.0,318750000.0,2133000000.0,734.8385
4.0,422400.0,318750000.0,3199000000.0,751.6815
4.0,422400.0,522750000.0,665600000.0,736.42993
4.0,422400.0,522750000.0,2133000000.0,691.8931
4.0,422400.0,522750000.0,3199000000.0,687.14465
4.0,422400.0,726750000.0,665600000.0,742.526
4.0,422400.0,726750000.0,2133000000.0,706.2013
4.0,422400.0,726750000.0,3199000000.0,689.5144
4.0,422400.0,930750000.0,665600000.0,769.7952
4.0,422400.0,930750000.0,2133000000.0,732.2726
4.0,422400.0,930750000.0,3199000000.0,711.1901
4.0,422400.0,1134750000.0,665600000.0,800.9202
4.0,422400.0,1134750000.0,2133000000.0,762.4043
4.0,422400.0,1134750000.0,3199000000.0,743.93665
4.0,422400.0,1300500000.0,665600000.0,827.7445
4.0,422400.0,1300500000.0,2133000000.0,790.6001
4.0,422400.0,1300500000.0,3199000000.0,780.36426
4.0,729600.0,114750000.0,665600000.0,1022.1032
4.0,729600.0,114750000.0,2133000000.0,997.1483
4.0,729600.0,114750000.0,3199000000.0,1012.44635
4.0,729600.0,318750000.0,665600000.0,646.0399
4.0,729600.0,318750000.0,2133000000.0,587.69684
4.0,729600.0,318750000.0,3199000000.0,607.317
4.0,729600.0,522750000.0,665600000.0,595.7346
4.0,729600.0,522750000.0,2133000000.0,516.94836
4.0,729600.0,522750000.0,3199000000.0,519.4938
4.0,729600.0,726750000.0,665600000.0,581.5018
4.0,729600.0,726750000.0,2133000000.0,517.5635
4.0,729600.0,726750000.0,3199000000.0,509.47354
4.0,729600.0,930750000.0,665600000.0,591.88666
4.0,729600.0,930750000.0,2133000000.0,544.98615
4.0,729600.0,930750000.0,3199000000.0,522.7977
4.0,729600.0,1134750000.0,665600000.0,623.12866
4.0,729600.0,1134750000.0,2133000000.0,581.54504
4.0,729600.0,1134750000.0,3199000000.0,569.96716
4.0,729600.0,1300500000.0,665600000.0,656.8712
4.0,729600.0,1300500000.0,2133000000.0,619.76917
4.0,729600.0,1300500000.0,3199000000.0,608.7327
4.0,1036800.0,114750000.0,665600000.0,940.29846
4.0,1036800.0,114750000.0,2133000000.0,912.8862
4.0,1036800.0,114750000.0,3199000000.0,925.6873
4.0,1036800.0,318750000.0,665600000.0,550.0436
4.0,1036800.0,318750000.0,2133000000.0,487.09268
4.0,1036800.0,318750000.0,3199000000.0,497.23456
4.0,1036800.0,522750000.0,665600000.0,497.49057
4.0,1036800.0,522750000.0,2133000000.0,397.44815
4.0,1036800.0,522750000.0,3199000000.0,385.14508
4.0,1036800.0,726750000.0,665600000.0,472.96964
4.0,1036800.0,726750000.0,2133000000.0,369.79996
4.0,1036800.0,726750000.0,3199000000.0,358.31964
4.0,1036800.0,930750000.0,665600000.0,460.37024
4.0,1036800.0,930750000.0,2133000000.0,377.036
4.0,1036800.0,930750000.0,3199000000.0,366.98376
4.0,1036800.0,1134750000.0,665600000.0,477.7317
4.0,1036800.0,1134750000.0,2133000000.0,418.11566
4.0,1036800.0,1134750000.0,3199000000.0,408.9582
4.0,1036800.0,1300500000.0,665600000.0,510.7807
4.0,1036800.0,1300500000.0,2133000000.0,460.29852
4.0,1036800.0,1300500000.0,3199000000.0,449.67145
4.0,1344000.0,114750000.0,665600000.0,878.49976
4.0,1344000.0,114750000.0,2133000000.0,853.91943
4.0,1344000.0,114750000.0,3199000000.0,872.9355
4.0,1344000.0,318750000.0,665600000.0,489.58597
4.0,1344000.0,318750000.0,2133000000.0,425.8246
