powermode,bs,observed_time,predicted_time,observed_power,predicted_power
4_422400_114750000_665600000,1,77.86630249023438,231.851,13.046,13.043388
4_422400_114750000_2133000000,1,80.80165100097656,136.78139,13.7975,14.380434
4_422400_114750000_3199000000,1,71.43936157226562,119.241806,14.8525,16.076181
8_422400_114750000_665600000,1,71.63491439819336,253.86005,13.447,13.288485
8_422400_114750000_2133000000,1,68.68483352661133,170.5977,14.449,12.828238
8_422400_114750000_3199000000,1,67.52103805541992,147.80931,15.1035,14.394084
12_422400_114750000_665600000,1,70.77151870727539,356.3017,13.445,15.475004
12_422400_114750000_2133000000,1,69.28627395629883,291.83096,14.401,14.529872
12_422400_114750000_3199000000,1,67.63520050048828,269.5575,15.053,15.217117
4_422400_318750000_665600000,1,72.16232299804688,130.38824,13.1445,12.37421
4_422400_318750000_2133000000,1,91.90259170532228,53.644222,13.8505,12.765172
4_422400_318750000_3199000000,1,65.9783706665039,50.765667,14.45,14.437407
8_422400_318750000_665600000,1,67.61603164672852,102.197266,13.345,13.126006
8_422400_318750000_2133000000,1,66.1334228515625,21.87151,14.349,11.453826
8_422400_318750000_3199000000,1,64.74881744384766,11.793953,15.203,12.6896925
12_422400_318750000_665600000,1,67.49086380004883,134.41487,13.347,16.49802
12_422400_318750000_2133000000,1,65.67787170410156,56.405956,14.299,14.287978
12_422400_318750000_3199000000,1,65.42616271972656,47.45582,15.1515,14.783328
4_422400_522750000_665600000,1,79.32681655883789,96.96349,12.7935,12.696452
4_422400_522750000_2133000000,1,80.21380996704102,63.086643,14.0,11.740771
4_422400_522750000_3199000000,1,66.52425765991211,50.787807,14.901,13.079726
8_422400_522750000_665600000,1,67.89588928222656,76.78265,13.446,14.341781
8_422400_522750000_2133000000,1,66.29423904418945,37.724995,14.15,11.557666
8_422400_522750000_3199000000,1,64.69958114624023,19.097519,15.255,12.596361
12_422400_522750000_665600000,1,68.30696105957031,104.49786,13.696,18.897274
12_422400_522750000_2133000000,1,65.43355178833008,58.537395,14.3485,16.415941
12_422400_522750000_3199000000,1,64.3746223449707,57.734707,15.252,16.373999
4_422400_726750000_665600000,1,71.0212631225586,104.50376,13.746,14.399908
4_422400_726750000_2133000000,1,74.93647766113281,82.8512,14.65,12.257843
4_422400_726750000_3199000000,1,70.634033203125,54.005062,14.9505,13.458253
8_422400_726750000_665600000,1,69.20347213745117,83.607315,13.646,17.303167
8_422400_726750000_2133000000,1,65.54708862304688,41.50498,14.549,14.984646
8_422400_726750000_3199000000,1,64.99443435668945,37.8046,15.5535,15.072462
12_422400_726750000_665600000,1,67.4561767578125,110.398926,14.097,22.638107
12_422400_726750000_2133000000,1,75.9812126159668,66.59777,14.549,21.066837
12_422400_726750000_3199000000,1,64.04131317138672,57.67419,15.6545,20.692377
4_422400_930750000_665600000,1,79.72873306274414,117.876854,14.097,17.753683
4_422400_930750000_2133000000,1,80.0790901184082,91.5335,15.1525,15.714367
4_422400_930750000_3199000000,1,75.89347076416016,61.282726,15.7525,16.417536
8_422400_930750000_665600000,1,69.67025375366211,96.79953,14.498,21.847593
8_422400_930750000_2133000000,1,65.18878173828125,50.491627,15.351,20.193129
8_422400_930750000_3199000000,1,65.48339080810547,45.544216,15.953,19.771902
12_422400_930750000_665600000,1,68.83977890014648,122.35687,14.448,27.735905
12_422400_930750000_2133000000,1,66.22331237792969,75.29966,15.351,26.385752
12_422400_930750000_3199000000,1,64.3443374633789,65.02522,16.2055,25.850332
4_422400_1134750000_665600000,1,79.61841583251953,137.94858,14.8015,22.134691
4_422400_1134750000_2133000000,1,78.26700973510742,98.54343,15.752,20.610052
4_422400_1134750000_3199000000,1,66.63827133178711,75.82778,16.5575,20.833918
8_422400_1134750000_665600000,1,77.9181137084961,112.42975,15.3,27.030474
8_422400_1134750000_2133000000,1,65.96985626220703,64.35624,16.153,25.538952
8_422400_1134750000_3199000000,1,65.5716323852539,52.99758,16.7565,24.926548
12_422400_1134750000_665600000,1,66.8955192565918,131.80078,15.3,33.11317
12_422400_1134750000_2133000000,1,66.09099197387695,83.81275,16.153,31.811876
12_422400_1134750000_3199000000,1,64.03977584838867,73.132965,16.9585,31.266333
4_422400_1300500000_665600000,1,70.5689926147461,156.60971,15.851,26.294474
4_422400_1300500000_2133000000,1,78.88897705078125,110.83733,16.7545,24.885267
4_422400_1300500000_3199000000,1,75.66934204101562,80.29281,17.3565,24.788446
8_422400_1300500000_665600000,1,70.49718475341797,127.51737,16.453,31.39265
8_422400_1300500000_2133000000,1,65.35739135742188,77.60404,17.356,29.963263
8_422400_1300500000_3199000000,1,65.38409423828125,62.57613,17.958,29.2776
12_422400_1300500000_665600000,1,67.82563400268555,140.38568,16.503,37.608067
12_422400_1300500000_2133000000,1,64.88875198364258,93.577385,17.356,36.27841
12_422400_1300500000_3199000000,1,64.99905395507812,80.99317,17.958,35.707207
4_729600_114750000_665600000,1,54.2569751739502,205.52829,13.742,13.6694355
4_729600_114750000_2133000000,1,52.0852165222168,118.62956,14.648,15.136234
4_729600_114750000_3199000000,1,50.93433570861816,112.63416,15.8605,16.929174
8_729600_114750000_665600000,1,52.644527435302734,200.38644,13.644,13.313985
8_729600_114750000_2133000000,1,51.277809143066406,119.48343,14.648,13.043461
8_729600_114750000_3199000000,1,50.66843223571777,105.72959,15.761,14.795968
12_729600_114750000_665600000,1,52.39715194702149,304.33743,14.245,15.138079
12_729600_114750000_2133000000,1,51.90353584289551,241.91628,14.648,14.111642
12_729600_114750000_3199000000,1,50.61441612243652,221.87704,15.761,15.253187
4_729600_318750000_665600000,1,46.49732780456543,118.55179,14.045,12.846716
4_729600_318750000_2133000000,1,42.495920181274414,51.691532,15.055,13.458918
4_729600_318750000_3199000000,1,45.4605770111084,43.361843,16.251,15.191926
8_729600_318750000_665600000,1,43.19607925415039,76.13244,14.046,13.090772
8_729600_318750000_2133000000,1,41.67803192138672,7.3853106,15.048,11.263066
8_729600_318750000_3199000000,1,40.3551197052002,5.1783586,16.152,12.973648
12_729600_318750000_665600000,1,43.24937629699707,117.427734,14.296,16.368156
12_729600_318750000_2133000000,1,40.965681076049805,40.457172,15.052,14.202314
12_729600_318750000_3199000000,1,39.86495971679688,27.412472,16.653,14.885416
4_729600_522750000_665600000,1,47.94260787963867,89.05228,14.046,13.054189
4_729600_522750000_2133000000,1,42.66310501098633,61.03925,15.456,12.244883
4_729600_522750000_3199000000,1,41.42940902709961,47.534878,16.052,14.010044
8_729600_522750000_665600000,1,43.34662437438965,62.63674,14.446,14.412247
8_729600_522750000_2133000000,1,41.01499176025391,23.793205,15.449,11.498575
8_729600_522750000_3199000000,1,39.78900909423828,16.552094,16.152,13.040093
12_729600_522750000_665600000,1,43.36259269714356,98.33834,14.446,19.103422
12_729600_522750000_2133000000,1,40.28148651123047,51.13725,15.453,17.26136
12_729600_522750000_3199000000,1,40.68886566162109,44.523457,16.052,17.036715
4_729600_726750000_665600000,1,49.55961608886719,108.575714,14.85,14.939588
4_729600_726750000_2133000000,1,42.69966506958008,75.27412,15.355,13.142721
4_729600_726750000_3199000000,1,41.5756950378418,49.13181,16.456,14.556156
8_729600_726750000_665600000,1,44.32651329040527,76.62973,14.85,17.984287
8_729600_726750000_2133000000,1,40.96198272705078,35.838226,15.652,15.860914
8_729600_726750000_3199000000,1,39.95283126831055,33.100777,16.456,16.08073
12_729600_726750000_665600000,1,43.29401588439941,107.11809,15.0505,23.690474
12_729600_726750000_2133000000,1,40.23465538024902,61.370796,16.154,22.278574
12_729600_726750000_3199000000,1,39.65073585510254,51.136375,16.854,21.740116
4_729600_930750000_665600000,1,48.03182411193848,131.1536,15.652,18.607101
4_729600_930750000_2133000000,1,42.50892639160156,84.20125,16.057,16.946852
4_729600_930750000_3199000000,1,42.71459197998047,59.635067,17.056,17.667868
8_729600_930750000_665600000,1,43.25564765930176,97.93626,15.652,22.833105
8_729600_930750000_2133000000,1,44.58662414550781,50.835598,16.555,21.176447
8_729600_930750000_3199000000,1,43.980224609375,41.65154,17.258,20.924692
12_729600_930750000_665600000,1,43.46171188354492,118.6188,16.053,28.92034
12_729600_930750000_2133000000,1,40.67259216308594,71.66837,16.956,27.616446
