powermode,predicted_time,predicted_power,observed_time,observed_power
8_422400_114750000_665600000,78.34237,14.745754,81.09934616088867,14.509
4_422400_318750000_665600000,49.253067,16.117962,50.69670295715332,15.92
4_422400_318750000_2133000000,40.26379,17.95678,36.95153617858887,17.633
4_422400_522750000_665600000,45.92975,16.78692,48.62289619445801,16.325
4_422400_522750000_2133000000,32.078114,19.289751,35.85782432556152,17.934
8_422400_522750000_665600000,45.04531,16.87413,47.51835060119629,16.724
12_422400_522750000_2133000000,32.220016,18.840467,30.42463970184326,18.442
4_422400_726750000_2133000000,32.539154,20.179398,33.375328063964844,18.131
4_729600_522750000_2133000000,23.112669,19.961443,21.95225524902344,21.454
12_729600_522750000_2133000000,22.820032,20.157272,20.780896186828613,22.055
4_1036800_114750000_2133000000,75.98883,16.483486,77.18828964233398,15.616
12_1036800_114750000_665600000,76.97062,15.385607,77.57209777832031,14.909
4_1036800_318750000_665600000,47.17406,16.427216,46.13492774963379,16.923
8_1036800_318750000_2133000000,28.603243,18.950167,29.7969913482666,19.946
12_1036800_318750000_2133000000,30.213427,19.494135,29.85372829437256,18.636
4_1036800_522750000_2133000000,22.490452,20.531822,20.18252754211425,22.86
8_1036800_522750000_2133000000,21.881021,20.433903,19.885807991027832,22.864
12_1036800_522750000_665600000,44.367413,17.261198,43.607343673706055,17.527
12_1036800_522750000_2133000000,21.45572,21.215347,20.22339153289795,22.458
4_1036800_726750000_2133000000,20.911768,21.823193,17.771408081054688,24.369
12_1036800_726750000_2133000000,19.019215,22.751236,17.341744422912598,24.771
12_1036800_726750000_3199000000,16.567017,23.574942,15.2118558883667,27.797
12_1036800_930750000_3199000000,15.893967,24.069399,13.585344314575195,30.407
4_1344000_114750000_665600000,77.60939,14.940246,78.00444793701172,14.613
4_1344000_114750000_2133000000,75.904915,16.445814,76.94836807250977,15.618
12_1344000_114750000_665600000,77.01957,15.482665,77.52953720092773,15.013
4_1344000_318750000_665600000,46.814888,16.588638,45.3212947845459,17.024
12_1344000_318750000_665600000,48.01092,16.816628,45.26123237609863,17.027
4_1344000_522750000_665600000,44.98434,17.037779,43.74604797363281,17.128
12_1344000_522750000_665600000,43.92486,17.44199,43.06136131286621,17.53
4_1344000_726750000_3199000000,19.951809,25.263979,15.02339220046997,27.9
8_1344000_726750000_2133000000,19.471247,22.767263,17.03391933441162,24.978
8_1344000_726750000_3199000000,16.750141,25.008572,14.564064025878906,28.095
12_1344000_726750000_2133000000,17.798262,23.594025,16.880239486694336,25.38
4_1344000_930750000_3199000000,15.710178,27.687096,12.84281587600708,30.716
12_1344000_930750000_3199000000,15.420316,26.020784,12.30289602279663,31.722
8_1344000_1134750000_3199000000,13.425291,30.670029,11.774832248687744,33.433
8_1651200_114750000_665600000,77.39233,15.312871,77.24616241455078,15.016
12_1651200_114750000_665600000,77.086685,15.614576,77.19358444213867,15.414
4_1651200_318750000_2133000000,30.129068,19.179317,29.109695434570312,20.352
8_1651200_318750000_665600000,47.190712,16.630959,44.78108787536621,17.028
4_1651200_522750000_2133000000,21.282106,21.666912,19.39838409423828,23.066
12_1651200_522750000_3199000000,18.225372,25.371119,18.663439750671387,24.279
4_1651200_726750000_2133000000,19.981506,23.31762,16.494144439697266,25.588
8_1651200_726750000_3199000000,15.882062,26.736416,14.35593605041504,28.408
12_1651200_726750000_3199000000,15.520166,25.833393,14.105087757110596,29.108
4_1651200_930750000_3199000000,14.01636,30.221998,11.890624046325684,32.429
12_1651200_930750000_3199000000,14.880487,29.566332,11.836656093597412,33.033
8_1651200_1134750000_3199000000,12.756783,33.465782,11.368031978607178,33.54
12_1651200_1134750000_3199000000,13.19306,33.378002,11.306911945343018,36.058
4_1958400_114750000_2133000000,75.955,16.311174,76.40414428710938,15.919
8_1958400_114750000_665600000,77.55475,15.44686,77.21502304077148,15.412
12_1958400_114750000_665600000,75.45672,16.043854,76.93103790283203,15.815
8_1958400_318750000_2133000000,28.970713,20.546743,28.61513614654541,20.854
4_1958400_522750000_2133000000,20.68574,22.599009,19.00044822692871,23.569
4_1958400_726750000_3199000000,14.163561,29.403831,13.99233627319336,29.208
8_1958400_726750000_2133000000,16.54292,24.374279,15.932944297790527,25.884
12_1958400_726750000_3199000000,15.229248,29.208744,13.85363245010376,29.813
8_1958400_1134750000_3199000000,12.63231,36.2004,11.037951946258543,36.755
4_2201600_318750000_2133000000,32.778706,20.023945,28.83222389221192,20.754
4_2201600_522750000_2133000000,18.639082,23.177952,18.922127723693848,23.968
4_2201600_726750000_2133000000,16.334763,25.040876,15.831376075744627,26.583
4_2201600_726750000_3199000000,13.027636,31.027615,13.788496017456056,30.208
4_2201600_930750000_2133000000,15.923689,27.123701,15.215472221374512,26.882
4_2201600_1134750000_3199000000,12.6441145,38.150513,10.920944213867188,37.156
8_2201600_1300500000_3199000000,12.622904,40.61412,10.51475191116333,39.87
