observed_time,observed_power,powermode,predicted_time,predicted_power
283.98028564453125,22.5835,12_729600_1134750000_665600000,284.5144,22.21154
191.77072906494132,23.9225,12_729600_930750000_2133000000,189.99815,23.270138
192.0866928100586,24.577,12_729600_930750000_3199000000,190.64316,24.931395
290.7242584228516,20.9775,12_729600_930750000_665600000,293.8022,20.492422
202.0635528564453,21.668,12_729600_726750000_2133000000,203.27043,21.464125
191.1149139404297,23.6775,12_729600_726750000_3199000000,192.66435,23.335133
307.7838897705078,19.375,12_729600_726750000_665600000,304.0559,18.95362
218.65411376953125,20.968,12_729600_522750000_2133000000,224.82803,19.770575
214.5161895751953,22.472,12_729600_522750000_3199000000,212.96153,21.874926
329.8574981689453,18.071,12_729600_522750000_665600000,323.58008,17.776232
303.86802673339844,19.177,12_729600_318750000_2133000000,311.34744,18.26527
297.989990234375,20.583,12_729600_318750000_3199000000,290.40106,19.879871
385.5853576660156,17.0085,12_729600_318750000_665600000,384.9436,16.74338
783.80078125,15.353,12_729600_114750000_2133000000,763.8638,16.313995
782.7489929199219,16.112,12_729600_114750000_3199000000,760.304,16.68791
789.9156188964844,14.45,12_729600_114750000_665600000,779.59045,15.207838
152.1935806274414,30.988,12_1036800_1300500000_2133000000,158.13432,29.471891
139.3832015991211,33.1495,12_1036800_1300500000_3199000000,146.73189,33.132076
277.0891571044922,24.839,12_1036800_1300500000_665600000,278.37503,24.252565
152.62704467773438,28.837,12_1036800_1134750000_2133000000,156.62698,27.17929
144.1195068359375,29.9955,12_1036800_1134750000_3199000000,145.15723,30.346079
280.4542694091797,22.784,12_1036800_1134750000_665600000,281.10803,22.76337
156.9490203857422,26.18,12_1036800_930750000_2133000000,159.48662,24.751778
144.9242935180664,28.093,12_1036800_930750000_3199000000,153.47246,27.412886
288.16526794433594,20.982,12_1036800_930750000_665600000,291.0785,20.982597
170.03355407714844,23.975,12_1036800_726750000_2133000000,185.81795,22.690054
161.06676483154297,25.982,12_1036800_726750000_3199000000,168.253,24.976557
300.2122344970703,19.476,12_1036800_726750000_665600000,300.16986,19.415041
199.2823028564453,21.6395,12_1036800_522750000_2133000000,206.9903,20.736164
188.608627319336,23.625,12_1036800_522750000_3199000000,196.09929,23.023043
325.0813751220703,18.071,12_1036800_522750000_665600000,320.8844,18.008656
295.5271301269531,19.18,12_1036800_318750000_2133000000,295.547,18.818516
294.4788818359375,20.485,12_1036800_318750000_3199000000,285.34048,20.37895
380.2354431152344,17.359,12_1036800_318750000_665600000,376.5825,16.80632
778.8744812011719,15.355,12_1036800_114750000_2133000000,758.89935,16.234283
775.9581604003906,16.169,12_1036800_114750000_3199000000,758.9646,16.914995
789.5523376464844,14.552,12_1036800_114750000_665600000,772.9602,15.246917
133.62531280517578,33.7035,12_1344000_1300500000_2133000000,146.56685,31.79375
121.4157600402832,36.117,12_1344000_1300500000_3199000000,124.57766,36.194305
275.2628631591797,24.989,12_1344000_1300500000_665600000,274.52325,24.944548
139.14219665527344,30.287,12_1344000_1134750000_2133000000,153.59859,28.930376
118.70091247558594,33.196,12_1344000_1134750000_3199000000,131.75578,33.011536
277.46014404296875,22.884,12_1344000_1134750000_665600000,277.611,23.190813
145.0322723388672,27.785,12_1344000_930750000_2133000000,157.87024,26.118555
131.0960464477539,30.085,12_1344000_930750000_3199000000,143.59694,29.368946
284.8603057861328,21.1825,12_1344000_930750000_665600000,285.1938,21.419933
162.88712310791016,24.581,12_1344000_726750000_2133000000,181.2736,23.81663
148.60578155517578,26.784,12_1344000_726750000_3199000000,159.7134,26.475817
298.5323028564453,19.476,12_1344000_726750000_665600000,296.72424,19.903852
197.7190933227539,22.073,12_1344000_522750000_2133000000,197.14601,21.722572
192.9210205078125,23.571,12_1344000_522750000_3199000000,189.7895,24.02268
321.8185729980469,18.162,12_1344000_522750000_665600000,317.4608,18.465712
296.61607360839844,19.177,12_1344000_318750000_2133000000,288.2635,19.413052
290.4057922363281,20.583,12_1344000_318750000_3199000000,278.03522,20.933226
378.07073974609375,17.46,12_1344000_318750000_665600000,371.4851,17.039724
778.2809448242188,15.655,12_1344000_114750000_2133000000,754.79443,16.299255
774.4940795898438,16.557,12_1344000_114750000_3199000000,753.8258,17.219727
