cores,cpu,gpu,mem,predicted_power
4.0,422400.0,114750000.0,665600000.0,10.846717
4.0,422400.0,114750000.0,2133000000.0,11.721054
4.0,422400.0,114750000.0,3199000000.0,12.4679985
4.0,422400.0,318750000.0,665600000.0,11.129453
4.0,422400.0,318750000.0,2133000000.0,12.024815
4.0,422400.0,318750000.0,3199000000.0,12.745636
4.0,422400.0,522750000.0,665600000.0,11.461475
4.0,422400.0,522750000.0,2133000000.0,12.311908
4.0,422400.0,522750000.0,3199000000.0,13.044418
4.0,422400.0,726750000.0,665600000.0,11.832211
4.0,422400.0,726750000.0,2133000000.0,12.633665
4.0,422400.0,726750000.0,3199000000.0,13.365383
4.0,422400.0,930750000.0,665600000.0,12.212105
4.0,422400.0,930750000.0,2133000000.0,12.986617
4.0,422400.0,930750000.0,3199000000.0,13.708567
4.0,422400.0,1134750000.0,665600000.0,12.741883
4.0,422400.0,1134750000.0,2133000000.0,13.478874
4.0,422400.0,1134750000.0,3199000000.0,14.200705
4.0,422400.0,1300500000.0,665600000.0,13.5688305
4.0,422400.0,1300500000.0,2133000000.0,14.223361
4.0,422400.0,1300500000.0,3199000000.0,14.920252
4.0,729600.0,114750000.0,665600000.0,11.4219675
4.0,729600.0,114750000.0,2133000000.0,12.387574
4.0,729600.0,114750000.0,3199000000.0,13.100543
4.0,729600.0,318750000.0,665600000.0,11.856413
4.0,729600.0,318750000.0,2133000000.0,12.756814
4.0,729600.0,318750000.0,3199000000.0,13.439656
4.0,729600.0,522750000.0,665600000.0,12.26744
4.0,729600.0,522750000.0,2133000000.0,13.078283
4.0,729600.0,522750000.0,3199000000.0,13.758393
4.0,729600.0,726750000.0,665600000.0,12.650223
4.0,729600.0,726750000.0,2133000000.0,13.414236
4.0,729600.0,726750000.0,3199000000.0,14.093093
4.0,729600.0,930750000.0,665600000.0,13.088959
4.0,729600.0,930750000.0,2133000000.0,13.822008
4.0,729600.0,930750000.0,3199000000.0,14.507374
4.0,729600.0,1134750000.0,665600000.0,13.772049
4.0,729600.0,1134750000.0,2133000000.0,14.407137
4.0,729600.0,1134750000.0,3199000000.0,15.108379
4.0,729600.0,1300500000.0,665600000.0,14.687072
4.0,729600.0,1300500000.0,2133000000.0,15.326629
4.0,729600.0,1300500000.0,3199000000.0,15.97424
4.0,1036800.0,114750000.0,665600000.0,11.85389
4.0,1036800.0,114750000.0,2133000000.0,12.7693615
4.0,1036800.0,114750000.0,3199000000.0,13.541318
4.0,1036800.0,318750000.0,665600000.0,12.352887
4.0,1036800.0,318750000.0,2133000000.0,13.251647
4.0,1036800.0,318750000.0,3199000000.0,13.971592
4.0,1036800.0,522750000.0,665600000.0,12.716101
4.0,1036800.0,522750000.0,2133000000.0,13.604811
4.0,1036800.0,522750000.0,3199000000.0,14.308898
4.0,1036800.0,726750000.0,665600000.0,13.164791
4.0,1036800.0,726750000.0,2133000000.0,13.991856
4.0,1036800.0,726750000.0,3199000000.0,14.716357
4.0,1036800.0,930750000.0,665600000.0,13.712236
4.0,1036800.0,930750000.0,2133000000.0,14.482514
4.0,1036800.0,930750000.0,3199000000.0,15.256514
4.0,1036800.0,1134750000.0,665600000.0,14.5359745
4.0,1036800.0,1134750000.0,2133000000.0,15.19697
4.0,1036800.0,1134750000.0,3199000000.0,15.910793
4.0,1036800.0,1300500000.0,665600000.0,15.518465
4.0,1036800.0,1300500000.0,2133000000.0,16.225948
4.0,1036800.0,1300500000.0,3199000000.0,16.815048
4.0,1344000.0,114750000.0,665600000.0,12.198449
4.0,1344000.0,114750000.0,2133000000.0,13.163123
4.0,1344000.0,114750000.0,3199000000.0,13.978836
4.0,1344000.0,318750000.0,665600000.0,12.779022
4.0,1344000.0,318750000.0,2133000000.0,13.721997
4.0,1344000.0,318750000.0,3199000000.0,14.499424
4.0,1344000.0,522750000.0,665600000.0,13.204449
4.0,1344000.0,522750000.0,2133000000.0,14.136805
4.0,1344000.0,522750000.0,3199000000.0,14.929358
4.0,1344000.0,726750000.0,665600000.0,13.716544
4.0,1344000.0,726750000.0,2133000000.0,14.650285
4.0,1344000.0,726750000.0,3199000000.0,15.452767
4.0,1344000.0,930750000.0,665600000.0,14.347778
4.0,1344000.0,930750000.0,2133000000.0,15.266786
4.0,1344000.0,930750000.0,3199000000.0,15.984274
4.0,1344000.0,1134750000.0,665600000.0,15.221617
4.0,1344000.0,1134750000.0,2133000000.0,16.047335
4.0,1344000.0,1134750000.0,3199000000.0,16.653957
4.0,1344000.0,1300500000.0,665600000.0,16.306475
4.0,1344000.0,1300500000.0,2133000000.0,17.117237
4.0,1344000.0,1300500000.0,3199000000.0,17.663036
4.0,1651200.0,114750000.0,665600000.0,12.561195
4.0,1651200.0,114750000.0,2133000000.0,13.570657
4.0,1651200.0,114750000.0,3199000000.0,14.415555
4.0,1651200.0,318750000.0,665600000.0,13.261479
4.0,1651200.0,318750000.0,2133000000.0,14.24392
4.0,1651200.0,318750000.0,3199000000.0,15.1200905
4.0,1651200.0,522750000.0,665600000.0,13.756348
4.0,1651200.0,522750000.0,2133000000.0,14.759826
4.0,1651200.0,522750000.0,3199000000.0,15.616675
4.0,1651200.0,726750000.0,665600000.0,14.313178
4.0,1651200.0,726750000.0,2133000000.0,15.387174
4.0,1651200.0,726750000.0,3199000000.0,16.129658
4.0,1651200.0,930750000.0,665600000.0,15.01773
4.0,1651200.0,930750000.0,2133000000.0,16.045242
4.0,1651200.0,930750000.0,3199000000.0,16.799805
4.0,1651200.0,1134750000.0,665600000.0,15.938549
4.0,1651200.0,1134750000.0,2133000000.0,16.95261
4.0,1651200.0,1134750000.0,3199000000.0,17.501263
4.0,1651200.0,1300500000.0,665600000.0,17.043781
4.0,1651200.0,1300500000.0,2133000000.0,18.172396
4.0,1651200.0,1300500000.0,3199000000.0,18.53912
