cores,cpu,gpu,mem,bs,predicted_time
4,422400,114750000,665600000,1,358.4974
4,422400,114750000,2133000000,1,173.66885
4,422400,114750000,3199000000,1,186.16978
8,422400,114750000,665600000,1,501.28983
8,422400,114750000,2133000000,1,349.15906
8,422400,114750000,3199000000,1,318.42368
12,422400,114750000,665600000,1,891.81165
12,422400,114750000,2133000000,1,774.41394
12,422400,114750000,3199000000,1,724.6947
4,422400,318750000,665600000,1,248.9185
4,422400,318750000,2133000000,1,103.21767
4,422400,318750000,3199000000,1,81.6867
8,422400,318750000,665600000,1,247.51888
8,422400,318750000,2133000000,1,80.009285
8,422400,318750000,3199000000,1,46.980164
12,422400,318750000,665600000,1,348.40494
12,422400,318750000,2133000000,1,174.38249
12,422400,318750000,3199000000,1,145.49525
4,422400,522750000,665600000,1,216.87108
4,422400,522750000,2133000000,1,98.03333
4,422400,522750000,3199000000,1,64.1243
8,422400,522750000,665600000,1,192.8025
8,422400,522750000,2133000000,1,72.91642
8,422400,522750000,3199000000,1,31.876709
12,422400,522750000,665600000,1,251.06317
12,422400,522750000,2133000000,1,97.99493
12,422400,522750000,3199000000,1,65.237434
4,422400,726750000,665600000,1,239.4159
4,422400,726750000,2133000000,1,117.18205
4,422400,726750000,3199000000,1,65.327774
8,422400,726750000,665600000,1,188.88101
8,422400,726750000,2133000000,1,86.79925
8,422400,726750000,3199000000,1,33.851982
12,422400,726750000,665600000,1,228.14844
12,422400,726750000,2133000000,1,111.02624
12,422400,726750000,3199000000,1,61.331978
4,422400,930750000,665600000,1,261.0762
4,422400,930750000,2133000000,1,160.92336
4,422400,930750000,3199000000,1,83.49515
8,422400,930750000,665600000,1,218.08575
8,422400,930750000,2133000000,1,119.70702
8,422400,930750000,3199000000,1,57.669205
12,422400,930750000,665600000,1,241.79138
12,422400,930750000,2133000000,1,129.71422
12,422400,930750000,3199000000,1,76.674126
4,422400,1134750000,665600000,1,288.32608
4,422400,1134750000,2133000000,1,209.87563
4,422400,1134750000,3199000000,1,122.172844
8,422400,1134750000,665600000,1,255.59604
8,422400,1134750000,2133000000,1,153.02039
8,422400,1134750000,3199000000,1,91.43203
12,422400,1134750000,665600000,1,266.1235
12,422400,1134750000,2133000000,1,156.52061
12,422400,1134750000,3199000000,1,95.87403
4,422400,1300500000,665600000,1,317.85214
4,422400,1300500000,2133000000,1,242.79202
4,422400,1300500000,3199000000,1,153.10341
8,422400,1300500000,665600000,1,286.7607
8,422400,1300500000,2133000000,1,181.53209
8,422400,1300500000,3199000000,1,117.44707
12,422400,1300500000,665600000,1,289.3597
12,422400,1300500000,2133000000,1,179.86797
12,422400,1300500000,3199000000,1,116.48147
4,729600,114750000,665600000,1,294.6336
4,729600,114750000,2133000000,1,133.76201
4,729600,114750000,3199000000,1,162.13326
8,729600,114750000,665600000,1,368.38516
8,729600,114750000,2133000000,1,215.22728
8,729600,114750000,3199000000,1,174.77965
12,729600,114750000,665600000,1,752.04333
12,729600,114750000,2133000000,1,647.2108
12,729600,114750000,3199000000,1,586.152
4,729600,318750000,665600000,1,195.29707
4,729600,318750000,2133000000,1,57.07542
4,729600,318750000,3199000000,1,49.183754
8,729600,318750000,665600000,1,180.82176
8,729600,318750000,2133000000,1,23.770885
8,729600,318750000,3199000000,1,4.639568
12,729600,318750000,665600000,1,268.90674
12,729600,318750000,2133000000,1,123.07874
12,729600,318750000,3199000000,1,79.67264
4,729600,522750000,665600000,1,167.63338
4,729600,522750000,2133000000,1,53.414604
4,729600,522750000,3199000000,1,30.697914
8,729600,522750000,665600000,1,148.00749
8,729600,522750000,2133000000,1,29.214277
8,729600,522750000,3199000000,1,-2.6044126
12,729600,522750000,665600000,1,216.82417
12,729600,522750000,2133000000,1,67.950005
12,729600,522750000,3199000000,1,22.718647
4,729600,726750000,665600000,1,191.40395
4,729600,726750000,2133000000,1,76.85889
4,729600,726750000,3199000000,1,36.543526
8,729600,726750000,665600000,1,157.69734
8,729600,726750000,2133000000,1,53.732662
8,729600,726750000,3199000000,1,0.2576495
12,729600,726750000,665600000,1,206.22627
12,729600,726750000,2133000000,1,79.07167
12,729600,726750000,3199000000,1,23.970528
4,729600,930750000,665600000,1,220.77483
4,729600,930750000,2133000000,1,124.83869
4,729600,930750000,3199000000,1,52.764156
8,729600,930750000,665600000,1,189.84854
8,729600,930750000,2133000000,1,83.85996
8,729600,930750000,3199000000,1,19.999989
12,729600,930750000,665600000,1,215.81557
12,729600,930750000,2133000000,1,97.8155
12,729600,930750000,3199000000,1,43.23875
4,729600,1134750000,665600000,1,255.73116
4,729600,1134750000,2133000000,1,173.83583
4,729600,1134750000,3199000000,1,84.92785
8,729600,1134750000,665600000,1,226.89638
8,729600,1134750000,2133000000,1,116.13498
8,729600,1134750000,3199000000,1,51.3283
12,729600,1134750000,665600000,1,240.00462
12,729600,1134750000,2133000000,1,125.8476
12,729600,1134750000,3199000000,1,66.10601
4,729600,1300500000,665600000,1,287.8932
4,729600,1300500000,2133000000,1,203.13683
4,729600,1300500000,3199000000,1,117.29804
8,729600,1300500000,665600000,1,255.43748
8,729600,1300500000,2133000000,1,143.8462
8,729600,1300500000,3199000000,1,79.3665
12,729600,1300500000,665600000,1,262.37857
12,729600,1300500000,2133000000,1,149.74579
12,729600,1300500000,3199000000,1,88.115585
4,1036800,114750000,665600000,1,275.23105
4,1036800,114750000,2133000000,1,147.53389
4,1036800,114750000,3199000000,1,173.57393
8,1036800,114750000,665600000,1,256.5415
8,1036800,114750000,2133000000,1,112.30932
8,1036800,114750000,3199000000,1,82.73182
12,1036800,114750000,665600000,1,620.01074
12,1036800,114750000,2133000000,1,524.3335
12,1036800,114750000,3199000000,1,464.1755
4,1036800,318750000,665600000,1,173.23074
4,1036800,318750000,2133000000,1,58.561226
4,1036800,318750000,3199000000,1,43.35744
8,1036800,318750000,665600000,1,121.09968
8,1036800,318750000,2133000000,1,3.9584224
8,1036800,318750000,3199000000,1,-2.7463784
12,1036800,318750000,665600000,1,207.6578
12,1036800,318750000,2133000000,1,65.72747
12,1036800,318750000,3199000000,1,30.90886
4,1036800,522750000,665600000,1,137.96362
4,1036800,522750000,2133000000,1,52.165134
4,1036800,522750000,3199000000,1,20.25124
8,1036800,522750000,665600000,1,89.91814
8,1036800,522750000,2133000000,1,8.916259
8,1036800,522750000,3199000000,1,-5.1890335
12,1036800,522750000,665600000,1,163.83327
12,1036800,522750000,2133000000,1,41.041927
12,1036800,522750000,3199000000,1,-3.1261315
4,1036800,726750000,665600000,1,161.77748
4,1036800,726750000,2133000000,1,73.55906
4,1036800,726750000,3199000000,1,21.95002
8,1036800,726750000,665600000,1,122.728546
8,1036800,726750000,2133000000,1,29.347374
8,1036800,726750000,3199000000,1,-2.6849225
12,1036800,726750000,665600000,1,174.49684
12,1036800,726750000,2133000000,1,59.004856
12,1036800,726750000,3199000000,1,1.1885173
4,1036800,930750000,665600000,1,201.16887
4,1036800,930750000,2133000000,1,110.05436
4,1036800,930750000,3199000000,1,37.025257
8,1036800,930750000,665600000,1,165.89595
8,1036800,930750000,2133000000,1,58.48865
8,1036800,930750000,3199000000,1,9.526882
12,1036800,930750000,665600000,1,193.40178
12,1036800,930750000,2133000000,1,78.72947
12,1036800,930750000,3199000000,1,15.946453
4,1036800,1134750000,665600000,1,239.30063
4,1036800,1134750000,2133000000,1,147.27084
4,1036800,1134750000,3199000000,1,66.39266
8,1036800,1134750000,665600000,1,199.56158
8,1036800,1134750000,2133000000,1,89.21795
8,1036800,1134750000,3199000000,1,33.866283
12,1036800,1134750000,665600000,1,217.33986
12,1036800,1134750000,2133000000,1,104.292755
12,1036800,1134750000,3199000000,1,39.91017
4,1036800,1300500000,665600000,1,271.27197
4,1036800,1300500000,2133000000,1,175.52492
4,1036800,1300500000,3199000000,1,98.62557
8,1036800,1300500000,665600000,1,227.86505
8,1036800,1300500000,2133000000,1,115.58257
8,1036800,1300500000,3199000000,1,59.641266
12,1036800,1300500000,665600000,1,239.08821
12,1036800,1300500000,2133000000,1,126.46659
12,1036800,1300500000,3199000000,1,62.307827
4,1344000,114750000,665600000,1,295.63242
4,1344000,114750000,2133000000,1,198.1958
4,1344000,114750000,3199000000,1,216.0817
8,1344000,114750000,665600000,1,190.69267
8,1344000,114750000,2133000000,1,78.04347
8,1344000,114750000,3199000000,1,82.01493
12,1344000,114750000,665600000,1,495.25845
12,1344000,114750000,2133000000,1,409.48892
12,1344000,114750000,3199000000,1,355.51727
4,1344000,318750000,665600000,1,181.2451
4,1344000,318750000,2133000000,1,84.306465
4,1344000,318750000,3199000000,1,71.49413
8,1344000,318750000,665600000,1,88.81164
8,1344000,318750000,2133000000,1,0.36706692
8,1344000,318750000,3199000000,1,-6.049509
12,1344000,318750000,665600000,1,158.93196
12,1344000,318750000,2133000000,1,31.293425
12,1344000,318750000,3199000000,1,9.779288
4,1344000,522750000,665600000,1,136.65303
4,1344000,522750000,2133000000,1,63.512238
4,1344000,522750000,3199000000,1,22.936787
8,1344000,522750000,665600000,1,50.811344
8,1344000,522750000,2133000000,1,2.6737282
8,1344000,522750000,3199000000,1,-4.6642604
12,1344000,522750000,665600000,1,114.87739
12,1344000,522750000,2133000000,1,11.938375
12,1344000,522750000,3199000000,1,-6.746357
4,1344000,726750000,665600000,1,157.88574
4,1344000,726750000,2133000000,1,77.81274
4,1344000,726750000,3199000000,1,26.15991
8,1344000,726750000,665600000,1,90.37336
8,1344000,726750000,2133000000,1,19.372044
8,1344000,726750000,3199000000,1,-1.1137005
12,1344000,726750000,665600000,1,129.2222
12,1344000,726750000,2133000000,1,27.968761
12,1344000,726750000,3199000000,1,-5.3912263
4,1344000,930750000,665600000,1,198.29463
4,1344000,930750000,2133000000,1,103.378105
4,1344000,930750000,3199000000,1,40.746807
8,1344000,930750000,665600000,1,135.05727
8,1344000,930750000,2133000000,1,50.436283
8,1344000,930750000,3199000000,1,10.887089
12,1344000,930750000,665600000,1,158.72774
12,1344000,930750000,2133000000,1,54.35712
12,1344000,930750000,3199000000,1,4.72302
4,1344000,1134750000,665600000,1,236.88745
4,1344000,1134750000,2133000000,1,133.81764
4,1344000,1134750000,3199000000,1,64.275215
8,1344000,1134750000,665600000,1,180.47871
8,1344000,1134750000,2133000000,1,82.44784
8,1344000,1134750000,3199000000,1,33.624516
12,1344000,1134750000,665600000,1,195.50203
12,1344000,1134750000,2133000000,1,87.00327
12,1344000,1134750000,3199000000,1,26.929485
4,1344000,1300500000,665600000,1,265.63358
4,1344000,1300500000,2133000000,1,160.06789
4,1344000,1300500000,3199000000,1,89.163994
8,1344000,1300500000,665600000,1,211.25792
8,1344000,1300500000,2133000000,1,107.54273
8,1344000,1300500000,3199000000,1,56.74094
12,1344000,1300500000,665600000,1,221.53954
12,1344000,1300500000,2133000000,1,111.89056
12,1344000,1300500000,3199000000,1,47.70771
4,1651200,114750000,665600000,1,337.4716
4,1651200,114750000,2133000000,1,242.19484
4,1651200,114750000,3199000000,1,264.6917
8,1651200,114750000,665600000,1,203.85811
8,1651200,114750000,2133000000,1,101.46074
8,1651200,114750000,3199000000,1,118.115166
12,1651200,114750000,665600000,1,392.85336
12,1651200,114750000,2133000000,1,303.88528
12,1651200,114750000,3199000000,1,263.22836
4,1651200,318750000,665600000,1,209.7679
4,1651200,318750000,2133000000,1,111.47376
4,1651200,318750000,3199000000,1,117.51049
8,1651200,318750000,665600000,1,105.8498
8,1651200,318750000,2133000000,1,4.65373
8,1651200,318750000,3199000000,1,-5.979602
12,1651200,318750000,665600000,1,128.21584
12,1651200,318750000,2133000000,1,18.2445
12,1651200,318750000,3199000000,1,0.6392503
4,1651200,522750000,665600000,1,155.78542
4,1651200,522750000,2133000000,1,77.82692
4,1651200,522750000,3199000000,1,46.208797
8,1651200,522750000,665600000,1,65.35674
8,1651200,522750000,2133000000,1,7.2176766
8,1651200,522750000,3199000000,1,-0.16243955
12,1651200,522750000,665600000,1,84.33259
12,1651200,522750000,2133000000,1,1.4181087
12,1651200,522750000,3199000000,1,-8.852876
4,1651200,726750000,665600000,1,169.32594
4,1651200,726750000,2133000000,1,83.502914
4,1651200,726750000,3199000000,1,47.79673
8,1651200,726750000,665600000,1,92.351616
8,1651200,726750000,2133000000,1,23.463116
8,1651200,726750000,3199000000,1,6.2469172
12,1651200,726750000,665600000,1,99.59313
12,1651200,726750000,2133000000,1,13.704153
12,1651200,726750000,3199000000,1,-7.441628
4,1651200,930750000,665600000,1,207.24199
4,1651200,930750000,2133000000,1,102.474434
4,1651200,930750000,3199000000,1,59.738476
8,1651200,930750000,665600000,1,131.28032
8,1651200,930750000,2133000000,1,51.150505
8,1651200,930750000,3199000000,1,18.894941
12,1651200,930750000,665600000,1,131.9292
12,1651200,930750000,2133000000,1,39.35024
12,1651200,930750000,3199000000,1,1.2016366
4,1651200,1134750000,665600000,1,240.18318
4,1651200,1134750000,2133000000,1,128.9799
4,1651200,1134750000,3199000000,1,77.04783
8,1651200,1134750000,665600000,1,174.31194
8,1651200,1134750000,2133000000,1,83.74876
8,1651200,1134750000,3199000000,1,38.71668
12,1651200,1134750000,665600000,1,170.01215
12,1651200,1134750000,2133000000,1,69.63333
12,1651200,1134750000,3199000000,1,22.275229
4,1651200,1300500000,665600000,1,264.40732
4,1651200,1300500000,2133000000,1,153.71797
4,1651200,1300500000,3199000000,1,96.5572
8,1651200,1300500000,665600000,1,208.67653
8,1651200,1300500000,2133000000,1,108.437164
8,1651200,1300500000,3199000000,1,59.799515
12,1651200,1300500000,665600000,1,202.22957
12,1651200,1300500000,2133000000,1,96.809555
12,1651200,1300500000,3199000000,1,42.9669
4,1958400,114750000,665600000,1,393.74796
4,1958400,114750000,2133000000,1,262.18002
4,1958400,114750000,3199000000,1,295.15723
8,1958400,114750000,665600000,1,248.01866
8,1958400,114750000,2133000000,1,162.96483
8,1958400,114750000,3199000000,1,175.82848
12,1958400,114750000,665600000,1,324.25705
12,1958400,114750000,2133000000,1,214.38434
12,1958400,114750000,3199000000,1,196.51836
4,1958400,318750000,665600000,1,250.38435
4,1958400,318750000,2133000000,1,128.4216
