cores,cpu,gpu,mem,bs,predicted_power
4,422400,114750000,665600000,1,14.221997
4,422400,114750000,2133000000,1,14.9284
4,422400,114750000,3199000000,1,15.190963
8,422400,114750000,665600000,1,14.226686
8,422400,114750000,2133000000,1,14.888207
8,422400,114750000,3199000000,1,15.166852
12,422400,114750000,665600000,1,14.287629
12,422400,114750000,2133000000,1,14.879831
12,422400,114750000,3199000000,1,15.164519
4,422400,318750000,665600000,1,14.606968
4,422400,318750000,2133000000,1,15.1121645
4,422400,318750000,3199000000,1,15.335298
8,422400,318750000,665600000,1,14.592902
8,422400,318750000,2133000000,1,15.072646
8,422400,318750000,3199000000,1,15.302766
12,422400,318750000,665600000,1,14.640202
12,422400,318750000,2133000000,1,15.065275
12,422400,318750000,3199000000,1,15.291438
4,422400,522750000,665600000,1,14.800407
4,422400,522750000,2133000000,1,15.161542
4,422400,522750000,3199000000,1,15.3654375
8,422400,522750000,665600000,1,14.791568
8,422400,522750000,2133000000,1,15.122386
8,422400,522750000,3199000000,1,15.313205
12,422400,522750000,665600000,1,14.838621
12,422400,522750000,2133000000,1,15.125192
12,422400,522750000,3199000000,1,15.368183
4,422400,726750000,665600000,1,14.986443
4,422400,726750000,2133000000,1,15.222627
4,422400,726750000,3199000000,1,15.4997225
8,422400,726750000,665600000,1,14.984597
8,422400,726750000,2133000000,1,15.073502
8,422400,726750000,3199000000,1,15.32968
12,422400,726750000,665600000,1,15.09929
12,422400,726750000,2133000000,1,15.170915
12,422400,726750000,3199000000,1,15.466859
4,422400,930750000,665600000,1,15.1800785
4,422400,930750000,2133000000,1,15.270068
4,422400,930750000,3199000000,1,15.807864
8,422400,930750000,665600000,1,15.143576
8,422400,930750000,2133000000,1,15.144037
8,422400,930750000,3199000000,1,15.454522
12,422400,930750000,665600000,1,15.345524
12,422400,930750000,2133000000,1,15.474501
12,422400,930750000,3199000000,1,15.736866
4,422400,1134750000,665600000,1,15.338018
4,422400,1134750000,2133000000,1,15.71411
4,422400,1134750000,3199000000,1,16.25695
8,422400,1134750000,665600000,1,15.345283
8,422400,1134750000,2133000000,1,15.690475
8,422400,1134750000,3199000000,1,15.878026
12,422400,1134750000,665600000,1,15.638282
12,422400,1134750000,2133000000,1,16.132736
12,422400,1134750000,3199000000,1,16.273079
4,422400,1300500000,665600000,1,15.568124
4,422400,1300500000,2133000000,1,16.549984
4,422400,1300500000,3199000000,1,16.84074
8,422400,1300500000,665600000,1,15.795512
8,422400,1300500000,2133000000,1,16.53086
8,422400,1300500000,3199000000,1,16.626339
12,422400,1300500000,665600000,1,16.2821
12,422400,1300500000,2133000000,1,16.879108
12,422400,1300500000,3199000000,1,17.538101
4,729600,114750000,665600000,1,14.405512
4,729600,114750000,2133000000,1,15.047126
4,729600,114750000,3199000000,1,15.275878
8,729600,114750000,665600000,1,14.44245
8,729600,114750000,2133000000,1,15.021878
8,729600,114750000,3199000000,1,15.266471
12,729600,114750000,665600000,1,14.493559
12,729600,114750000,2133000000,1,15.028554
12,729600,114750000,3199000000,1,15.279283
4,729600,318750000,665600000,1,14.761636
4,729600,318750000,2133000000,1,15.220332
4,729600,318750000,3199000000,1,15.394565
8,729600,318750000,665600000,1,14.761114
8,729600,318750000,2133000000,1,15.199809
8,729600,318750000,3199000000,1,15.424552
12,729600,318750000,665600000,1,14.797408
12,729600,318750000,2133000000,1,15.2045355
12,729600,318750000,3199000000,1,15.480949
4,729600,522750000,665600000,1,14.914485
4,729600,522750000,2133000000,1,15.263988
4,729600,522750000,3199000000,1,15.493138
8,729600,522750000,665600000,1,14.915921
8,729600,522750000,2133000000,1,15.253713
8,729600,522750000,3199000000,1,15.656674
12,729600,522750000,665600000,1,15.039659
12,729600,522750000,2133000000,1,15.28486
