cores,cpu,gpu,mem,predicted_power
4.0,422400.0,114750000.0,665600000.0,16.44548
4.0,422400.0,114750000.0,2133000000.0,17.498028
4.0,422400.0,114750000.0,3199000000.0,20.444387
4.0,422400.0,318750000.0,665600000.0,17.609507
4.0,422400.0,318750000.0,2133000000.0,20.209496
4.0,422400.0,318750000.0,3199000000.0,24.31358
4.0,422400.0,522750000.0,665600000.0,18.837044
4.0,422400.0,522750000.0,2133000000.0,23.13028
4.0,422400.0,522750000.0,3199000000.0,28.798656
4.0,422400.0,726750000.0,665600000.0,20.183792
4.0,422400.0,726750000.0,2133000000.0,26.711035
4.0,422400.0,726750000.0,3199000000.0,33.392025
4.0,422400.0,930750000.0,665600000.0,21.972933
4.0,422400.0,930750000.0,2133000000.0,30.87489
4.0,422400.0,930750000.0,3199000000.0,38.002384
4.0,422400.0,1134750000.0,665600000.0,24.51163
4.0,422400.0,1134750000.0,2133000000.0,35.119137
4.0,422400.0,1134750000.0,3199000000.0,42.630386
4.0,422400.0,1300500000.0,665600000.0,27.518892
4.0,422400.0,1300500000.0,2133000000.0,38.594284
4.0,422400.0,1300500000.0,3199000000.0,46.406895
4.0,729600.0,114750000.0,665600000.0,16.487904
4.0,729600.0,114750000.0,2133000000.0,17.473259
4.0,729600.0,114750000.0,3199000000.0,20.339167
4.0,729600.0,318750000.0,665600000.0,17.674303
4.0,729600.0,318750000.0,2133000000.0,20.170317
4.0,729600.0,318750000.0,3199000000.0,24.243034
4.0,729600.0,522750000.0,665600000.0,18.884466
4.0,729600.0,522750000.0,2133000000.0,23.059587
4.0,729600.0,522750000.0,3199000000.0,28.686766
4.0,729600.0,726750000.0,665600000.0,20.189566
4.0,729600.0,726750000.0,2133000000.0,26.607344
4.0,729600.0,726750000.0,3199000000.0,33.24349
4.0,729600.0,930750000.0,665600000.0,21.887379
4.0,729600.0,930750000.0,2133000000.0,30.732115
4.0,729600.0,930750000.0,3199000000.0,37.82255
4.0,729600.0,1134750000.0,665600000.0,24.472727
4.0,729600.0,1134750000.0,2133000000.0,34.946407
4.0,729600.0,1134750000.0,3199000000.0,42.403713
4.0,729600.0,1300500000.0,665600000.0,27.46323
4.0,729600.0,1300500000.0,2133000000.0,38.38764
4.0,729600.0,1300500000.0,3199000000.0,46.151043
4.0,1036800.0,114750000.0,665600000.0,16.59862
4.0,1036800.0,114750000.0,2133000000.0,17.59971
4.0,1036800.0,114750000.0,3199000000.0,20.468943
4.0,1036800.0,318750000.0,665600000.0,17.784105
