total,used,free,log_time
3.6Gi,4.0Mi,3.6Gi,2.5586202144622803
3.6Gi,4.0Mi,3.6Gi,3.9950778484344482
3.6Gi,4.0Mi,3.6Gi,5.5088677406311035
3.6Gi,4.0Mi,3.6Gi,7.0885138511657715
3.6Gi,4.0Mi,3.6Gi,8.46543002128601
3.6Gi,4.0Mi,3.6Gi,9.710108757019043
3.6Gi,4.0Mi,3.6Gi,11.309004783630371
3.6Gi,4.0Mi,3.6Gi,12.767932653427124
3.6Gi,4.0Mi,3.6Gi,14.084359407424927
3.6Gi,4.0Mi,3.6Gi,15.29991865158081
3.6Gi,4.0Mi,3.6Gi,16.548961639404297
3.6Gi,4.0Mi,3.6Gi,17.743014812469482
3.6Gi,4.0Mi,3.6Gi,18.914861917495728
3.6Gi,4.0Mi,3.6Gi,20.105404138565063
3.6Gi,4.0Mi,3.6Gi,21.2834312915802
3.6Gi,4.0Mi,3.6Gi,22.46453022956848
3.6Gi,4.0Mi,3.6Gi,23.66345500946045
3.6Gi,4.0Mi,3.6Gi,24.839186906814575
3.6Gi,4.0Mi,3.6Gi,26.031355619430542
3.6Gi,4.0Mi,3.6Gi,27.208760261535645
3.6Gi,4.0Mi,3.6Gi,28.406829595565796
3.6Gi,4.0Mi,3.6Gi,29.611922025680542
3.6Gi,4.0Mi,3.6Gi,30.78458857536316
3.6Gi,4.0Mi,3.6Gi,31.978817462921143
3.6Gi,4.0Mi,3.6Gi,33.16609740257263
3.6Gi,4.0Mi,3.6Gi,34.37064290046692
3.6Gi,4.0Mi,3.6Gi,35.56859254837036
3.6Gi,4.0Mi,3.6Gi,36.766613483428955
3.6Gi,4.0Mi,3.6Gi,37.96300220489502
3.6Gi,4.0Mi,3.6Gi,39.13645100593567
3.6Gi,4.0Mi,3.6Gi,40.34095025062561
3.6Gi,4.0Mi,3.6Gi,41.53774046897888
3.6Gi,4.0Mi,3.6Gi,42.71561908721924
3.6Gi,4.0Mi,3.6Gi,43.911720275878906
3.6Gi,4.0Mi,3.6Gi,45.10897636413574
3.6Gi,4.0Mi,3.6Gi,46.30015230178833
3.6Gi,4.0Mi,3.6Gi,47.491804361343384
3.6Gi,4.0Mi,3.6Gi,48.68776249885559
3.6Gi,4.0Mi,3.6Gi,49.8678195476532
3.6Gi,4.0Mi,3.6Gi,51.04717254638672
3.6Gi,4.0Mi,3.6Gi,52.235820055007935
3.6Gi,4.0Mi,3.6Gi,53.42094039916992
3.6Gi,4.0Mi,3.6Gi,54.591527462005615
3.6Gi,4.0Mi,3.6Gi,55.782607078552246
3.6Gi,4.0Mi,3.6Gi,56.969717264175415
3.6Gi,4.0Mi,3.6Gi,58.142268657684326
3.6Gi,4.0Mi,3.6Gi,59.33622360229492
3.6Gi,4.0Mi,3.6Gi,60.538413763046265
3.6Gi,4.0Mi,3.6Gi,61.71456837654114
3.6Gi,4.0Mi,3.6Gi,62.909515619277954
3.6Gi,4.0Mi,3.6Gi,64.10792779922485
3.6Gi,4.0Mi,3.6Gi,65.28700232505798
3.6Gi,4.0Mi,3.6Gi,66.47240447998047
3.6Gi,4.0Mi,3.6Gi,67.6643168926239
3.6Gi,4.0Mi,3.6Gi,68.86130166053772
3.6Gi,4.0Mi,3.6Gi,70.04375624656677
3.6Gi,4.0Mi,3.6Gi,71.23751473426819
3.6Gi,4.0Mi,3.6Gi,72.42678451538086
3.6Gi,4.0Mi,3.6Gi,73.59992456436157
3.6Gi,4.0Mi,3.6Gi,74.79144215583801
3.6Gi,4.0Mi,3.6Gi,75.99156308174133
3.6Gi,4.0Mi,3.6Gi,77.1913743019104
3.6Gi,4.0Mi,3.6Gi,78.36634111404419
3.6Gi,4.0Mi,3.6Gi,79.56078958511353
3.6Gi,4.0Mi,3.6Gi,80.74573922157288
3.6Gi,4.0Mi,3.6Gi,81.91712355613708
3.6Gi,4.0Mi,3.6Gi,83.11324739456177
3.6Gi,4.0Mi,3.6Gi,84.2966856956482
3.6Gi,4.0Mi,3.6Gi,85.4689474105835
3.6Gi,4.0Mi,3.6Gi,86.66032195091248
