files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20207/722637,78M/2G,2.8%,0.38673,seconds,10.090064764022827
23080,1,0/722637,0/2G,0%,0.7017,seconds,11.747725248336792
23080,1,19336/722637,75M/2G,2.68%,0.38649,seconds,123.44431328773499
