files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,19877/722637,77M/2G,2.75%,0.34079,seconds,8.85027551651001
23080,1,0/722637,0/2G,0%,0.60594,seconds,10.491204977035522
23080,1,19735/722637,77M/2G,2.73%,0.34376,seconds,125.71797156333923
