total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.0Gi,2.8Gi,20Mi,2.4Gi,4.9Gi,2.7059593200683594
7.2Gi,2.0Gi,2.8Gi,20Mi,2.4Gi,4.9Gi,4.567977666854858
7.2Gi,2.2Gi,2.6Gi,20Mi,2.4Gi,4.7Gi,6.0059545040130615
7.2Gi,2.3Gi,2.5Gi,20Mi,2.4Gi,4.6Gi,7.420773983001709
7.2Gi,2.5Gi,2.3Gi,20Mi,2.4Gi,4.5Gi,9.00870656967163
7.2Gi,2.6Gi,2.3Gi,20Mi,2.4Gi,4.4Gi,10.382802963256836
7.2Gi,2.6Gi,2.2Gi,20Mi,2.4Gi,4.4Gi,11.978392839431763
7.2Gi,2.6Gi,2.2Gi,57Mi,2.4Gi,4.3Gi,13.887893915176392
7.2Gi,2.7Gi,2.0Gi,103Mi,2.4Gi,4.1Gi,16.027081727981567
7.2Gi,2.9Gi,1.8Gi,103Mi,2.4Gi,4.0Gi,17.60637617111206
7.2Gi,3.0Gi,1.7Gi,103Mi,2.4Gi,3.8Gi,19.002451181411743
7.2Gi,3.1Gi,1.6Gi,103Mi,2.4Gi,3.7Gi,20.534652948379517
7.2Gi,3.2Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,21.94811224937439
7.2Gi,3.3Gi,1.4Gi,103Mi,2.4Gi,3.6Gi,23.404716730117798
7.2Gi,3.4Gi,1.3Gi,103Mi,2.4Gi,3.5Gi,24.87961220741272
7.2Gi,3.6Gi,1.2Gi,103Mi,2.4Gi,3.3Gi,26.30653166770935
7.2Gi,3.6Gi,1.1Gi,103Mi,2.4Gi,3.2Gi,27.659623861312866
7.2Gi,3.8Gi,978Mi,103Mi,2.4Gi,3.1Gi,29.225322246551514
7.2Gi,4.1Gi,656Mi,103Mi,2.4Gi,2.8Gi,30.770124673843384
7.2Gi,4.3Gi,485Mi,103Mi,2.4Gi,2.6Gi,32.21409869194031
7.2Gi,4.4Gi,367Mi,103Mi,2.4Gi,2.5Gi,33.577537298202515
7.2Gi,4.6Gi,167Mi,84Mi,2.4Gi,2.3Gi,35.01353096961975
7.2Gi,4.6Gi,176Mi,66Mi,2.4Gi,2.3Gi,37.00313329696655
7.2Gi,4.6Gi,153Mi,84Mi,2.4Gi,2.3Gi,39.31304216384888
7.2Gi,4.6Gi,149Mi,75Mi,2.4Gi,2.3Gi,41.168015003204346
7.2Gi,4.6Gi,146Mi,75Mi,2.4Gi,2.3Gi,43.28602337837219
7.2Gi,4.6Gi,135Mi,84Mi,2.4Gi,2.2Gi,45.05614614486694
7.2Gi,4.6Gi,135Mi,84Mi,2.4Gi,2.2Gi,47.25665783882141
7.2Gi,4.6Gi,136Mi,84Mi,2.4Gi,2.2Gi,49.107478857040405
7.2Gi,4.6Gi,136Mi,84Mi,2.4Gi,2.2Gi,50.849284410476685
7.2Gi,4.6Gi,144Mi,75Mi,2.4Gi,2.3Gi,52.94652605056763
7.2Gi,4.6Gi,148Mi,73Mi,2.4Gi,2.3Gi,55.66150617599487
7.2Gi,4.4Gi,414Mi,20Mi,2.3Gi,2.5Gi,57.30675649642944
