total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,3.8516550064086914
3.6Gi,3.0Mi,3.6Gi,6.626053094863892
3.6Gi,3.0Mi,3.6Gi,8.983189582824707
3.6Gi,3.0Mi,3.6Gi,10.869701385498047
3.6Gi,3.0Mi,3.6Gi,12.552130937576294
3.6Gi,3.0Mi,3.6Gi,14.447371482849121
3.6Gi,3.0Mi,3.6Gi,16.144427061080933
3.6Gi,3.0Mi,3.6Gi,17.900997638702393
3.6Gi,3.0Mi,3.6Gi,19.64101004600525
3.6Gi,3.0Mi,3.6Gi,21.3204083442688
3.6Gi,3.0Mi,3.6Gi,23.41002655029297
3.6Gi,3.0Mi,3.6Gi,25.062613487243652
3.6Gi,3.0Mi,3.6Gi,26.556752920150757
3.6Gi,3.0Mi,3.6Gi,27.929153203964233
3.6Gi,3.0Mi,3.6Gi,30.0278537273407
3.6Gi,3.0Mi,3.6Gi,32.14804124832153
3.6Gi,3.0Mi,3.6Gi,33.589239835739136
3.6Gi,3.0Mi,3.6Gi,34.985085010528564
3.6Gi,3.0Mi,3.6Gi,36.27663278579712
3.6Gi,3.0Mi,3.6Gi,37.605705976486206
3.6Gi,3.0Mi,3.6Gi,38.88669276237488
3.6Gi,3.0Mi,3.6Gi,40.242106199264526
3.6Gi,3.0Mi,3.6Gi,41.63806509971619
3.6Gi,3.0Mi,3.6Gi,43.09591507911682
3.6Gi,3.0Mi,3.6Gi,44.42752528190613
3.6Gi,3.0Mi,3.6Gi,45.76574754714966
3.6Gi,3.0Mi,3.6Gi,47.13051509857178
3.6Gi,3.0Mi,3.6Gi,48.719985246658325
3.6Gi,3.0Mi,3.6Gi,50.02081799507141
3.6Gi,3.0Mi,3.6Gi,51.53872084617615
3.6Gi,3.0Mi,3.6Gi,52.918713331222534
3.6Gi,3.0Mi,3.6Gi,54.29761219024658
3.6Gi,3.0Mi,3.6Gi,55.64640951156616
3.6Gi,3.0Mi,3.6Gi,57.098366022109985
3.6Gi,3.0Mi,3.6Gi,58.466328620910645
3.6Gi,3.0Mi,3.6Gi,59.847327709198
3.6Gi,3.0Mi,3.6Gi,61.16496276855469
3.6Gi,3.0Mi,3.6Gi,62.50560426712036
3.6Gi,3.0Mi,3.6Gi,63.84734106063843
3.6Gi,3.0Mi,3.6Gi,65.20500540733337
3.6Gi,3.0Mi,3.6Gi,66.54450225830078
3.6Gi,3.0Mi,3.6Gi,67.83793950080872
3.6Gi,3.0Mi,3.6Gi,69.13614249229431
3.6Gi,3.0Mi,3.6Gi,70.46664547920227
3.6Gi,3.0Mi,3.6Gi,71.90659689903259
3.6Gi,3.0Mi,3.6Gi,73.25814938545227
3.6Gi,3.0Mi,3.6Gi,74.57223606109619
3.6Gi,3.0Mi,3.6Gi,75.9002914428711
3.6Gi,3.0Mi,3.6Gi,77.25012302398682
3.6Gi,3.0Mi,3.6Gi,78.53376722335815
3.6Gi,3.0Mi,3.6Gi,79.86226201057434
3.6Gi,3.0Mi,3.6Gi,81.14134454727173
3.6Gi,3.0Mi,3.6Gi,82.47832369804382
3.6Gi,3.0Mi,3.6Gi,83.77466368675232
3.6Gi,3.0Mi,3.6Gi,85.11752557754517
3.6Gi,3.0Mi,3.6Gi,86.44730710983276
3.6Gi,3.0Mi,3.6Gi,87.93628931045532
3.6Gi,3.0Mi,3.6Gi,89.41908359527588
3.6Gi,3.0Mi,3.6Gi,90.73758125305176
3.6Gi,3.0Mi,3.6Gi,92.08911538124084
3.6Gi,3.0Mi,3.6Gi,93.4612045288086
