epoch,time,loss,accuracy,epochtime_ms,log_time
0,null,":",null,8915.53125,14.230763912200928
0,null,":",null,412.4768371582031,14.6449453830719
0,null,":",null,422.1671447753906,15.06880235671997
0,null,":",null,463.1561279296875,15.533786296844482
0,null,":",null,424.6736755371094,15.960216999053955
0,null,":",null,452.7308349609375,16.4154212474823
0,null,":",null,451.1282043457031,16.8682222366333
0,null,":",null,395.16741943359375,17.265061616897583
0,null,":",null,424.76531982421875,17.691505670547485
0,null,":",null,441.2091064453125,18.134442806243896
0,null,":",null,420.9082946777344,18.557047367095947
0,null,":",null,425.57916259765625,18.98431897163391
0,null,":",null,431.12664794921875,19.4171142578125
0,null,":",null,409.23919677734375,19.82877779006958
0,null,":",null,409.1204528808594,20.239919424057007
0,null,":",null,448.8172302246094,20.6904034614563
0,null,":",null,417.5277099609375,21.109583377838135
0,null,":",null,399.1368713378906,21.510459423065186
0,null,":",null,409.8184814453125,21.922338485717773
0,null,":",null,467.4564514160156,22.3914897441864
0,null,":",null,403.1167297363281,22.796322107315063
0,null,":",null,393.1177673339844,23.191187381744385
0,null,":",null,422.4899597167969,23.61536931991577
0,null,":",null,431.7744140625,24.048794269561768
0,null,":",null,407.0975646972656,24.457536935806274
0,null,":",null,399.0747375488281,24.858447074890137
0,null,":",null,440.62933349609375,25.300788164138794
0,null,":",null,403.8018798828125,25.706312656402588
0,null,":",null,394.7988586425781,26.102767944335938
0,null,":",null,438.2046203613281,26.542634963989258
0,null,":",null,416.25634765625,26.96061086654663
0,null,":",null,401.0877990722656,27.36335825920105
0,null,":",null,397.8614196777344,27.762864112854004
0,null,":",null,425.76275634765625,28.23274254798889
0,null,":",null,470.90228271484375,28.706403493881226
0,null,":",null,433.1982727050781,29.141641855239868
0,null,":",null,410.48876953125,29.553879261016846
0,null,":",null,425.4386901855469,29.98220443725586
0,null,":",null,430.539306640625,30.415186405181885
0,null,":",null,418.2945251464844,30.835448265075684
0,null,":",null,411.80596923828125,31.249010801315308
0,null,":",null,422.4930114746094,31.673209190368652
0,null,":",null,402.5875549316406,32.07751488685608
