time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU1,GPU2,RAM,EMC,SWAP,APE,NVDEC,NVENC,NVJPG,NVJPG1,SE,VIC,fan,Temp CPU,Temp GPU,Temp SOC0,Temp SOC1,Temp SOC2,Temp tj,power cur,power avg,log_time
2024-06-10 05:34:53.155943,0 days 00:34:20.140000,ON,pm_new,13,9,8,9,OFF,OFF,0,0,5434072,2,5,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.625,40.0,39.406,40.125,41.093,41.218,7892,8922,0.24289536476135254
2024-06-10 05:34:53.155943,0 days 00:34:20.140000,ON,pm_new,13,9,8,9,OFF,OFF,0,0,5434072,2,5,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.625,40.0,39.406,40.125,41.093,41.218,7892,8922,0.24289536476135254
2024-06-10 05:34:53.855364,0 days 00:34:20.840000,ON,pm_new,72,74,100,94,OFF,OFF,0,0,2399916,4,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.0,40.031,39.156,40.281,41.031,41.031,9078,9078,0.9419934749603271
2024-06-10 05:34:55.144562,0 days 00:34:22.130000,ON,pm_new,100,96,100,92,OFF,OFF,0,0,2420392,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.218,39.781,39.25,40.093,41.031,41.218,9406,9244,2.231076717376709
2024-06-10 05:34:56.517036,0 days 00:34:23.500000,ON,pm_new,100,100,98,100,OFF,OFF,0,0,2433500,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.937,39.906,39.25,40.187,41.156,41.156,9448,9417,3.6035430431365967
2024-06-10 05:34:57.761293,0 days 00:34:24.750000,ON,pm_new,96,100,100,100,OFF,OFF,0,0,2447608,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.062,39.843,39.281,40.093,41.156,41.156,9762,9494,4.847785472869873
2024-06-10 05:34:59.149515,0 days 00:34:26.140000,ON,pm_new,98,98,98,100,OFF,OFF,0,0,2471464,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.031,39.812,39.187,40.312,41.093,41.125,9801,9596,6.236011028289795
2024-06-10 05:35:00.488190,0 days 00:34:27.480000,ON,pm_new,100,100,96,100,OFF,OFF,10,10,2611960,6,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.187,39.968,39.093,40.312,41.093,41.187,10239,9667,7.579730749130249
2024-06-10 05:35:01.765579,0 days 00:34:28.750000,ON,pm_new,84,49,40,37,OFF,OFF,0,0,2928420,6,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.875,40.0,39.218,40.156,41.093,41.156,8801,9684,8.852076530456543
2024-06-10 05:35:03.533157,0 days 00:34:30.520000,ON,pm_new,25,71,58,52,OFF,OFF,0,0,2433872,4,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.906,39.875,39.156,40.187,41.156,41.156,8130,9428,10.619663715362549
