files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,19569/722637,76M/2G,2.71%,1.1014,seconds,37.95369052886963
23080,1,0/722637,0/2G,0%,1.7257,seconds,41.64597678184509
23080,1,20119/722637,78M/2G,2.78%,1.0872,seconds,169.54798412322998
