total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.3Gi,2.5Gi,20Mi,2.4Gi,4.6Gi,1.948991298675537
7.2Gi,2.6Gi,2.2Gi,20Mi,2.4Gi,4.4Gi,3.170013666152954
7.2Gi,3.0Gi,1.7Gi,103Mi,2.4Gi,3.8Gi,4.407643795013428
7.2Gi,3.3Gi,1.4Gi,103Mi,2.4Gi,3.5Gi,5.613891839981079
7.2Gi,3.7Gi,1.0Gi,103Mi,2.4Gi,3.2Gi,6.809467077255249
7.2Gi,4.3Gi,465Mi,103Mi,2.4Gi,2.6Gi,8.015339136123657
7.2Gi,4.6Gi,100Mi,93Mi,2.4Gi,2.2Gi,9.233894348144531
7.2Gi,4.6Gi,119Mi,94Mi,2.4Gi,2.2Gi,10.472567558288574
7.2Gi,4.6Gi,116Mi,94Mi,2.4Gi,2.2Gi,11.71974229812622
7.2Gi,4.6Gi,128Mi,94Mi,2.4Gi,2.2Gi,12.96485161781311
7.2Gi,4.6Gi,129Mi,94Mi,2.4Gi,2.2Gi,14.203204154968262
7.2Gi,4.6Gi,130Mi,95Mi,2.4Gi,2.2Gi,15.446186542510986
7.2Gi,4.6Gi,121Mi,103Mi,2.4Gi,2.2Gi,16.68622326850891
7.2Gi,4.6Gi,119Mi,103Mi,2.4Gi,2.2Gi,17.902605295181274
7.2Gi,4.6Gi,119Mi,103Mi,2.4Gi,2.2Gi,19.119377613067627
7.2Gi,4.6Gi,130Mi,94Mi,2.4Gi,2.2Gi,20.350037813186646
7.2Gi,4.6Gi,130Mi,94Mi,2.4Gi,2.2Gi,21.691176652908325
7.2Gi,4.6Gi,131Mi,94Mi,2.4Gi,2.2Gi,22.933964490890503
7.2Gi,4.6Gi,129Mi,94Mi,2.4Gi,2.2Gi,24.17467188835144
7.2Gi,4.6Gi,129Mi,94Mi,2.4Gi,2.2Gi,25.408530950546265
7.2Gi,4.6Gi,121Mi,103Mi,2.4Gi,2.2Gi,26.693175792694092
7.2Gi,4.6Gi,123Mi,103Mi,2.4Gi,2.2Gi,27.903375387191772
7.2Gi,4.4Gi,388Mi,29Mi,2.4Gi,2.5Gi,29.091787576675415
