total,used,free,log_time
3.6Gi,1.0Mi,3.6Gi,2.940549612045288
3.6Gi,1.0Mi,3.6Gi,4.777519464492798
3.6Gi,1.0Mi,3.6Gi,6.122913599014282
3.6Gi,1.0Mi,3.6Gi,7.71466851234436
3.6Gi,1.0Mi,3.6Gi,9.531120777130127
3.6Gi,1.0Mi,3.6Gi,11.125854969024658
3.6Gi,1.0Mi,3.6Gi,12.439428567886353
3.6Gi,1.0Mi,3.6Gi,13.977178812026978
3.6Gi,1.0Mi,3.6Gi,15.585697889328003
3.6Gi,1.0Mi,3.6Gi,16.863855838775635
3.6Gi,1.0Mi,3.6Gi,18.664706468582153
3.6Gi,1.0Mi,3.6Gi,20.002933263778687
3.6Gi,1.0Mi,3.6Gi,21.513970613479614
3.6Gi,1.0Mi,3.6Gi,23.149405479431152
3.6Gi,1.0Mi,3.6Gi,24.73943519592285
3.6Gi,1.0Mi,3.6Gi,26.134449243545532
3.6Gi,1.0Mi,3.6Gi,27.565751314163208
3.6Gi,1.0Mi,3.6Gi,29.087862730026245
3.6Gi,1.0Mi,3.6Gi,30.98128890991211
3.6Gi,1.0Mi,3.6Gi,32.49727439880371
3.6Gi,1.0Mi,3.6Gi,33.775482416152954
3.6Gi,1.0Mi,3.6Gi,35.286574840545654
3.6Gi,1.0Mi,3.6Gi,36.94759654998779
3.6Gi,1.0Mi,3.6Gi,38.915363788604736
3.6Gi,1.0Mi,3.6Gi,40.206894397735596
3.6Gi,1.0Mi,3.6Gi,41.56018352508545
3.6Gi,1.0Mi,3.6Gi,43.45649433135986
3.6Gi,1.0Mi,3.6Gi,45.176525831222534
3.6Gi,1.0Mi,3.6Gi,47.18166661262512
3.6Gi,1.0Mi,3.6Gi,49.02062463760376
3.6Gi,1.0Mi,3.6Gi,50.5085985660553
3.6Gi,1.0Mi,3.6Gi,51.867796182632446
3.6Gi,1.0Mi,3.6Gi,53.2079975605011
3.6Gi,1.0Mi,3.6Gi,54.451714754104614
3.6Gi,1.0Mi,3.6Gi,55.72234511375427
3.6Gi,1.0Mi,3.6Gi,56.936888694763184
3.6Gi,1.0Mi,3.6Gi,58.11949634552002
3.6Gi,1.0Mi,3.6Gi,59.3717885017395
3.6Gi,1.0Mi,3.6Gi,60.73011493682861
3.6Gi,1.0Mi,3.6Gi,62.12838673591614
3.6Gi,1.0Mi,3.6Gi,63.410757303237915
3.6Gi,1.0Mi,3.6Gi,64.57229018211365
3.6Gi,1.0Mi,3.6Gi,65.77366805076599
3.6Gi,1.0Mi,3.6Gi,67.0530686378479
3.6Gi,1.0Mi,3.6Gi,68.46008729934692
3.6Gi,1.0Mi,3.6Gi,69.75942158699036
3.6Gi,1.0Mi,3.6Gi,71.00495958328247
3.6Gi,1.0Mi,3.6Gi,72.18472599983215
3.6Gi,1.0Mi,3.6Gi,73.35516619682312
3.6Gi,1.0Mi,3.6Gi,74.63622498512268
3.6Gi,1.0Mi,3.6Gi,76.01891708374023
3.6Gi,1.0Mi,3.6Gi,77.22266626358032
3.6Gi,1.0Mi,3.6Gi,78.5328299999237
3.6Gi,1.0Mi,3.6Gi,79.99808049201965
3.6Gi,1.0Mi,3.6Gi,81.43287587165833
3.6Gi,1.0Mi,3.6Gi,82.66166043281555
3.6Gi,1.0Mi,3.6Gi,83.85629534721375
3.6Gi,1.0Mi,3.6Gi,85.2072823047638
3.6Gi,1.0Mi,3.6Gi,86.55789041519165
3.6Gi,1.0Mi,3.6Gi,88.00997734069824
3.6Gi,1.0Mi,3.6Gi,89.2587308883667
3.6Gi,1.0Mi,3.6Gi,90.51556420326233
3.6Gi,1.0Mi,3.6Gi,91.86835217475891
3.6Gi,1.0Mi,3.6Gi,93.21691083908081
3.6Gi,1.0Mi,3.6Gi,94.50222301483154
3.6Gi,1.0Mi,3.6Gi,95.69057846069336
3.6Gi,1.0Mi,3.6Gi,96.82469892501831
3.6Gi,1.0Mi,3.6Gi,98.08028674125671
3.6Gi,1.0Mi,3.6Gi,99.46109008789062
3.6Gi,1.0Mi,3.6Gi,100.62838196754456
3.6Gi,1.0Mi,3.6Gi,102.04067778587341
3.6Gi,1.0Mi,3.6Gi,103.53662514686584
3.6Gi,1.0Mi,3.6Gi,104.86290574073792
3.6Gi,1.0Mi,3.6Gi,106.11433911323547
3.6Gi,1.0Mi,3.6Gi,107.31788635253906
3.6Gi,1.0Mi,3.6Gi,108.75357580184937
3.6Gi,1.0Mi,3.6Gi,109.98497176170349
3.6Gi,1.0Mi,3.6Gi,111.19112420082092
3.6Gi,1.0Mi,3.6Gi,112.63512372970581
3.6Gi,1.0Mi,3.6Gi,113.91923928260803
3.6Gi,1.0Mi,3.6Gi,115.15765380859375
