total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.50521183013916
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,3.819734811782837
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,5.484959840774536
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,6.952407360076904
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,8.251913785934448
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,9.659927129745483
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,11.005518674850464
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,12.372376680374146
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,13.827454805374146
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,15.19471263885498
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,16.54441499710083
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,17.873273372650146
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,19.236154079437256
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,20.563913106918335
7.2Gi,2.2Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,21.829802751541138
7.2Gi,2.4Gi,2.7Gi,20Mi,2.0Gi,4.5Gi,23.092488527297974
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,24.507160663604736
7.2Gi,2.6Gi,2.7Gi,20Mi,1.9Gi,4.4Gi,25.74698567390442
7.2Gi,2.1Gi,4.5Gi,20Mi,578Mi,4.8Gi,27.528517484664917
7.2Gi,2.2Gi,4.4Gi,20Mi,589Mi,4.8Gi,28.99558448791504
7.2Gi,2.2Gi,4.4Gi,20Mi,606Mi,4.7Gi,30.201820135116577
7.2Gi,2.3Gi,4.2Gi,103Mi,718Mi,4.6Gi,31.406252145767212
7.2Gi,2.3Gi,4.2Gi,103Mi,738Mi,4.6Gi,32.59465003013611
7.2Gi,2.3Gi,4.1Gi,103Mi,757Mi,4.5Gi,33.78590416908264
7.2Gi,2.3Gi,4.1Gi,103Mi,769Mi,4.5Gi,34.97654962539673
7.2Gi,2.4Gi,4.0Gi,103Mi,794Mi,4.5Gi,36.166401624679565
7.2Gi,2.4Gi,4.0Gi,103Mi,813Mi,4.5Gi,37.34921860694885
7.2Gi,2.4Gi,3.9Gi,103Mi,833Mi,4.4Gi,38.53553605079651
7.2Gi,2.5Gi,3.9Gi,103Mi,854Mi,4.4Gi,39.72744536399841
7.2Gi,2.5Gi,3.8Gi,103Mi,871Mi,4.4Gi,40.91281580924988
7.2Gi,2.5Gi,3.8Gi,103Mi,902Mi,4.3Gi,42.09553503990173
7.2Gi,2.5Gi,3.7Gi,103Mi,933Mi,4.3Gi,43.29702663421631
7.2Gi,2.6Gi,3.7Gi,103Mi,948Mi,4.3Gi,44.48815369606018
7.2Gi,2.6Gi,3.6Gi,103Mi,967Mi,4.2Gi,45.67296385765076
7.2Gi,2.7Gi,3.5Gi,103Mi,988Mi,4.2Gi,46.86903119087219
7.2Gi,2.7Gi,3.5Gi,103Mi,1.0Gi,4.2Gi,48.058812856674194
7.2Gi,2.7Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,49.23832845687866
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,50.42764663696289
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.1Gi,51.62528204917908
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,4.0Gi,52.94721698760986
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.9Gi,54.13815379142761
7.2Gi,3.1Gi,3.0Gi,103Mi,1.0Gi,3.8Gi,55.32954955101013
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,56.51918339729309
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,57.707979917526245
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,58.892932653427124
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,60.08359408378601
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,61.28282022476196
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,62.46957039833069
7.2Gi,3.2Gi,2.9Gi,103Mi,1.2Gi,3.7Gi,63.65704035758972
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,64.8487639427185
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,66.03910732269287
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,67.22401213645935
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,68.41533994674683
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.6Gi,69.60563969612122
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,70.78944373130798
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,71.98005652427673
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,73.17648720741272
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,74.36004781723022
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,75.54778528213501
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,76.79303765296936
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,77.97740173339844
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,79.16278076171875
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,80.35366034507751
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,81.54474520683289
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,82.72536087036133
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,83.91390681266785
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.5Gi,85.10691475868225
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.5Gi,86.28827905654907
7.2Gi,3.3Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,87.47519040107727
7.2Gi,3.3Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,88.66600251197815
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,89.85089874267578
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,91.035649061203
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,92.22653031349182
7.2Gi,3.5Gi,2.1Gi,103Mi,1.5Gi,3.4Gi,93.4179949760437
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,94.59870052337646
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,95.79238677024841
