powermode,observed_time,observed_power,predicted_time,predicted_power
2_729600_216750000_204000000,2145026.10206604,12.281,2239152.8622000003,12.731302
2_729600_216750000_2133000000,1123689.189910889,13.598,1197808.73868,12.338829
2_729600_216750000_3199000000,1097391.0703659058,14.907,1152125.79669,13.407211
2_729600_216750000_665600000,1222294.0101623535,12.885,1648995.9474,14.346934
2_729600_114750000_204000000,2324651.320695877,12.382,2346211.1724,12.570208000000001
2_729600_114750000_2133000000,1622412.4364852903,13.6,1357576.06662,12.223040000000001
2_729600_114750000_3199000000,1616959.065437317,14.4555,1374223.76718,13.316282
2_729600_114750000_665600000,1693968.30534935,12.584,1788504.3257999998,14.231044
2_883200_1300500000_204000000,1624252.934217453,17.709,1960195.6557,12.456524
2_883200_1300500000_2133000000,350434.0796470642,22.152,914553.1884,15.547466
2_883200_1300500000_3199000000,325268.536567688,22.957,926938.8693,16.93277
2_883200_1300500000_665600000,605597.4884033203,19.6355,1329937.36569,18.102488
2_883200_1236750000_204000000,1921011.423587799,15.696,1930765.6161,15.749066000000001
2_883200_1236750000_2133000000,835819.2083835602,17.218,884801.57718,15.360682
2_883200_1236750000_3199000000,762563.9455318451,17.62,886246.4769,16.661186
2_883200_1236750000_665600000,921716.2086963654,16.0995,1296208.7166000002,17.74934
2_883200_1134750000_204000000,1954463.4461402893,14.488,1871115.5967,15.543084
2_883200_1134750000_2133000000,808154.7963619232,16.21,835630.9882499999,15.066474
2_883200_1134750000_3199000000,774431.1966896057,17.218,826427.57535,16.253063
2_883200_1134750000_665600000,923993.4592247008,15.196,1245878.0847,17.226387
2_883200_1032750000_204000000,1957720.192193985,13.985,1787402.2545,15.232604499999999
2_883200_1032750000_2133000000,845331.4518928528,16.057,776836.7895,14.773781000000001
2_883200_1032750000_3199000000,802935.8444213867,17.014,777075.147,15.867747
2_883200_1032750000_665600000,923077.6948928832,14.994,1172971.40265,16.79438
2_883200_930750000_204000000,1928105.5617332456,13.885,1709734.5963,14.938788
2_883200_930750000_2133000000,830224.8392105103,15.505,728043.6807,14.481088
2_883200_930750000_3199000000,782464.1842842102,16.0625,754334.24724,15.504275
2_883200_930750000_665600000,903933.1057071686,14.34,1079520.24222,16.41372
2_883200_828750000_204000000,1907432.205438614,13.387,1651442.6676,14.646094999999999
2_883200_828750000_2133000000,812272.2835540771,15.006,690994.71945,14.190552
2_883200_828750000_3199000000,775381.0184001923,16.21,729035.2479,15.181886
2_883200_828750000_665600000,915765.4356956482,14.1425,1007391.3245999999,16.060044
2_883200_726750000_204000000,1945531.379699707,13.085,1636478.5055999998,14.354034
2_883200_726750000_2133000000,816070.2991485596,14.605,667175.8654799999,13.900278
2_883200_726750000_3199000000,793936.683177948,15.662,723167.9022,14.884274
2_883200_726750000_665600000,952936.4590644836,13.588,968510.9806199999,15.714371
2_883200_624750000_204000000,1936619.5924282076,13.235,1682589.9752999998,14.064018
2_883200_624750000_2133000000,816602.219581604,14.705,655738.40979,13.615171
2_883200_624750000_3199000000,773971.2438583374,15.312,721926.255,14.587402
2_883200_624750000_665600000,976104.6352386476,13.59,985311.9958500001,15.381921
2_883200_522750000_204000000,2000381.1914920807,12.683,1757003.3111999999,13.784623999999999
2_883200_522750000_2133000000,849635.6494426727,14.404,665128.66371,13.33694
2_883200_522750000_3199000000,816909.5141887665,15.41,727507.4154,14.292333000000001
2_883200_522750000_665600000,988766.4635181428,13.388,1081472.0541,15.139444
2_883200_420750000_204000000,1943087.941408157,12.683,1834229.7345,13.5091045
2_883200_420750000_2133000000,836340.2881622314,14.707,724116.7057200001,13.060435
2_883200_420750000_3199000000,766641.1950588226,15.511,769565.0883000001,14.041843
2_883200_420750000_665600000,954667.308807373,13.489,1192656.5280000002,14.9497
2_883200_318750000_204000000,1979724.6482372284,12.7345,1918258.1775,13.244698
2_883200_318750000_2133000000,865522.5455760956,14.606,877993.9932,12.794348
2_883200_318750000_3199000000,855957.9110145569,16.216,853278.6649499999,13.839343999999999
2_883200_318750000_665600000,1034390.9873962402,13.186,1314220.8849,14.785988999999999
2_883200_216750000_204000000,2004080.891609192,12.684,2018725.4729999998,12.992699
2_883200_216750000_2133000000,1064591.4840698242,13.8515,1060875.6216,12.578138999999998
2_883200_216750000_3199000000,982677.6921749116,15.109,1022782.6545,13.692358
2_883200_216750000_665600000,1065084.619998932,13.498,1459216.86252,14.650081
2_883200_114750000_204000000,2236228.893518448,12.583,2156132.2416,12.821022999999999
2_883200_114750000_2133000000,1531137.2089385986,13.8535,1251060.63321,12.455267
2_883200_114750000_3199000000,1498093.6818122864,14.909,1287132.6882,13.581071
2_883200_114750000_665600000,1589663.118839264,12.885,1623542.805,14.5281455
2_1036800_1300500000_204000000,1828929.923057556,16.305,1844411.898,12.701448000000001
2_1036800_1300500000_2133000000,699832.5300216675,17.62,775156.61139,15.765181
2_1036800_1300500000_3199000000,671373.3658790588,18.329,782804.99559,17.32246
2_1036800_1300500000_665600000,827959.6221446991,17.014,1194999.3087,18.562973000000003
2_1036800_1236750000_204000000,1878888.7495994568,15.494,1812804.4430999998,16.039874
2_1036800_1236750000_2133000000,714404.8128128052,17.166,738936.49341,15.576437
2_1036800_1236750000_3199000000,667999.4649887085,18.123,744210.66498,17.02407
2_1036800_1236750000_665600000,842431.1892986298,16.202,1154227.5159,18.209312
2_1036800_1134750000_204000000,1929260.187149048,14.592,1740533.9801999999,15.803370999999999
2_1036800_1134750000_2133000000,714495.9743022919,16.512,681372.84456,15.280042
2_1036800_1134750000_3199000000,663829.803943634,17.416,686104.53009,16.604578
2_1036800_1134750000_665600000,845424.248456955,15.6025,1098068.84775,17.673887
2_1036800_1032750000_204000000,1909603.4219264984,14.09,1658464.1325,15.468249
2_1036800_1032750000_2133000000,701130.9065818787,16.414,620915.53566,14.986128
2_1036800_1032750000_3199000000,678579.3027877808,16.917,644339.77902,16.2252
2_1036800_1032750000_665600000,855198.4069347382,15.2495,1023487.8801000001,17.210574
2_1036800_930750000_204000000,1920773.653268814,15.1515,1594490.6988000001,15.153653
2_1036800_930750000_2133000000,722477.2040843964,15.71,580169.0322,14.693435
2_1036800_930750000_3199000000,674661.0479354858,16.613,612150.2785499999,15.870229499999999
2_1036800_930750000_665600000,842053.2033443451,14.597,934815.7640999999,16.8203
2_1036800_828750000_204000000,1951885.4279518127,13.286,1545313.51401,14.858441999999998
2_1036800_828750000_2133000000,711704.8120498657,15.507,551278.13382,14.403111999999998
2_1036800_828750000_3199000000,680441.8201446533,16.21,588506.0741999999,15.540387
2_1036800_828750000_665600000,856414.4375324249,14.496,869791.8380999999,16.459129
2_1036800_726750000_204000000,1922231.5609455109,13.588,1529873.5435499998,14.5753125
2_1036800_726750000_2133000000,702212.1384143829,15.006,533785.10034,14.12488
2_1036800_726750000_3199000000,673215.2397632599,16.4645,579027.29196,15.231164000000001
2_1036800_726750000_665600000,865630.1743984222,13.79,834820.0256999999,16.111496
2_1036800_624750000_204000000,1891323.9061832428,13.487,1560968.50638,14.304770000000001
2_1036800_624750000_2133000000,695221.68135643,14.606,519780.18270000006,13.852083
2_1036800_624750000_3199000000,680317.3563480377,15.714,585017.3019,14.933676
2_1036800_624750000_665600000,855004.0965080261,13.8,850925.334,15.772587
2_1036800_522750000_204000000,1942947.3719596865,12.683,1632629.4618000002,14.044664000000001
2_1036800_522750000_2133000000,715541.0251617432,14.754,539291.65875,13.589054
2_1036800_522750000_3199000000,682377.9716491699,15.711,607637.75688,14.637239
2_1036800_522750000_665600000,882623.0759620667,13.588,924880.3983,15.477896000000001
2_1036800_420750000_204000000,1954826.3750076292,13.891,1700865.978,13.786403
2_1036800_420750000_2133000000,727529.7801494598,14.605,609841.3368,13.330794
2_1036800_420750000_3199000000,697940.0207996368,15.511,660690.5721,14.369515
2_1036800_420750000_665600000,898355.4267883301,13.396,1028827.77582,15.266448
2_1036800_318750000_204000000,1950266.724348068,12.585,1784008.9815,13.528143
2_1036800_318750000_2133000000,800422.9276180267,14.506,774872.22354,13.072533
2_1036800_318750000_3199000000,778617.1243190765,15.511,763499.64798,14.163729499999999
2_1036800_318750000_665600000,923951.6696929932,13.497,1164557.00778,15.090770500000001
2_1036800_216750000_204000000,1982684.6928596497,12.683,1897526.8581,13.27423
2_1036800_216750000_2133000000,968854.2058467864,14.804,972021.1035,12.845103
2_1036800_216750000_3199000000,947194.4794654846,15.109,962202.4938,13.997319
2_1036800_216750000_665600000,1051913.1772518158,13.3415,1324518.77292,14.953228
2_1036800_114750000_204000000,2186626.677751541,12.784,2026383.0788999998,13.07796
2_1036800_114750000_2133000000,1460364.909172058,14.204,1181729.98575,12.702063
2_1036800_114750000_3199000000,1471938.9939308169,15.109,1226291.88162,13.862279000000001
2_1036800_114750000_665600000,1506906.0204029083,13.095,1497264.5964000002,14.825406999999998
2_1190400_1300500000_204000000,1793781.403541565,16.511,1749923.0775,12.951632
2_1190400_1300500000_2133000000,623799.9219894409,18.276,662423.89221,16.023251000000002
2_1190400_1300500000_3199000000,592368.6182498932,18.5765,653774.82852,17.752758
2_1190400_1300500000_665600000,777941.469669342,17.723,1089723.6,19.063516
2_1190400_1236750000_204000000,1840637.9561424253,17.313,1711452.8021999998,16.360516
2_1190400_1236750000_2133000000,624841.383934021,17.721,623767.9325100001,15.802138000000001
2_1190400_1236750000_3199000000,573020.2510356903,18.12,621837.12735,17.443009999999997
2_1190400_1236750000_665600000,782342.4689769745,16.8105,1046852.63568,18.700934
2_1190400_1134750000_204000000,1865038.112163544,16.307,1629786.5211000002,16.116228
2_1190400_1134750000_2133000000,627573.4279155731,16.813,553689.26451,15.495796
2_1190400_1134750000_3199000000,596141.6563987732,17.5205,575536.69095,17.013924
2_1190400_1134750000_665600000,791726.9313335419,16.3615,986136.8691,18.162831999999998
2_1190400_1032750000_204000000,1888552.4401664732,15.293,1559200.5033,15.744282
2_1190400_1032750000_2133000000,644834.4967365265,16.511,496436.71518,15.199399999999999
2_1190400_1032750000_3199000000,584086.0979557037,16.8665,539234.32791,16.63081
2_1190400_1032750000_665600000,803422.524690628,15.507,897399.82608,17.659072000000002
2_1190400_930750000_204000000,1861773.8027572632,15.094,1499075.3319,15.413996
2_1190400_930750000_2133000000,633933.5544109344,16.616,462918.74286,14.918676999999999
2_1190400_930750000_3199000000,598380.7604312897,16.616,505540.25237999996,16.268325
2_1190400_930750000_665600000,794180.7327270508,15.305,818582.0187000001,17.238588
2_1190400_828750000_204000000,1875752.2675991056,14.8,1455229.8996000001,15.116569
2_1190400_828750000_2133000000,652010.0357532501,15.603,451983.22899000003,14.650235
2_1190400_828750000_3199000000,571346.9178676605,16.315,486974.00058000005,15.928339
2_1190400_828750000_665600000,798836.288690567,14.8,768813.9730199999,16.864241999999997
2_1190400_726750000_204000000,1917049.7951507568,14.293,1440636.9501,14.847964
2_1190400_726750000_2133000000,615143.3200836182,15.208,445485.63480000006,14.38902
2_1190400_726750000_3199000000,592420.8772182465,16.114,482614.30905000004,15.5941455
2_1190400_726750000_665600000,809528.1236171722,14.402,755748.76224,16.508616999999997
2_1190400_624750000_204000000,1877807.5006008148,13.891,1461680.02548,14.587285
2_1190400_624750000_2133000000,641962.5298976898,15.208,445888.48241999996,14.130759
2_1190400_624750000_3199000000,592196.9208717346,15.8135,495207.08745,15.280565000000001
2_1190400_624750000_665600000,811506.100654602,14.3475,777109.26729,16.169605
2_1190400_522750000_204000000,1892388.691663742,13.891,1524435.08505,14.328107
2_1190400_522750000_2133000000,630770.3511714935,14.806,469398.69077999995,13.872498
2_1190400_522750000_3199000000,605955.1801681519,15.9635,536390.7620100001,14.983077
2_1190400_522750000_665600000,827766.5712833405,14.202,838489.9497,15.859218
2_1190400_420750000_204000000,1905998.105287552,13.489,1601824.6073999999,14.069847
2_1190400_420750000_2133000000,661865.3891086578,15.008,543148.17369,13.614237
2_1190400_420750000_3199000000,633763.6439800262,15.612,595457.5166999999,14.701735000000001
2_1190400_420750000_665600000,848693.056344986,13.901,946156.5795,15.608183
