total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.0Gi,2.7Gi,20Mi,2.5Gi,4.9Gi,2.639324188232422
7.2Gi,2.0Gi,2.7Gi,20Mi,2.5Gi,4.9Gi,4.3549463748931885
7.2Gi,2.2Gi,2.5Gi,20Mi,2.5Gi,4.7Gi,6.1279401779174805
7.2Gi,2.4Gi,2.3Gi,20Mi,2.5Gi,4.5Gi,7.503337383270264
7.2Gi,2.5Gi,2.2Gi,20Mi,2.5Gi,4.4Gi,8.8645498752594
7.2Gi,2.6Gi,2.1Gi,29Mi,2.5Gi,4.3Gi,10.772707462310791
7.2Gi,2.7Gi,1.9Gi,93Mi,2.5Gi,4.1Gi,13.033077955245972
7.2Gi,3.0Gi,1.6Gi,103Mi,2.6Gi,3.9Gi,14.844765186309814
7.2Gi,3.2Gi,1.4Gi,103Mi,2.6Gi,3.6Gi,16.434393882751465
7.2Gi,3.4Gi,1.2Gi,103Mi,2.6Gi,3.4Gi,17.929237842559814
7.2Gi,3.6Gi,982Mi,103Mi,2.6Gi,3.2Gi,19.477391719818115
7.2Gi,4.2Gi,466Mi,103Mi,2.6Gi,2.7Gi,21.011728525161743
7.2Gi,4.5Gi,118Mi,103Mi,2.6Gi,2.4Gi,22.46794629096985
7.2Gi,4.6Gi,87Mi,57Mi,2.4Gi,2.3Gi,25.01394271850586
7.2Gi,4.6Gi,121Mi,75Mi,2.5Gi,2.3Gi,27.315800666809082
7.2Gi,4.6Gi,94Mi,75Mi,2.5Gi,2.3Gi,29.47556185722351
7.2Gi,4.6Gi,96Mi,84Mi,2.5Gi,2.3Gi,31.885605812072754
7.2Gi,4.6Gi,112Mi,66Mi,2.4Gi,2.3Gi,34.041131019592285
7.2Gi,4.6Gi,103Mi,75Mi,2.4Gi,2.3Gi,36.19014096260071
7.2Gi,4.6Gi,100Mi,76Mi,2.4Gi,2.3Gi,38.37029004096985
7.2Gi,4.6Gi,92Mi,85Mi,2.5Gi,2.3Gi,40.70569372177124
7.2Gi,4.6Gi,102Mi,75Mi,2.4Gi,2.3Gi,43.03044819831848
7.2Gi,4.6Gi,81Mi,93Mi,2.5Gi,2.2Gi,45.169209480285645
