total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.0Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.5775444507598877
7.2Gi,2.0Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,5.6569664478302
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,7.810267686843872
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,9.472320556640625
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,11.277408361434937
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,13.039647340774536
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,14.500380516052246
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,16.392428636550903
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,18.25896453857422
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,20.14920997619629
7.2Gi,2.1Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,22.113106966018677
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,23.661788940429688
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,25.17953372001648
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,27.1615252494812
7.2Gi,2.1Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,29.03584885597229
7.2Gi,2.1Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,31.009929180145264
7.2Gi,2.1Gi,3.1Gi,20Mi,2.1Gi,4.9Gi,33.4834668636322
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,35.131325006484985
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,36.62269330024719
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,38.15752577781677
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,40.15439748764038
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,41.85503125190735
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,43.88514804840088
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,45.4001784324646
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,46.98136329650879
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,48.92213201522827
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,50.5974907875061
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,52.00741410255432
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.8Gi,54.01896595954895
7.2Gi,2.2Gi,2.9Gi,20Mi,2.1Gi,4.7Gi,55.98982262611389
7.2Gi,2.4Gi,2.7Gi,20Mi,2.1Gi,4.5Gi,57.75483441352844
7.2Gi,2.5Gi,2.6Gi,20Mi,2.1Gi,4.4Gi,59.66776490211487
7.2Gi,2.5Gi,2.6Gi,20Mi,2.1Gi,4.4Gi,60.97040772438049
7.2Gi,2.5Gi,2.6Gi,20Mi,2.1Gi,4.4Gi,62.542813777923584
7.2Gi,2.1Gi,4.5Gi,20Mi,568Mi,4.9Gi,65.09589171409607
7.2Gi,2.1Gi,4.5Gi,20Mi,590Mi,4.8Gi,66.83798551559448
7.2Gi,2.2Gi,4.4Gi,38Mi,623Mi,4.8Gi,68.28088474273682
7.2Gi,2.2Gi,4.2Gi,103Mi,721Mi,4.7Gi,69.89344239234924
7.2Gi,2.2Gi,4.2Gi,103Mi,738Mi,4.6Gi,71.28495478630066
7.2Gi,2.3Gi,4.1Gi,103Mi,771Mi,4.6Gi,72.87371826171875
7.2Gi,2.3Gi,4.1Gi,103Mi,787Mi,4.5Gi,74.45655679702759
7.2Gi,2.3Gi,4.0Gi,103Mi,815Mi,4.5Gi,75.84969234466553
7.2Gi,2.4Gi,4.0Gi,103Mi,831Mi,4.5Gi,77.39770364761353
7.2Gi,2.4Gi,3.9Gi,103Mi,854Mi,4.5Gi,78.94544625282288
7.2Gi,2.4Gi,3.9Gi,103Mi,870Mi,4.4Gi,80.42110347747803
7.2Gi,2.5Gi,3.8Gi,103Mi,891Mi,4.4Gi,82.10540819168091
7.2Gi,2.5Gi,3.8Gi,103Mi,904Mi,4.4Gi,83.44427919387817
7.2Gi,2.5Gi,3.7Gi,103Mi,921Mi,4.4Gi,84.879075050354
7.2Gi,2.5Gi,3.7Gi,103Mi,939Mi,4.3Gi,86.23313283920288
7.2Gi,2.6Gi,3.6Gi,103Mi,958Mi,4.3Gi,87.65049481391907
7.2Gi,2.6Gi,3.6Gi,103Mi,969Mi,4.3Gi,89.14847469329834
7.2Gi,2.6Gi,3.6Gi,103Mi,985Mi,4.2Gi,90.51213026046753
7.2Gi,2.7Gi,3.5Gi,103Mi,999Mi,4.2Gi,91.76494717597961
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,93.09183955192566
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,94.49356985092163
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,95.85277032852173
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,97.18423652648926
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.9Gi,98.46353530883789
7.2Gi,3.0Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,99.80839729309082
7.2Gi,3.0Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,101.1264181137085
7.2Gi,3.0Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,102.46445655822754
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,103.97903656959534
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,105.33398175239563
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,106.5896589756012
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,107.925137758255
7.2Gi,3.1Gi,2.9Gi,103Mi,1.2Gi,3.7Gi,109.47851896286011
7.2Gi,3.1Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,110.81358456611633
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,112.35221886634827
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.7Gi,113.75884747505188
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.7Gi,115.23003339767456
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.7Gi,116.55878973007202
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.7Gi,118.02989268302917
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.7Gi,119.45839357376099
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.7Gi,120.97086787223816
7.2Gi,3.2Gi,2.6Gi,103Mi,1.4Gi,3.7Gi,122.3306782245636
7.2Gi,3.2Gi,2.6Gi,103Mi,1.4Gi,3.7Gi,123.62970161437988
7.2Gi,3.2Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,125.0956723690033
7.2Gi,3.2Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,126.57208013534546
7.2Gi,3.2Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,127.99997329711914
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,129.5262062549591
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,130.9867377281189
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,132.3601779937744
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,133.81044816970825
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,135.0879259109497
7.2Gi,3.3Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,136.4425404071808
7.2Gi,3.3Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,137.82537412643433
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,139.1999888420105
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.5Gi,140.53628778457642
7.2Gi,3.4Gi,2.2Gi,103Mi,1.6Gi,3.4Gi,141.85710883140564
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,143.18452215194702
7.2Gi,3.5Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,144.77489066123962
7.2Gi,3.5Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,146.09919619560242
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,147.49052238464355
7.2Gi,3.6Gi,1.9Gi,103Mi,1.6Gi,3.3Gi,149.0543246269226
7.2Gi,3.7Gi,1.9Gi,103Mi,1.6Gi,3.2Gi,150.51562809944153
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.2Gi,151.8075201511383
7.2Gi,3.7Gi,1.8Gi,103Mi,1.7Gi,3.1Gi,153.30335402488708
7.2Gi,3.7Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,154.61684799194336
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,156.02432799339294
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,157.55546236038208
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.1Gi,159.14139413833618
7.2Gi,4.0Gi,1.4Gi,103Mi,1.7Gi,2.9Gi,160.65224313735962
7.2Gi,4.9Gi,571Mi,103Mi,1.8Gi,2.0Gi,162.2280924320221
7.2Gi,4.9Gi,543Mi,103Mi,1.8Gi,2.0Gi,163.8717942237854
7.2Gi,4.9Gi,504Mi,103Mi,1.8Gi,2.0Gi,165.21992135047913
7.2Gi,4.9Gi,465Mi,103Mi,1.8Gi,2.0Gi,166.55337381362915
7.2Gi,4.9Gi,435Mi,103Mi,1.8Gi,2.0Gi,167.94342184066772
7.2Gi,4.9Gi,368Mi,103Mi,1.9Gi,1.9Gi,169.5066692829132
7.2Gi,5.0Gi,329Mi,103Mi,1.9Gi,1.9Gi,170.7896909713745
7.2Gi,5.0Gi,299Mi,103Mi,1.9Gi,1.9Gi,172.19170355796814
7.2Gi,5.1Gi,150Mi,103Mi,1.9Gi,1.7Gi,173.69725227355957
7.2Gi,5.1Gi,153Mi,94Mi,1.9Gi,1.7Gi,175.03789019584656
7.2Gi,5.1Gi,150Mi,86Mi,1.9Gi,1.7Gi,176.83797454833984
7.2Gi,5.1Gi,148Mi,84Mi,1.9Gi,1.8Gi,178.64521193504333
