files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,19852/722637,77M/2G,2.75%,3.4698,seconds,62.37451672554016
23080,1,0/722637,0/2G,0%,1.734,seconds,65.52050709724426
23080,1,23159/722637,90M/2G,3.2%,2.165,seconds,201.1417555809021
