total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.3Gi,2.6Gi,20Mi,2.3Gi,4.6Gi,1.957883358001709
7.2Gi,2.6Gi,2.3Gi,20Mi,2.3Gi,4.3Gi,3.191776990890503
7.2Gi,2.8Gi,2.0Gi,93Mi,2.4Gi,4.0Gi,4.422501802444458
7.2Gi,3.2Gi,1.6Gi,103Mi,2.4Gi,3.6Gi,5.660333156585693
7.2Gi,3.5Gi,1.3Gi,103Mi,2.4Gi,3.4Gi,6.898144006729126
7.2Gi,3.8Gi,1.0Gi,103Mi,2.4Gi,3.1Gi,8.159075260162354
7.2Gi,4.3Gi,466Mi,103Mi,2.4Gi,2.5Gi,9.388271570205688
7.2Gi,4.7Gi,112Mi,94Mi,2.4Gi,2.2Gi,10.655918598175049
7.2Gi,4.6Gi,163Mi,94Mi,2.4Gi,2.2Gi,11.91876482963562
7.2Gi,4.6Gi,164Mi,94Mi,2.4Gi,2.2Gi,13.202186107635498
7.2Gi,4.7Gi,130Mi,103Mi,2.4Gi,2.2Gi,14.454805850982666
7.2Gi,4.7Gi,130Mi,103Mi,2.4Gi,2.2Gi,15.710510015487671
7.2Gi,4.7Gi,141Mi,94Mi,2.4Gi,2.2Gi,16.966819763183594
7.2Gi,4.7Gi,142Mi,94Mi,2.4Gi,2.2Gi,18.228390216827393
7.2Gi,4.7Gi,142Mi,94Mi,2.4Gi,2.2Gi,19.485039949417114
7.2Gi,4.7Gi,132Mi,103Mi,2.4Gi,2.2Gi,20.741280794143677
7.2Gi,4.7Gi,140Mi,94Mi,2.4Gi,2.2Gi,21.98621678352356
7.2Gi,4.7Gi,140Mi,94Mi,2.4Gi,2.2Gi,23.24718928337097
7.2Gi,4.7Gi,142Mi,94Mi,2.4Gi,2.2Gi,24.511327981948853
7.2Gi,4.7Gi,132Mi,103Mi,2.4Gi,2.2Gi,25.764333963394165
7.2Gi,4.7Gi,130Mi,103Mi,2.4Gi,2.2Gi,27.00436782836914
7.2Gi,4.7Gi,139Mi,94Mi,2.4Gi,2.2Gi,28.250665187835693
7.2Gi,4.7Gi,141Mi,94Mi,2.4Gi,2.2Gi,29.511317491531372
7.2Gi,4.7Gi,130Mi,103Mi,2.4Gi,2.2Gi,30.77294158935547
