total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,2.5832104682922363
3.6Gi,3.0Mi,3.6Gi,3.9174952507019043
3.6Gi,3.0Mi,3.6Gi,5.189924240112305
3.6Gi,3.0Mi,3.6Gi,6.397499084472656
3.6Gi,3.0Mi,3.6Gi,7.952871799468994
3.6Gi,3.0Mi,3.6Gi,9.438459396362305
3.6Gi,3.0Mi,3.6Gi,11.17015814781189
3.6Gi,3.0Mi,3.6Gi,13.072027444839478
3.6Gi,3.0Mi,3.6Gi,14.445990085601807
3.6Gi,3.0Mi,3.6Gi,15.768806219100952
3.6Gi,3.0Mi,3.6Gi,16.950246334075928
3.6Gi,3.0Mi,3.6Gi,18.215571880340576
3.6Gi,3.0Mi,3.6Gi,19.461570978164673
3.6Gi,3.0Mi,3.6Gi,20.817992448806763
3.6Gi,3.0Mi,3.6Gi,22.12520933151245
3.6Gi,3.0Mi,3.6Gi,23.553045988082886
3.6Gi,3.0Mi,3.6Gi,24.855762481689453
3.6Gi,3.0Mi,3.6Gi,26.264244079589844
3.6Gi,3.0Mi,3.6Gi,27.576700925827026
3.6Gi,3.0Mi,3.6Gi,29.133507251739502
3.6Gi,3.0Mi,3.6Gi,30.811989545822144
3.6Gi,3.0Mi,3.6Gi,32.080010175704956
3.6Gi,3.0Mi,3.6Gi,33.41291856765747
