epoch,time,loss,accuracy,epochtime_ms,log_time
0,null,":",null,783.2125244140625,78.36404085159302
0,null,":",null,44.20403289794922,78.40858674049377
0,null,":",null,37.75590515136719,78.44658637046814
0,null,":",null,43.95417785644531,78.49077320098877
0,null,":",null,45.0775032043457,78.53608083724976
0,null,":",null,44.16921615600586,78.58048582077026
0,null,":",null,42.651649475097656,78.62336325645447
0,null,":",null,39.90937423706055,78.66348361968994
0,null,":",null,42.766334533691406,78.70650601387024
0,null,":",null,36.499454498291016,78.74324488639832
0,null,":",null,34.42483139038086,78.77790117263794
0,null,":",null,36.1082878112793,78.81423759460449
0,null,":",null,35.971073150634766,78.85042834281921
0,null,":",null,34.4903678894043,78.88514494895935
0,null,":",null,34.59481430053711,78.91995787620544
0,null,":",null,36.64281463623047,78.95682454109192
0,null,":",null,36.47590255737305,78.9935233592987
0,null,":",null,34.60198211669922,79.02835059165955
0,null,":",null,38.94784164428711,79.067538022995
0,null,":",null,40.9958381652832,79.10875058174133
0,null,":",null,36.355072021484375,79.14532828330994
0,null,":",null,34.60300827026367,79.18016505241394
0,null,":",null,34.60403060913086,79.2149863243103
0,null,":",null,36.336639404296875,79.25153756141663
0,null,":",null,36.384769439697266,79.28813934326172
0,null,":",null,34.87334442138672,79.32324028015137
0,null,":",null,34.46169662475586,79.35792398452759
0,null,":",null,36.30796813964844,79.39444875717163
0,null,":",null,35.84409713745117,79.430504322052
0,null,":",null,34.34086227416992,79.46507525444031
0,null,":",null,34.367488861083984,79.49966597557068
0,null,":",null,36.30694580078125,79.53621506690979
0,null,":",null,36.15846252441406,79.57260346412659
0,null,":",null,34.38284683227539,79.60721349716187
0,null,":",null,34.46579360961914,79.64190030097961
0,null,":",null,36.16767883300781,79.67829322814941
0,null,":",null,36.04070281982422,79.71454977989197
0,null,":",null,34.24460983276367,79.74901866912842
0,null,":",null,34.41561508178711,79.78365087509155
0,null,":",null,36.23321533203125,79.82010793685913
0,null,":",null,35.77753448486328,79.85611009597778
0,null,":",null,34.345985412597656,79.89068412780762
0,null,":",null,34.550785064697266,79.92545366287231
0,null,":",null,39.212032318115234,79.96488857269287
0,null,":",null,37.98118209838867,80.00308609008789
0,null,":",null,34.59481430053711,80.03791332244873
0,null,":",null,34.60812759399414,80.07292699813843
0,null,":",null,36.50969696044922,80.10967183113098
0,null,":",null,36.347904205322266,80.14625334739685
0,null,":",null,34.09408187866211,80.18057298660278
0,null,":",null,34.543617248535156,80.2154130935669
0,null,":",null,49.86163330078125,80.26568531990051
0,null,":",null,56.11724853515625,80.3223786354065
0,null,":",null,52.69196701049805,80.37540316581726
0,null,":",null,41.92256164550781,80.4176664352417
0,null,":",null,44.690433502197266,80.46268129348755
0,null,":",null,36.377601623535156,80.49930191040039
0,null,":",null,34.0951042175293,80.53362131118774
0,null,":",null,35.22150421142578,80.56907176971436
0,null,":",null,35.4150390625,80.60470604896545
0,null,":",null,34.44224166870117,80.63935828208923
0,null,":",null,34.59686279296875,80.67418193817139
0,null,":",null,35.994625091552734,80.71040558815002
0,null,":",null,36.2977294921875,80.74692797660828
0,null,":",null,40.527870178222656,80.78767442703247
0,null,":",null,35.28908920288086,80.8231840133667
0,null,":",null,34.14323043823242,80.85754776000977
0,null,":",null,35.86048126220703,80.89362978935242
0,null,":",null,36.03865432739258,80.9298849105835
0,null,":",null,34.369537353515625,80.96447563171387
0,null,":",null,35.01260757446289,80.9997124671936
0,null,":",null,36.11955261230469,81.03605461120605
0,null,":",null,36.50252914428711,81.07278490066528
0,null,":",null,35.45395278930664,81.10872650146484
0,null,":",null,35.504127502441406,81.14446568489075
0,null,":",null,36.43084716796875,81.18115067481995
0,null,":",null,36.05708694458008,81.21741437911987
0,null,":",null,34.140159606933594,81.25177431106567
0,null,":",null,34.840576171875,81.28684782981873
0,null,":",null,36.27315139770508,81.32333660125732
0,null,":",null,36.120574951171875,81.35967516899109
0,null,":",null,34.2374382019043,81.39414048194885
0,null,":",null,34.58047866821289,81.42893481254578
0,null,":",null,36.3427848815918,81.46548509597778
0,null,":",null,39.72198486328125,81.50544214248657
0,null,":",null,40.58214569091797,81.54625749588013
0,null,":",null,36.83942413330078,81.58332014083862
0,null,":",null,36.48921585083008,81.62003517150879
0,null,":",null,36.25779342651367,81.6565191745758
0,null,":",null,34.20774459838867,81.69094324111938
0,null,":",null,39.046142578125,81.7303147315979
0,null,":",null,38.240257263183594,81.76877403259277
0,null,":",null,36.05401611328125,81.80504012107849
0,null,":",null,34.22208023071289,81.8394787311554
0,null,":",null,34.82316970825195,81.87451004981995
0,null,":",null,36.168704986572266,81.91089177131653
0,null,":",null,36.322303771972656,81.94747877120972
0,null,":",null,34.44940948486328,81.98214149475098
0,null,":",null,34.539520263671875,82.0168936252594
0,null,":",null,35.97209548950195,82.05308127403259
0,null,":",null,36.136959075927734,82.089439868927
0,null,":",null,38.3713264465332,82.12802338600159
0,null,":",null,35.70278549194336,82.16394066810608
0,null,":",null,36.0714225769043,82.20022106170654
0,null,":",null,36.46873474121094,82.23690438270569
0,null,":",null,34.40127944946289,82.27152276039124
0,null,":",null,34.81804656982422,82.30655431747437
0,null,":",null,36.603904724121094,82.34336423873901
0,null,":",null,35.961856842041016,82.37953495979309
0,null,":",null,34.21900939941406,82.41396403312683
0,null,":",null,34.41049575805664,82.44858479499817
0,null,":",null,36.27724838256836,82.48507285118103
