total,used,free,log_time
3.6Gi,5.0Mi,3.6Gi,2.3624062538146973
3.6Gi,5.0Mi,3.6Gi,3.591369390487671
3.6Gi,5.0Mi,3.6Gi,4.717281818389893
3.6Gi,5.0Mi,3.6Gi,5.928062677383423
3.6Gi,5.0Mi,3.6Gi,7.26383113861084
3.6Gi,5.0Mi,3.6Gi,8.416996479034424
3.6Gi,5.0Mi,3.6Gi,9.684109926223755
3.6Gi,5.0Mi,3.6Gi,10.939741611480713
3.6Gi,5.0Mi,3.6Gi,12.072343587875366
3.6Gi,5.0Mi,3.6Gi,13.185208797454834
3.6Gi,5.0Mi,3.6Gi,14.3047034740448
3.6Gi,5.0Mi,3.6Gi,15.422346353530884
3.6Gi,5.0Mi,3.6Gi,16.531362533569336
3.6Gi,5.0Mi,3.6Gi,17.644367933273315
3.6Gi,5.0Mi,3.6Gi,18.756075620651245
3.6Gi,5.0Mi,3.6Gi,19.873635053634644
3.6Gi,5.0Mi,3.6Gi,20.9921715259552
3.6Gi,5.0Mi,3.6Gi,22.105775833129883
3.6Gi,5.0Mi,3.6Gi,23.215822458267212
3.6Gi,5.0Mi,3.6Gi,24.33294701576233
3.6Gi,5.0Mi,3.6Gi,25.452434539794922
3.6Gi,5.0Mi,3.6Gi,26.565552473068237
3.6Gi,5.0Mi,3.6Gi,27.684460878372192
3.6Gi,5.0Mi,3.6Gi,28.80553102493286
3.6Gi,5.0Mi,3.6Gi,29.914135217666626
3.6Gi,5.0Mi,3.6Gi,31.02911353111267
3.6Gi,5.0Mi,3.6Gi,32.146503925323486
3.6Gi,5.0Mi,3.6Gi,33.26928758621216
3.6Gi,5.0Mi,3.6Gi,34.37543988227844
3.6Gi,5.0Mi,3.6Gi,35.483017683029175
3.6Gi,5.0Mi,3.6Gi,36.590410470962524
3.6Gi,5.0Mi,3.6Gi,37.70065784454346
3.6Gi,5.0Mi,3.6Gi,38.823824405670166
3.6Gi,5.0Mi,3.6Gi,39.93654417991638
3.6Gi,5.0Mi,3.6Gi,41.051820278167725
3.6Gi,5.0Mi,3.6Gi,42.162089109420776
3.6Gi,5.0Mi,3.6Gi,43.27116894721985
3.6Gi,5.0Mi,3.6Gi,44.38780951499939
3.6Gi,5.0Mi,3.6Gi,45.50739240646362
3.6Gi,5.0Mi,3.6Gi,46.62812256813049
3.6Gi,5.0Mi,3.6Gi,47.74415469169617
3.6Gi,5.0Mi,3.6Gi,48.85424828529358
3.6Gi,5.0Mi,3.6Gi,49.96560049057007
3.6Gi,5.0Mi,3.6Gi,51.07911252975464
3.6Gi,5.0Mi,3.6Gi,52.20730662345886
3.6Gi,5.0Mi,3.6Gi,53.31687116622925
3.6Gi,5.0Mi,3.6Gi,54.42835092544556
3.6Gi,5.0Mi,3.6Gi,55.537251472473145
3.6Gi,5.0Mi,3.6Gi,56.64830732345581
3.6Gi,5.0Mi,3.6Gi,57.76588296890259
3.6Gi,5.0Mi,3.6Gi,58.878655195236206
3.6Gi,5.0Mi,3.6Gi,59.98863172531128
3.6Gi,5.0Mi,3.6Gi,61.09649395942688
3.6Gi,5.0Mi,3.6Gi,62.21373629570007
3.6Gi,5.0Mi,3.6Gi,63.33175230026245
3.6Gi,5.0Mi,3.6Gi,64.44926333427429
3.6Gi,5.0Mi,3.6Gi,65.5685465335846
3.6Gi,5.0Mi,3.6Gi,66.67676949501038
3.6Gi,5.0Mi,3.6Gi,67.78856611251831
3.6Gi,5.0Mi,3.6Gi,68.90502285957336
3.6Gi,5.0Mi,3.6Gi,70.0173864364624
3.6Gi,5.0Mi,3.6Gi,71.13486075401306
3.6Gi,5.0Mi,3.6Gi,72.25202965736389
3.6Gi,5.0Mi,3.6Gi,73.3635139465332
3.6Gi,5.0Mi,3.6Gi,74.47200870513916
3.6Gi,5.0Mi,3.6Gi,75.58379888534546
3.6Gi,5.0Mi,3.6Gi,76.70092606544495
3.6Gi,5.0Mi,3.6Gi,77.81218361854553
3.6Gi,5.0Mi,3.6Gi,78.92981576919556
3.6Gi,5.0Mi,3.6Gi,80.03933835029602
3.6Gi,5.0Mi,3.6Gi,81.17342448234558
3.6Gi,5.0Mi,3.6Gi,82.29724884033203
3.6Gi,5.0Mi,3.6Gi,83.40860033035278
3.6Gi,5.0Mi,3.6Gi,84.51826095581055
3.6Gi,5.0Mi,3.6Gi,85.63896441459656
3.6Gi,5.0Mi,3.6Gi,86.75288963317871
3.6Gi,5.0Mi,3.6Gi,87.8767740726471
3.6Gi,5.0Mi,3.6Gi,88.99841523170471
3.6Gi,5.0Mi,3.6Gi,90.11818313598633
3.6Gi,9.0Mi,3.6Gi,91.33626294136047
3.6Gi,9.0Mi,3.6Gi,92.60724020004272
3.6Gi,9.0Mi,3.6Gi,93.71319389343262
3.6Gi,9.0Mi,3.6Gi,94.84036445617676
3.6Gi,9.0Mi,3.6Gi,95.97669219970703
3.6Gi,9.0Mi,3.6Gi,97.0876202583313
3.6Gi,9.0Mi,3.6Gi,98.193115234375
3.6Gi,9.0Mi,3.6Gi,99.35332560539246
3.6Gi,9.0Mi,3.6Gi,100.48617482185364
3.6Gi,9.0Mi,3.6Gi,101.60006809234619
3.6Gi,9.0Mi,3.6Gi,102.7165048122406
3.6Gi,9.0Mi,3.6Gi,103.84800553321838
3.6Gi,9.0Mi,3.6Gi,104.97584533691406
3.6Gi,9.0Mi,3.6Gi,106.0925943851471
3.6Gi,9.0Mi,3.6Gi,107.21041512489319
3.6Gi,9.0Mi,3.6Gi,108.34417176246643
3.6Gi,9.0Mi,3.6Gi,109.47798442840576
