total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.2Gi,2.6Gi,20Mi,2.3Gi,4.8Gi,2.2915124893188477
7.2Gi,2.3Gi,2.6Gi,20Mi,2.3Gi,4.7Gi,3.6060690879821777
7.2Gi,2.3Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,4.779035568237305
7.2Gi,2.4Gi,2.4Gi,20Mi,2.3Gi,4.5Gi,6.18625807762146
7.2Gi,2.4Gi,2.4Gi,20Mi,2.3Gi,4.5Gi,7.403462648391724
7.2Gi,2.6Gi,2.2Gi,36Mi,2.4Gi,4.3Gi,8.809791564941406
7.2Gi,2.8Gi,1.9Gi,103Mi,2.4Gi,4.0Gi,10.17893385887146
7.2Gi,3.0Gi,1.8Gi,103Mi,2.4Gi,3.9Gi,11.45525336265564
7.2Gi,3.1Gi,1.7Gi,103Mi,2.4Gi,3.8Gi,12.713543891906738
7.2Gi,3.2Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,14.208526134490967
7.2Gi,3.4Gi,1.4Gi,103Mi,2.4Gi,3.5Gi,15.481183052062988
7.2Gi,3.5Gi,1.3Gi,103Mi,2.4Gi,3.4Gi,16.81242561340332
7.2Gi,3.5Gi,1.2Gi,103Mi,2.4Gi,3.3Gi,18.03574800491333
7.2Gi,3.6Gi,1.1Gi,103Mi,2.4Gi,3.2Gi,19.289968729019165
7.2Gi,4.2Gi,572Mi,103Mi,2.4Gi,2.7Gi,20.65635371208191
7.2Gi,4.3Gi,413Mi,103Mi,2.4Gi,2.5Gi,21.972426652908325
7.2Gi,4.6Gi,138Mi,93Mi,2.4Gi,2.2Gi,23.298049211502075
7.2Gi,4.6Gi,166Mi,84Mi,2.4Gi,2.3Gi,24.775380611419678
7.2Gi,4.6Gi,138Mi,85Mi,2.4Gi,2.2Gi,26.029780626296997
7.2Gi,4.6Gi,137Mi,84Mi,2.4Gi,2.2Gi,27.423131465911865
7.2Gi,4.6Gi,118Mi,103Mi,2.4Gi,2.2Gi,28.686245679855347
7.2Gi,4.6Gi,136Mi,84Mi,2.4Gi,2.2Gi,29.970848560333252
7.2Gi,4.6Gi,127Mi,94Mi,2.4Gi,2.2Gi,31.24660038948059
7.2Gi,4.6Gi,128Mi,93Mi,2.4Gi,2.2Gi,32.4706072807312
7.2Gi,4.6Gi,147Mi,75Mi,2.4Gi,2.3Gi,33.68916583061218
7.2Gi,4.6Gi,128Mi,93Mi,2.4Gi,2.2Gi,35.16084122657776
7.2Gi,4.6Gi,127Mi,93Mi,2.4Gi,2.2Gi,36.46016550064087
