files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20035/722637,78M/2G,2.77%,1.6937,seconds,79.40789532661438
23080,1,0/722637,0/2G,0%,3.6404,seconds,88.30671215057373
23080,1,20355/722637,79M/2G,2.82%,2.1812,seconds,251.76354360580444
