files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,21062/722637,82M/2G,2.91%,1.0966,seconds,69.79315996170044
23080,1,0/722637,0/2G,0%,2.3505,seconds,74.30610013008118
23080,1,19383/722637,75M/2G,2.68%,1.0901,seconds,220.47661709785461
