files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,19889/722637,77M/2G,2.75%,3.8458,seconds,53.89795756340027
23080,1,0/722637,0/2G,0%,0.60843,seconds,55.52688264846802
23080,1,20241/722637,79M/2G,2.8%,3.834,seconds,187.02550506591797
