total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.9737486839294434
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,4.453599214553833
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,5.86187481880188
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,7.373669862747192
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,9.056885004043579
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,10.600889921188354
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,12.529773473739624
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,14.121887683868408
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,15.653135299682617
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,17.30122184753418
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,19.269834756851196
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,20.838000535964966
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,22.641048669815063
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,24.073601245880127
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,25.799856424331665
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,27.148547410964966
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,28.9609477519989
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,31.010604858398438
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,32.73812437057495
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,34.3699254989624
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,36.07200741767883
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,37.58789825439453
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,39.266356229782104
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,40.759626626968384
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,42.32237982749939
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,44.04586696624756
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,45.67581224441528
7.2Gi,2.4Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,47.58545970916748
